map,state,old_district_id,new_district_id,analysis_district_source,matched_new_district_id,candidate_running_district_id,ballotpedia_status,election_phase,candidate_source_url,house_winner,house_winner_party,incumbent,old_presidential_winner,new_presidential_winner,split_ticket_type,old_harris_margin_pts,new_harris_margin_pts,harris_margin_shift_pts,old_incumbent_party_margin_pts,new_incumbent_party_margin_pts,incumbent_party_margin_shift_pts,redistricting_made_seat_harder,old_presidential_lean_against_house_winner,new_presidential_lean_against_house_winner,old_district_retained_share,new_district_from_old_share
"After redistricting, with Alabama change",TN,TN-7,TN-7,Ballotpedia active incumbent running district,TN-7,TN-7,active,Republican primary,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Tennessee,_2026",MARK E. GREEN,R,Matt Van Epps,Trump,Trump,Same party won president and House,-22.28815556689251,-22.40074333610794,-0.11258776921543046,22.28815556689251,22.40074333610794,0.11258776921543046,FALSE,FALSE,FALSE,0.5404735951741895,0.5404735951741895
"After redistricting, with Alabama change",TX,TX-38,TX-38,Ballotpedia status is did_not_make_ballot; using population-matched successor,TX-38,NA,did_not_make_ballot,Republican primary,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Texas,_2026",WESLEY HUNT,R,Wesley Hunt,Trump,Trump,Same party won president and House,-20.695201603869503,-20.903997855016016,-0.2087962511465129,20.695201603869503,20.903997855016016,0.2087962511465129,FALSE,FALSE,FALSE,0.8208639781378302,0.8208650483841947
"After redistricting, with Alabama change",TX,TX-26,TX-26,Ballotpedia active incumbent running district,TX-26,TX-26,active,General election,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Texas,_2026",BRANDON GILL,R,Brandon Gill,Trump,Trump,Same party won president and House,-23.43707113413224,-23.782839207264505,-0.3457680731322661,23.43707113413224,23.782839207264505,0.3457680731322661,FALSE,FALSE,FALSE,0.9308162980598107,0.9308162980598107
"After redistricting, with Alabama change",MO,MO-1,MO-1,Ballotpedia active incumbent running district,MO-1,MO-1,active,Democratic primary,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Missouri,_2026",WESLEY BELL,D,Wesley Bell,Harris,Harris,Same party won president and House,57.19177646235122,57.53991197722656,0.348135514875338,57.19177646235122,57.53991197722656,0.348135514875338,FALSE,FALSE,FALSE,0.9393577032457978,0.9393577032457978
"After redistricting, with Alabama change",TX,TX-16,TX-16,Ballotpedia active incumbent running district,TX-16,TX-16,active,General election,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Texas,_2026",VERONICA ESCOBAR,D,Veronica Escobar,Harris,Harris,Same party won president and House,16.009290815551264,16.384788134117894,0.37549731856663016,16.009290815551264,16.384788134117894,0.37549731856663016,FALSE,FALSE,FALSE,0.9610775164083829,0.9610762633525731
"After redistricting, with Alabama change",OH,OH-7,OH-7,Ballotpedia active incumbent running district,OH-7,OH-7,active,General election,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Ohio,_2026",MAX L. MILLER,R,Max Miller,Trump,Trump,Same party won president and House,-10.641253718209905,-11.053684091933304,-0.4124303737233994,10.641253718209905,11.053684091933304,0.4124303737233994,FALSE,FALSE,FALSE,0.933326977104865,0.933326977104865
"After redistricting, with Alabama change",LA,LA-1,LA-1,Ballotpedia active incumbent running district,LA-1,LA-1,active,Primary,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Louisiana,_2026",STEVE SCALISE,R,Steve Scalise,Trump,Trump,Same party won president and House,-37.921463152232384,-38.36024954893282,-0.4387863967004364,37.921463152232384,38.36024954893282,0.4387863967004364,FALSE,FALSE,FALSE,0.8473942037311597,0.847479352630406
"After redistricting, with Alabama change",TX,TX-24,TX-24,Ballotpedia active incumbent running district,TX-24,TX-24,active,General election,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Texas,_2026",BETH VAN DUYNE,R,Beth Van Duyne,Trump,Trump,Same party won president and House,-15.529015167228074,-16.082495228700704,-0.5534800614726301,15.529015167228074,16.082495228700704,0.5534800614726301,FALSE,FALSE,FALSE,0.8651971936942868,0.8651971936942868
"After redistricting, with Alabama change",OH,OH-15,OH-15,Ballotpedia active incumbent running district,OH-15,OH-15,active,General election,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Ohio,_2026",MIKE CAREY,R,Mike Carey,Trump,Trump,Same party won president and House,-9.194760551970266,-10.01502850424791,-0.8202679522776446,9.194760551970266,10.01502850424791,0.8202679522776446,FALSE,FALSE,FALSE,0.8528075461144375,0.8528075461144375
"After redistricting, with Alabama change",FL,FL-19,FL-19,Ballotpedia status is did_not_make_ballot; using population-matched successor,FL-19,NA,did_not_make_ballot,Republican primary,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",BYRON DONALDS,R,Byron Donalds,Trump,Trump,Same party won president and House,-29.16693912247434,-30.081070823226,-0.9141317007516605,29.16693912247434,30.081070823226,0.9141317007516605,FALSE,FALSE,FALSE,0.8011156741690619,0.8011156741690619
"After redistricting, with Alabama change",OH,OH-6,OH-6,Ballotpedia active incumbent running district,OH-6,OH-6,active,General election,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Ohio,_2026",MICHAEL A. RULLI,R,Michael Rulli,Trump,Trump,Same party won president and House,-33.66143691558187,-34.616626267379445,-0.9551893517975785,33.66143691558187,34.616626267379445,0.9551893517975785,FALSE,FALSE,FALSE,0.8144489785540852,0.8144489785540852
"After redistricting, with Alabama change",CA,CA-17,CA-17,Ballotpedia active incumbent running district,CA-17,CA-17,active,Primary,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",RO KHANNA,D,Ro Khanna,Harris,Harris,Same party won president and House,37.90400381351603,38.97183210526914,1.0678282917531092,37.90400381351603,38.97183210526914,1.0678282917531092,FALSE,FALSE,FALSE,0.964585993303792,0.9646520882610672
"After redistricting, with Alabama change",CA,CA-33,CA-33,Ballotpedia active incumbent running district,CA-33,CA-33,active,Primary,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",PETE AGUILAR,D,Pete Aguilar,Harris,Harris,Same party won president and House,8.733106999934398,9.8291751045764,1.0960681046420024,8.733106999934398,9.8291751045764,1.0960681046420024,FALSE,FALSE,FALSE,0.8874881474027294,0.8875362035561037
"After redistricting, with Alabama change",FL,FL-10,FL-10,No Ballotpedia incumbent match; using population-matched successor,FL-10,NA,NA,NA,NA,MAXWELL FROST,D,Maxwell Frost,Harris,Harris,Same party won president and House,22.7056072441415,23.892436190253907,1.1868289461124064,22.7056072441415,23.892436190253907,1.1868289461124064,FALSE,FALSE,FALSE,0.7688856648479435,0.7688856648479435
"After redistricting, with Alabama change",TX,TX-12,TX-12,Ballotpedia active incumbent running district,TX-12,TX-12,active,General election,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Texas,_2026",CRAIG GOLDMAN,R,Craig Goldman,Trump,Trump,Same party won president and House,-22.60064699050946,-23.863719546156172,-1.263072555646712,22.60064699050946,23.863719546156172,1.263072555646712,FALSE,FALSE,FALSE,0.8183385116044991,0.8183385116044991
"After redistricting, with Alabama change",CA,CA-44,CA-44,No Ballotpedia incumbent match; using population-matched successor,CA-44,NA,NA,NA,NA,NANETTE DIAZ BARRAGáN,D,Nanette Barragan,Harris,Harris,Same party won president and House,33.817192739321236,35.171390738120046,1.35419799879881,33.817192739321236,35.171390738120046,1.35419799879881,FALSE,FALSE,FALSE,0.8237326687345224,0.8239957556265004
"After redistricting, with Alabama change",FL,FL-13,FL-13,Ballotpedia active incumbent running district,FL-13,FL-13,active,Republican primary,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",ANNA PAULINA LUNA,R,Anna Paulina Luna,Trump,Trump,Same party won president and House,-11.85886785416313,-13.267023867986993,-1.408156013823863,11.85886785416313,13.267023867986993,1.408156013823863,FALSE,FALSE,FALSE,0.788337811890211,0.788337811890211
"After redistricting, with Alabama change",CA,CA-20,CA-20,Ballotpedia active incumbent running district,CA-20,CA-20,active,Primary,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",VINCE FONG,R,Vince Fong,Trump,Trump,Same party won president and House,-30.325837428374836,-32.23663979355362,-1.9108023651787853,30.325837428374836,32.23663979355362,1.9108023651787853,FALSE,FALSE,FALSE,0.7992830320198528,0.7996025738325279
"After redistricting, with Alabama change",OH,OH-10,OH-10,No Ballotpedia incumbent match; using population-matched successor,OH-10,NA,NA,NA,NA,MICHAEL R. TURNER,R,Mike Turner,Trump,Trump,Same party won president and House,-5.738515564675639,-7.787217095216367,-2.048701530540728,5.738515564675639,7.787217095216367,2.048701530540728,FALSE,FALSE,FALSE,0.8965778065926802,0.8965789463648047
"After redistricting, with Alabama change",CA,CA-26,CA-26,Ballotpedia status is did_not_make_ballot; using population-matched successor,CA-26,NA,did_not_make_ballot,Primary,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",JULIA BROWNLEY,D,Julia Brownley,Harris,Harris,Same party won president and House,13.162679771626795,15.287121331259792,2.124441559632997,13.162679771626795,15.287121331259792,2.124441559632997,FALSE,FALSE,FALSE,0.8237184302995316,0.8240496932410177
"After redistricting, with Alabama change",CA,CA-21,CA-21,Ballotpedia active incumbent running district,CA-21,CA-21,active,Primary,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",JIM COSTA,D,Jim Costa,Harris,Harris,Same party won president and House,3.785879907251938,6.002854254623298,2.2169743473713597,3.785879907251938,6.002854254623298,2.2169743473713597,FALSE,FALSE,FALSE,0.8762732571053828,0.8761771047750495
"After redistricting, with Alabama change",CA,CA-45,CA-45,Ballotpedia active incumbent running district,CA-45,CA-45,active,Primary,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",DEREK TRAN,D,Derek Tran,Harris,Harris,Same party won president and House,1.535008616889099,3.95401028209158,2.4190016652024813,1.535008616889099,3.95401028209158,2.4190016652024813,FALSE,FALSE,FALSE,0.8496238222611268,0.8498815145565005
"After redistricting, with Alabama change",OH,OH-14,OH-14,No Ballotpedia incumbent match; using population-matched successor,OH-14,NA,NA,NA,NA,DAVID P. JOYCE,R,Dave Joyce,Trump,Trump,Same party won president and House,-17.939622399146288,-20.363055861259937,-2.4234334621136497,17.939622399146288,20.363055861259937,2.4234334621136497,FALSE,FALSE,FALSE,0.9339270050722703,0.9339270050722703
"After redistricting, with Alabama change",CA,CA-23,CA-23,Ballotpedia active incumbent running district,CA-23,CA-23,active,Primary,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",JAY OBERNOLTE,R,Jay Obernolte,Trump,Trump,Same party won president and House,-16.857346897134697,-19.37822485292682,-2.5208779557921233,16.857346897134697,19.37822485292682,2.5208779557921233,FALSE,FALSE,FALSE,0.9126225928443897,0.9056104675346284
"After redistricting, with Alabama change",TX,TX-22,TX-22,Ballotpedia status is did_not_make_ballot; using population-matched successor,TX-22,NA,did_not_make_ballot,Republican primary,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Texas,_2026",TROY E. NEHLS,R,Troy Nehls,Trump,Trump,Same party won president and House,-19.537012237092586,-22.143044322418497,-2.6060320853259107,19.537012237092586,22.143044322418497,2.6060320853259107,FALSE,FALSE,FALSE,0.6590307267267894,0.6590307267267894
"After redistricting, with Alabama change",TX,TX-7,TX-7,No Ballotpedia incumbent match; using population-matched successor,TX-7,NA,NA,NA,NA,LIZZIE FLETCHER,D,Lizzie Fletcher,Harris,Harris,Same party won president and House,20.769401207555532,23.41820471449372,2.6488035069381866,20.769401207555532,23.41820471449372,2.6488035069381866,FALSE,FALSE,FALSE,0.7457831749429912,0.7457831749429912
"After redistricting, with Alabama change",CA,CA-5,CA-5,Ballotpedia active incumbent running district,CA-5,CA-5,active,Primary,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",TOM MCCLINTOCK,R,Tom McClintock,Trump,Trump,Same party won president and House,-17.714878910921012,-20.66787875109322,-2.9529998401722075,17.714878910921012,20.66787875109322,2.9529998401722075,FALSE,FALSE,FALSE,0.7347590227578724,0.7291952877808436
"After redistricting, with Alabama change",OH,OH-13,OH-13,Ballotpedia active incumbent running district,OH-13,OH-13,active,General election,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Ohio,_2026",EMILIA STRONG SYKES,D,Emilia Sykes,Harris,Harris,Same party won president and House,0.04628985543905784,3.2916191671683466,3.2453293117292885,0.04628985543905784,3.2916191671683466,3.2453293117292885,FALSE,FALSE,FALSE,0.9219442431638762,0.9219442431638762
"After redistricting, with Alabama change",TX,TX-3,TX-3,Ballotpedia active incumbent running district,TX-3,TX-3,active,General election,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Texas,_2026",KEITH SELF,R,Keith Self,Trump,Trump,Same party won president and House,-20.069555100285807,-23.338607594936708,-3.2690524946509,20.069555100285807,23.338607594936708,3.2690524946509,FALSE,FALSE,FALSE,0.7590637129442872,0.7590637129442872
"After redistricting, with Alabama change",CA,CA-25,CA-25,Ballotpedia active incumbent running district,CA-25,CA-25,active,Primary,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",RAUL RUIZ,D,Raul Ruiz,Harris,Harris,Same party won president and House,2.473207911393671,5.836397228979454,3.3631893175857828,2.473207911393671,5.836397228979454,3.3631893175857828,FALSE,FALSE,FALSE,0.816865966517625,0.8228542698566699
"After redistricting, with Alabama change",MO,MO-2,MO-2,Ballotpedia active incumbent running district,MO-2,MO-2,active,Republican primary,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Missouri,_2026",ANN WAGNER,R,Ann Wagner,Trump,Trump,Same party won president and House,-7.903984367619038,-11.373263612541187,-3.4692792449221495,7.903984367619038,11.373263612541187,3.4692792449221495,FALSE,FALSE,FALSE,0.7725302977524293,0.7725302977524293
"After redistricting, with Alabama change",CA,CA-49,CA-49,Ballotpedia active incumbent running district,CA-49,CA-49,active,Primary,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",MIKE LEVIN,D,Mike Levin,Harris,Harris,Same party won president and House,7.76197911533254,12.110061030566786,4.348081915234246,7.76197911533254,12.110061030566786,4.348081915234246,FALSE,FALSE,FALSE,0.6812816077709632,0.6811594775997427
"After redistricting, with Alabama change",TN,TN-5,TN-5,Ballotpedia active incumbent running district,TN-9,TN-5,active,Republican primary,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Tennessee,_2026",ANDREW OGLES,R,Andy Ogles,Trump,Trump,Same party won president and House,-17.774620323579477,-23.07905421542871,-5.304433891849232,17.774620323579477,23.07905421542871,5.304433891849232,FALSE,FALSE,FALSE,0.17562845842595956,0.17562845842595956
"After redistricting, with Alabama change",UT,UT-4,UT-4,Ballotpedia status is did_not_make_ballot; using population-matched successor,UT-4,NA,did_not_make_ballot,Primary,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Utah,_2026",BURGESS OWENS,R,Burgess Owens,Trump,Trump,Same party won president and House,-26.677710229770447,-32.48704675990204,-5.809336530131596,26.677710229770447,32.48704675990204,5.809336530131596,FALSE,FALSE,FALSE,0.47989372835931843,0.47989372835931843
"After redistricting, with Alabama change",CA,CA-27,CA-27,Ballotpedia active incumbent running district,CA-27,CA-27,active,Primary,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",GEORGE WHITESIDES,D,George Whitesides,Harris,Harris,Same party won president and House,3.8883554847680126,9.75374150119397,5.865386016425957,3.8883554847680126,9.75374150119397,5.865386016425957,FALSE,FALSE,FALSE,0.8579858384403606,0.8580964546807187
"After redistricting, with Alabama change",OH,OH-4,OH-4,Ballotpedia active incumbent running district,OH-4,OH-4,active,General election,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Ohio,_2026",JIM JORDAN,R,Jim Jordan,Trump,Trump,Same party won president and House,-36.75811539935725,-42.63716300604287,-5.879047606685617,36.75811539935725,42.63716300604287,5.879047606685617,FALSE,FALSE,FALSE,0.7241752793562412,0.7241752793562412
"After redistricting, with Alabama change",CA,CA-47,CA-47,Ballotpedia active incumbent running district,CA-42,CA-47,active,Primary,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",DAVE MIN,D,Dave Min,Harris,Harris,Same party won president and House,4.166781621245818,10.081788044298596,5.915006423052779,4.166781621245818,10.081788044298596,5.915006423052779,FALSE,FALSE,FALSE,0.4730634296848343,0.47295003049089684
"After redistricting, with Alabama change",CA,CA-41,CA-40,Ballotpedia active incumbent running district,CA-40,CA-40,active,Primary,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",KEN CALVERT,R,Ken Calvert,Trump,Trump,Same party won president and House,-5.928204449736496,-12.223464390873737,-6.295259941137241,5.928204449736496,12.223464390873737,6.295259941137241,FALSE,FALSE,FALSE,0.502675944850726,0.5049508475582016
"After redistricting, with Alabama change",TX,TX-37,TX-37,Ballotpedia status is did_not_make_ballot; using population-matched successor,TX-37,NA,did_not_make_ballot,Democratic primary,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Texas,_2026",LLOYD DOGGETT,D,Lloyd Doggett,Harris,Harris,Same party won president and House,49.33550335017653,56.22971285892634,6.89420950874981,49.33550335017653,56.22971285892634,6.89420950874981,FALSE,FALSE,FALSE,0.6778133136545991,0.6778133136545991
"After redistricting, with Alabama change",TX,TX-20,TX-20,Ballotpedia active incumbent running district,TX-20,TX-20,active,General election,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Texas,_2026",JOAQUIN CASTRO,D,Joaquin Castro,Harris,Harris,Same party won president and House,21.273862042326535,28.44600333587118,7.1721412935446445,21.273862042326535,28.44600333587118,7.1721412935446445,FALSE,FALSE,FALSE,0.6054483322403118,0.6054483322403118
"After redistricting, with Alabama change",FL,FL-22,FL-23,Ballotpedia active incumbent running district,FL-23,FL-23,active,Democratic primary,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",LOIS FRANKEL,D,Lois Frankel,Harris,Harris,Same party won president and House,5.568723527504826,13.76926697258501,8.200543445080184,5.568723527504826,13.76926697258501,8.200543445080184,FALSE,FALSE,FALSE,0.8018044252619536,0.8018033829029628
"After redistricting, with Alabama change",FL,FL-24,FL-24,No Ballotpedia incumbent match; using population-matched successor,FL-24,NA,NA,NA,NA,FREDERICA S. WILSON,D,Frederica Wilson,Harris,Harris,Same party won president and House,30.054657738447343,38.62461405902204,8.5699563205747,30.054657738447343,38.62461405902204,8.5699563205747,FALSE,FALSE,FALSE,0.69601323936814,0.69601323936814
"After redistricting, with Alabama change",FL,FL-15,FL-15,Ballotpedia active incumbent running district,FL-15,FL-15,active,Republican primary,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",LAUREL M. LEE,R,Laurel Lee,Trump,Trump,Same party won president and House,-11.18937637860683,-19.778929326344088,-8.589552947737257,11.18937637860683,19.778929326344088,8.589552947737257,FALSE,FALSE,FALSE,0.36212999905098797,0.36212999905098797
"After redistricting, with Alabama change",TX,TX-32,TX-33,Ballotpedia active incumbent running district,TX-32,TX-33,active,Democratic primary runoff,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Texas,_2026",JULIE JOHNSON,D,Julie Johnson,Harris,Harris,Same party won president and House,23.75164120190337,32.59815871741188,8.846517515508506,23.75164120190337,32.59815871741188,8.846517515508506,FALSE,FALSE,FALSE,0.32352438828819785,0.32352438828819785
"After redistricting, with Alabama change",UT,UT-1,UT-2,Ballotpedia active incumbent running district,UT-2,UT-2,active,Republican primary,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Utah,_2026",BLAKE D. MOORE,R,Blake Moore,Trump,Trump,Same party won president and House,-20.041896285426418,-28.932823244447093,-8.890926959020675,20.041896285426418,28.932823244447093,8.890926959020675,FALSE,FALSE,FALSE,0.843050040102506,0.843050040102506
"After redistricting, with Alabama change",CA,CA-40,CA-40,Ballotpedia active incumbent running district,CA-47,CA-40,active,Primary,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",YOUNG KIM,R,Young Kim,Trump,Trump,Same party won president and House,-2.320685346953061,-12.223464390873737,-9.902779043920676,2.320685346953061,12.223464390873737,9.902779043920676,FALSE,FALSE,FALSE,0.324571434594042,0.3248663225006758
"After redistricting, with Alabama change",TX,TX-29,TX-29,Ballotpedia active incumbent running district,TX-9,TX-29,active,General election,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Texas,_2026",SYLVIA R. GARCIA,D,Sylvia Garcia,Harris,Harris,Same party won president and House,20.403745857205248,30.42469624816414,10.020950390958891,20.403745857205248,30.42469624816414,10.020950390958891,FALSE,FALSE,FALSE,0.3715382398919408,0.3715382398919408
"After redistricting, with Alabama change",TX,TX-9,TX-18,Ballotpedia active incumbent running district,TX-18,TX-18,active,Democratic primary runoff,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Texas,_2026",AL GREEN,D,Al Green,Harris,Harris,Same party won president and House,44.10503547983152,54.89480190395617,10.78976642412465,44.10503547983152,54.89480190395617,10.78976642412465,FALSE,FALSE,FALSE,0.6451647811501369,0.6451647811501369
"After redistricting, with Alabama change",UT,UT-3,UT-4,Ballotpedia active incumbent running district,UT-3,UT-4,active,General election,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Utah,_2026",MIKE KENNEDY,R,Mike Kennedy,Trump,Trump,Same party won president and House,-19.31368106825875,-32.48704675990204,-13.173365691643294,19.31368106825875,32.48704675990204,13.173365691643294,FALSE,FALSE,FALSE,0.3880272012363309,0.3880272012363309
"After redistricting, with Alabama change",TX,TX-18,TX-18,Ballotpedia active incumbent running district,TX-29,TX-18,active,General election,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Texas,_2026",SYLVESTER TURNER,D,Christian Menefee,Harris,Harris,Same party won president and House,39.81128952160238,54.89480190395617,15.083512382353788,39.81128952160238,54.89480190395617,15.083512382353788,FALSE,FALSE,FALSE,0.2580865125484526,0.2580865125484526
"After redistricting, with Alabama change",LA,LA-2,LA-2,Ballotpedia active incumbent running district,LA-2,LA-2,active,Primary,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Louisiana,_2026",TROY A. CARTER,D,Troy Carter,Harris,Harris,Same party won president and House,31.381852917855518,47.71883770791056,16.33698479005504,31.381852917855518,47.71883770791056,16.33698479005504,FALSE,FALSE,FALSE,0.8094719160754126,0.8095428265193598
"After redistricting, with Alabama change",UT,UT-2,UT-3,Ballotpedia active incumbent running district,UT-1,UT-3,active,Republican primary,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Utah,_2026",CELESTE MALOY,R,Celeste Maloy,Trump,Trump,Same party won president and House,-20.32124249709787,-41.369963825575006,-21.048721328477136,20.32124249709787,41.369963825575006,21.048721328477136,FALSE,FALSE,FALSE,0.3194922631506876,0.3194922631506876
"After redistricting, with Alabama change",TX,TX-35,TX-37,Ballotpedia active incumbent running district,TX-35,TX-37,active,General election,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Texas,_2026",GREG CASAR,D,Greg Casar,Harris,Harris,Same party won president and House,33.64457605517655,56.22971285892634,22.58513680374979,33.64457605517655,56.22971285892634,22.58513680374979,FALSE,FALSE,FALSE,0.32216582549639045,0.32216582549639045
"After redistricting, with Alabama change",FL,FL-25,FL-20,Ballotpedia active incumbent running district,FL-22,FL-20,active,Democratic primary,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",DEBBIE WASSERMAN SCHULTZ,D,Debbie Wasserman Schultz,Harris,Harris,Same party won president and House,5.330060737637776,37.060233558696986,31.73017282105921,5.330060737637776,37.060233558696986,31.73017282105921,FALSE,FALSE,FALSE,0.0206156618189051,0.0206156618189051
"After redistricting, without Alabama change",NC,NC-1,NC-1,No Ballotpedia incumbent match; using population-matched successor,NC-1,NA,NA,NA,NA,DONALD G. DAVIS,D,Don Davis,Trump,Trump,Democrat won Trump district,-3.095565265140865,-11.587760438532309,-8.492195173391444,-3.095565265140865,-11.587760438532309,-8.492195173391444,TRUE,TRUE,TRUE,0.6356431129051725,0.6356422604607126
"After redistricting, without Alabama change",TX,TX-34,TX-34,Ballotpedia active incumbent running district,TX-34,TX-34,active,General election,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Texas,_2026",VICENTE GONZALEZ,D,Vicente Gonzalez,Trump,Trump,Democrat won Trump district,-4.430732250688862,-10.127150709765408,-5.696418459076546,-4.430732250688862,-10.127150709765408,-5.696418459076546,TRUE,TRUE,TRUE,0.6161395173581821,0.6161395173581821
"After redistricting, without Alabama change",OH,OH-9,OH-9,Ballotpedia active incumbent running district,OH-9,OH-9,active,General election,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Ohio,_2026",MARCY KAPTUR,D,Marcy Kaptur,Trump,Trump,Democrat won Trump district,-6.710452907316483,-10.579604816090718,-3.869151908774235,-6.710452907316483,-10.579604816090718,-3.869151908774235,TRUE,TRUE,TRUE,0.8971320697151138,0.8971320697151138
"After redistricting, without Alabama change",TX,TX-28,TX-28,Ballotpedia active incumbent running district,TX-28,TX-28,active,General election,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Texas,_2026",HENRY CUELLAR,D,Henry Cuellar,Trump,Trump,Democrat won Trump district,-7.2889208403227155,-10.367872809772422,-3.0789519694497063,-7.2889208403227155,-10.367872809772422,-3.0789519694497063,TRUE,TRUE,TRUE,0.5360886168865965,0.5360886168865965
"After redistricting, without Alabama change",CA,CA-13,CA-13,Ballotpedia active incumbent running district,CA-13,CA-13,active,Primary,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",ADAM GRAY,D,Adam Gray,Trump,Harris,Democrat won Trump district,-5.426898660414353,0.49385446921464154,5.920753129628994,-5.426898660414353,0.49385446921464154,5.920753129628994,FALSE,TRUE,FALSE,0.8001203012217605,0.8098886674890091
"After redistricting, without Alabama change",CA,CA-9,CA-9,Ballotpedia active incumbent running district,CA-9,CA-9,active,Primary,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",JOSH HARDER,D,Josh Harder,Trump,Harris,Democrat won Trump district,-1.7765091807608768,11.425964206566476,13.202473387327354,-1.7765091807608768,11.425964206566476,13.202473387327354,FALSE,TRUE,FALSE,0.7167391267261483,0.7163894066245978
"After redistricting, without Alabama change",TN,TN-9,TN-5,Ballotpedia status is did_not_make_ballot; using population-matched successor,TN-5,NA,did_not_make_ballot,Democratic primary,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Tennessee,_2026",STEVE COHEN,D,Steve Cohen,Harris,Trump,Same party won president and House,43.39703626264816,-23.07905421542871,-66.47609047807687,43.39703626264816,-23.07905421542871,-66.47609047807687,TRUE,FALSE,TRUE,0.3199144127073428,0.3199144127073428
"After redistricting, without Alabama change",LA,LA-6,LA-6,Ballotpedia active incumbent running district,LA-6,LA-6,active,Primary,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Louisiana,_2026",CLEO FIELDS,D,Cleo Fields,Harris,Trump,Same party won president and House,14.982988278647769,-31.829223408170776,-46.81221168681854,14.982988278647769,-31.829223408170776,-46.81221168681854,TRUE,FALSE,TRUE,0.2769311037823354,0.27691576396752215
"After redistricting, without Alabama change",MO,MO-5,MO-5,Ballotpedia active incumbent running district,MO-5,MO-5,active,Democratic primary,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Missouri,_2026",EMANUEL CLEAVER,D,Emanuel Cleaver,Harris,Trump,Same party won president and House,23.11720469280825,-18.3444430759618,-41.46164776877005,23.11720469280825,-18.3444430759618,-41.46164776877005,TRUE,FALSE,TRUE,0.42740107413396,0.42740107413396
