state,map_type,district,district_id,vap_total,black_vap,black_vap_share,black_vap_share_pct
TN,After redistricting,9,TN-9,580407,183802,0.31667777955813764,31.667777955813765
TN,Before redistricting,9,TN-9,583233,351812,0.6032100378407943,60.32100378407943
