map,state,district_id,harris_margin_pts,dem,rep,total
Before redistricting,PA,PA-17,5.503657874932177,NA,NA,NA
Before redistricting,RI,RI-1,22.15763429320932,NA,NA,NA
Before redistricting,RI,RI-2,6.786254200850506,NA,NA,NA
Before redistricting,SC,SC-1,-13.008999198239618,NA,NA,NA
Before redistricting,SC,SC-2,-13.912131032862051,NA,NA,NA
Before redistricting,SC,SC-3,-43.06491305360455,NA,NA,NA
Before redistricting,SC,SC-4,-23.575179980978884,NA,NA,NA
Before redistricting,SC,SC-5,-22.774986999201182,NA,NA,NA
Before redistricting,SC,SC-6,22.67589403423873,NA,NA,NA
Before redistricting,SC,SC-7,-26.343624928530595,NA,NA,NA
Before redistricting,SD,SD-AL,-29.19458549573116,NA,NA,NA
Before redistricting,TN,TN-1,-57.842343661195606,NA,NA,NA
Before redistricting,TN,TN-2,-33.85591903284383,NA,NA,NA
Before redistricting,TN,TN-3,-35.875521703993186,NA,NA,NA
Before redistricting,TN,TN-4,-43.57943043047202,NA,NA,NA
Before redistricting,TN,TN-5,-17.774620323579477,NA,NA,NA
Before redistricting,TN,TN-6,-35.20965426903193,NA,NA,NA
Before redistricting,TN,TN-7,-22.28815556689251,NA,NA,NA
Before redistricting,TN,TN-8,-41.13265839358214,NA,NA,NA
Before redistricting,TN,TN-9,43.39703626264816,NA,NA,NA
Before redistricting,TX,TX-1,-51.28456685982543,NA,NA,NA
Before redistricting,TX,TX-2,-23.781506785381996,NA,NA,NA
Before redistricting,TX,TX-3,-20.069555100285807,NA,NA,NA
Before redistricting,TX,TX-4,-32.58900040320701,NA,NA,NA
Before redistricting,TX,TX-5,-27.080254439266692,NA,NA,NA
Before redistricting,TX,TX-6,-28.53503184713376,NA,NA,NA
Before redistricting,TX,TX-7,20.769401207555532,NA,NA,NA
Before redistricting,TX,TX-8,-33.88044219538892,NA,NA,NA
Before redistricting,TX,TX-9,44.10503547983152,NA,NA,NA
Before redistricting,TX,TX-10,-24.83236897039663,NA,NA,NA
Before redistricting,TX,TX-11,-45.461794519775076,NA,NA,NA
Before redistricting,TX,TX-12,-22.60064699050946,NA,NA,NA
Before redistricting,TX,TX-13,-47.79049008187282,NA,NA,NA
Before redistricting,TX,TX-14,-34.053253870305596,NA,NA,NA
Before redistricting,TX,TX-15,-17.853350277666557,NA,NA,NA
Before redistricting,TX,TX-16,16.009290815551264,NA,NA,NA
Before redistricting,TX,TX-17,-29.237320406223816,NA,NA,NA
Before redistricting,TX,TX-18,39.81128952160238,NA,NA,NA
Before redistricting,TX,TX-19,-51.688917398808485,NA,NA,NA
Before redistricting,TX,TX-20,21.273862042326535,NA,NA,NA
Before redistricting,TX,TX-21,-23.64105738102853,NA,NA,NA
Before redistricting,TX,TX-22,-19.537012237092586,NA,NA,NA
Before redistricting,TX,TX-23,-15.53282930856012,NA,NA,NA
Before redistricting,TX,TX-24,-15.529015167228074,NA,NA,NA
Before redistricting,TX,TX-25,-36.33573416271075,NA,NA,NA
Before redistricting,TX,TX-26,-23.43707113413224,NA,NA,NA
Before redistricting,TX,TX-27,-29.667490569401856,NA,NA,NA
Before redistricting,TX,TX-28,-7.2889208403227155,NA,NA,NA
Before redistricting,TX,TX-29,20.403745857205248,NA,NA,NA
Before redistricting,TX,TX-30,46.97024445421982,NA,NA,NA
Before redistricting,TX,TX-31,-23.27022912062931,NA,NA,NA
Before redistricting,TX,TX-32,23.75164120190337,NA,NA,NA
