state,district,candidate,party,ballotpedia_status,election_phase,incumbent,source_url
Tennessee,District 9,Steve Cohen,Democratic Party,did_not_make_ballot,Democratic primary,TRUE,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Tennessee,_2026"
