state,district,district_number,candidate,party,ballotpedia_status,election_phase,incumbent,candidate_connection,candidate_url,source_url,raw_candidate_text,source_table_index,source_table_columns,section_note
California,District 6,6,Michael Stansfield,Republican Party,active,Primary,False,False,https://ballotpedia.org/Michael_Stansfield_(California),"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",Michael Stansfield (Republican Party),,,
California,District 6,6,Tyler Vandenberg,Democratic Party,active,Primary,False,True,https://ballotpedia.org/Tyler_Vandenberg,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",Tyler Vandenberg (Democratic Party),,,
California,District 6,6,Christine Bish,,did_not_make_ballot,Primary,False,True,https://ballotpedia.org/Christine_Bish,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",Christine Bish,,,
California,District 6,6,Craig DeLuz,,did_not_make_ballot,Primary,False,False,https://ballotpedia.org/Craig_DeLuz,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",Craig DeLuz,,,
California,District 6,6,Kindra Pring,,did_not_make_ballot,Primary,False,False,https://ballotpedia.org/Kindra_Pring,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",Kindra Pring,,,
California,District 7,7,Doris Matsui,Democratic Party,active,Primary,True,False,https://ballotpedia.org/Doris_Matsui,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",Doris Matsui (Incumbent) (Democratic Party),,,
California,District 7,7,Robert Morin,Democratic Party,active,Primary,False,False,https://ballotpedia.org/Robert_Morin_(California),"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",Robert Morin (Democratic Party),,,
California,District 7,7,Enayat Nazhat,Democratic Party,active,Primary,False,False,https://ballotpedia.org/Enayat_Nazhat,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",Enayat Nazhat (Democratic Party),,,
California,District 7,7,Ralph Nwobi,Republican Party,active,Primary,False,False,https://ballotpedia.org/Ralph_Nwobi,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",Ralph Nwobi (Republican Party),,,
California,District 7,7,Mai Vang,Democratic Party,active,Primary,False,False,https://ballotpedia.org/Mai_Vang_(California),"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",Mai Vang (Democratic Party),,,
California,District 7,7,Zachariah Wooden,Republican Party,active,Primary,False,False,https://ballotpedia.org/Zachariah_Wooden,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",Zachariah Wooden (Republican Party),,,
California,District 7,7,Erica Lee,,did_not_make_ballot,Primary,False,True,https://ballotpedia.org/Erica_Lee,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",Erica Lee,,,
California,District 7,7,Kathryn Ming,,did_not_make_ballot,Primary,False,False,https://ballotpedia.org/Kathryn_Ming,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",Kathryn Ming,,,
California,District 8,8,John Garamendi,Democratic Party,active,Primary,True,False,https://ballotpedia.org/John_Garamendi,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",John Garamendi (Incumbent) (Democratic Party),,,
California,District 8,8,Nicolas Carjuzaa,Democratic Party,active,Primary,False,True,https://ballotpedia.org/Nicolas_Carjuzaa,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",Nicolas Carjuzaa (Democratic Party),,,
California,District 8,8,Rudy Recile,Republican Party,active,Primary,False,False,https://ballotpedia.org/Rudy_Recile,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",Rudy Recile (Republican Party),,,
California,District 8,8,Aaron Rowden,Democratic Party,active,Primary,False,False,https://ballotpedia.org/Aaron_Rowden_(California),"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",Aaron Rowden (Democratic Party),,,
California,District 8,8,Mandy Ghusar,,did_not_make_ballot,Primary,False,False,https://ballotpedia.org/Mandy_Ghusar,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",Mandy Ghusar,,,
California,District 8,8,Harinder Lamba,,did_not_make_ballot,Primary,False,False,https://ballotpedia.org/Harinder_Lamba,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",Harinder Lamba,,,
California,District 9,9,Josh Harder,Democratic Party,active,Primary,True,False,https://ballotpedia.org/Josh_Harder,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",Josh Harder (Incumbent) (Democratic Party),,,
California,District 9,9,Khalid Jeffrey Jafri,Republican Party,active,Primary,False,False,https://ballotpedia.org/Khalid_Jeffrey_Jafri,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",Khalid Jeffrey Jafri (Republican Party),,,
California,District 9,9,John McBride,Republican Party,active,Primary,False,True,https://ballotpedia.org/John_McBride_(California),"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",John McBride (Republican Party),,,
California,District 9,9,Parminder Singh,Republican Party,active,Primary,False,False,https://ballotpedia.org/Parminder_Singh,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",Parminder Singh (Republican Party),,,
California,District 9,9,Martin Veprauskas,Republican Party,active,Primary,False,False,https://ballotpedia.org/Martin_Veprauskas,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",Martin Veprauskas (Republican Party),,,
California,District 9,9,Jim Shoemaker,,did_not_make_ballot,Primary,False,False,https://ballotpedia.org/Jim_Shoemaker,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",Jim Shoemaker,,,
California,District 10,10,Mark DeSaulnier,Democratic Party,active,Primary,True,False,https://ballotpedia.org/Mark_DeSaulnier,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",Mark DeSaulnier (Incumbent) (Democratic Party),,,
California,District 10,10,Jeffrey Frese,Republican Party,active,Primary,False,False,https://ballotpedia.org/Jeffrey_Frese,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",Jeffrey Frese (Republican Party),,,
California,District 10,10,Angela Griffiths,Republican Party,active,Primary,False,True,https://ballotpedia.org/Angela_Griffiths,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",Angela Griffiths (Republican Party),,,
California,District 10,10,Josh Hamilton,Democratic Party,active,Primary,False,True,https://ballotpedia.org/Josh_Hamilton_(California),"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",Josh Hamilton (Democratic Party),,,
California,District 10,10,Mitchell Maisler,Democratic Party,active,Primary,False,True,https://ballotpedia.org/Mitchell_Maisler,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",Mitchell Maisler (Democratic Party),,,
California,District 10,10,Katherine Piccinini,Republican Party,active,Primary,False,False,https://ballotpedia.org/Katherine_Piccinini,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",Katherine Piccinini (Republican Party),,,
California,District 10,10,Bob Rowland,Democratic Party,active,Primary,False,False,https://ballotpedia.org/Bob_Rowland_(California),"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",Bob Rowland (Democratic Party),,,
California,District 11,11,John Buffler,Democratic Party,active,Primary,False,False,https://ballotpedia.org/John_Buffler,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",John Buffler (Democratic Party),,,
California,District 11,11,Saikat Chakrabarti,Democratic Party,active,Primary,False,True,https://ballotpedia.org/Saikat_Chakrabarti,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",Saikat Chakrabarti (Democratic Party),,,
California,District 11,11,Connie Chan,Democratic Party,active,Primary,False,True,https://ballotpedia.org/Connie_Chan,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",Connie Chan (Democratic Party),,,
California,District 11,11,Nathan Deer,,active,Primary,False,True,https://ballotpedia.org/Nathan_Deer,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",Nathan Deer (No party preference),,,
California,District 11,11,Keith Freedman,Democratic Party,active,Primary,False,False,https://ballotpedia.org/Keith_Freedman,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",Keith Freedman (Democratic Party),,,
California,District 11,11,David Ganezer,Republican Party,active,Primary,False,True,https://ballotpedia.org/David_Ganezer,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",David Ganezer (Republican Party),,,
California,District 11,11,Omed Hamid,Democratic Party,active,Primary,False,True,https://ballotpedia.org/Omed_Hamid,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",Omed Hamid (Democratic Party),,,
California,District 11,11,Gregory Haynes,Democratic Party,active,Primary,False,False,https://ballotpedia.org/Gregory_Haynes_(California),"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",Gregory Haynes (Democratic Party),,,
California,District 11,11,Marie Hurabiell,Democratic Party,active,Primary,False,False,https://ballotpedia.org/Marie_Hurabiell,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",Marie Hurabiell (Democratic Party),,,
California,District 11,11,Scott Wiener,Democratic Party,active,Primary,False,False,https://ballotpedia.org/Scott_Wiener,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",Scott Wiener (Democratic Party),,,
California,District 11,11,Jingchao Xiong,Republican Party,active,Primary,False,True,https://ballotpedia.org/Jingchao_Xiong,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",Jingchao Xiong (Republican Party),,,
California,District 11,11,Michael Petrelis,Green Party,active,Primary,False,False,https://ballotpedia.org/Michael_Petrelis,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",Michael Petrelis (Green Party) (Write-in),,,
California,District 11,11,Nancy Pelosi,,did_not_make_ballot,Primary,True,False,https://ballotpedia.org/Nancy_Pelosi,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",Nancy Pelosi (Incumbent),,,
California,District 11,11,Cole Bettles,,did_not_make_ballot,Primary,False,False,https://ballotpedia.org/Cole_Bettles,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",Cole Bettles,,,
California,District 11,11,Darren Helton,,did_not_make_ballot,Primary,False,True,https://ballotpedia.org/Darren_Helton,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",Darren Helton,,,
California,District 11,11,Daniel Wheeler,,did_not_make_ballot,Primary,False,False,https://ballotpedia.org/Daniel_Wheeler,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",Daniel Wheeler,,,
California,District 12,12,Lateefah Simon,Democratic Party,active,Primary,True,False,https://ballotpedia.org/Lateefah_Simon,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",Lateefah Simon (Incumbent) (Democratic Party),,,
California,District 12,12,Jamie Joyce,Democratic Party,active,Primary,False,True,https://ballotpedia.org/Jamie_Joyce,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",Jamie Joyce (Democratic Party),,,
California,District 12,12,Stephen Slauson,Republican Party,active,Primary,False,False,https://ballotpedia.org/Stephen_Slauson,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",Stephen Slauson (Republican Party) (Write-in),,,
California,District 12,12,Heath Fulkerson,,did_not_make_ballot,Primary,False,False,https://ballotpedia.org/Heath_Fulkerson,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",Heath Fulkerson,,,
California,District 13,13,Adam Gray,Democratic Party,active,Primary,True,False,https://ballotpedia.org/Adam_Gray,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",Adam Gray (Incumbent) (Democratic Party),,,
California,District 13,13,Daniel Garibay Rodriguez,Democratic Party,active,Primary,False,True,https://ballotpedia.org/Daniel_Garibay_Rodriguez,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",Daniel Garibay Rodriguez (Democratic Party),,,
California,District 13,13,Vin Kruttiventi,Republican Party,active,Primary,False,False,https://ballotpedia.org/Vin_Kruttiventi,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",Vin Kruttiventi (Republican Party),,,
California,District 13,13,Kevin Lincoln II,Republican Party,active,Primary,False,False,https://ballotpedia.org/Kevin_Lincoln_II,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",Kevin Lincoln II (Republican Party),,,
California,District 13,13,Alberto Escobedo,,did_not_make_ballot,Primary,False,False,https://ballotpedia.org/Alberto_Escobedo,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",Alberto Escobedo,,,
California,District 13,13,Javier Lopez,,did_not_make_ballot,Primary,False,True,https://ballotpedia.org/Javier_Lopez_(California),"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",Javier Lopez,,,
California,District 13,13,Angelina Sigala,,did_not_make_ballot,Primary,False,True,https://ballotpedia.org/Angelina_Sigala,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",Angelina Sigala,,,
California,District 14,14,Victor Aguilar,Democratic Party,active,Primary,False,False,https://ballotpedia.org/Victor_Aguilar,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",Victor Aguilar (Democratic Party),,,
California,District 14,14,Suzanne Chenault,,active,Primary,False,True,https://ballotpedia.org/Suzanne_Chenault,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",Suzanne Chenault (No party preference),,,
California,District 14,14,Carin Elam,Democratic Party,active,Primary,False,True,https://ballotpedia.org/Carin_Elam,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",Carin Elam (Democratic Party),,,
California,District 14,14,Melissa Hernandez,Democratic Party,active,Primary,False,False,https://ballotpedia.org/Melissa_Hernandez,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",Melissa Hernandez (Democratic Party),,,
California,District 14,14,Wendy Huang,Republican Party,active,Primary,False,True,https://ballotpedia.org/Wendy_Huang,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",Wendy Huang (Republican Party),,,
California,District 14,14,Rakhi Israni,Democratic Party,active,Primary,False,True,https://ballotpedia.org/Rakhi_Israni,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",Rakhi Israni (Democratic Party),,,
California,District 14,14,Dena Maldonado,Republican Party,active,Primary,False,False,https://ballotpedia.org/Dena_Maldonado,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",Dena Maldonado (Republican Party),,,
California,District 14,14,Matt Ortega,Democratic Party,active,Primary,False,True,https://ballotpedia.org/Matt_Ortega,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",Matt Ortega (Democratic Party),,,
California,District 14,14,Aisha Wahab,Democratic Party,active,Primary,False,True,https://ballotpedia.org/Aisha_Wahab,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",Aisha Wahab (Democratic Party),,,
California,District 14,14,Abrar Qadir,,did_not_make_ballot,Primary,False,False,https://ballotpedia.org/Abrar_Qadir,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",Abrar Qadir,,,
California,District 14,14,Eric Swalwell,,did_not_make_ballot,Primary,False,False,https://ballotpedia.org/Eric_Swalwell,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",Eric Swalwell,,,
California,District 15,15,Kevin Mullin,Democratic Party,active,Primary,True,False,https://ballotpedia.org/Kevin_Mullin_(California),"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",Kevin Mullin (Incumbent) (Democratic Party),,,
California,District 15,15,Anthony Dang,Democratic Party,active,Primary,False,True,https://ballotpedia.org/Anthony_Dang,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",Anthony Dang (Democratic Party),,,
California,District 15,15,Jim Garrity,,active,Primary,False,True,https://ballotpedia.org/Jim_Garrity,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",Jim Garrity (No party preference),,,
California,District 15,15,Charles Hoelter,Republican Party,active,Primary,False,True,https://ballotpedia.org/Charles_Hoelter,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",Charles Hoelter (Republican Party),,,
California,District 15,15,Mantosh Kumar,Democratic Party,active,Primary,False,True,https://ballotpedia.org/Mantosh_Kumar,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",Mantosh Kumar (Democratic Party),,,
California,District 15,15,Brian Tetrud,,did_not_make_ballot,Primary,False,True,https://ballotpedia.org/Brian_Tetrud,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",Brian Tetrud,,,
California,District 16,16,Sam Liccardo,Democratic Party,active,Primary,True,False,https://ballotpedia.org/Sam_Liccardo,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",Sam Liccardo (Incumbent) (Democratic Party),,,
California,District 16,16,Kevin Johnson,Republican Party,active,Primary,False,False,https://ballotpedia.org/Kevin_Johnson_(California_congressional_candidate),"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",Kevin Johnson (Republican Party),,,
California,District 16,16,Peter Soule,Republican Party,active,Primary,False,True,https://ballotpedia.org/Peter_Soule,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",Peter Soule (Republican Party),,,
California,District 16,16,Jotham Stein,,active,Primary,False,True,https://ballotpedia.org/Jotham_Stein,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",Jotham Stein (No party preference),,,
California,District 17,17,Ro Khanna,Democratic Party,active,Primary,True,False,https://ballotpedia.org/Ro_Khanna,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",Ro Khanna (Incumbent) (Democratic Party),,,
California,District 17,17,Ethan Agarwal,Democratic Party,active,Primary,False,True,https://ballotpedia.org/Ethan_Agarwal,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",Ethan Agarwal (Democratic Party),,,
California,District 17,17,Joe Dehn,Libertarian Party,active,Primary,False,False,https://ballotpedia.org/Joe_Dehn,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",Joe Dehn (Libertarian Party),,,
California,District 17,17,Jennie Ha Phan,Republican Party,active,Primary,False,True,https://ballotpedia.org/Jennie_Ha_Phan,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",Jennie Ha Phan (Republican Party),,,
California,District 17,17,Mike Katz,Democratic Party,active,Primary,False,True,https://ballotpedia.org/Mike_Katz,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",Mike Katz (Democratic Party),,,
California,District 17,17,Ritesh Tandon,Republican Party,active,Primary,False,True,https://ballotpedia.org/Ritesh_Tandon,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",Ritesh Tandon (Republican Party),,,
California,District 17,17,Nicholas Finan,,did_not_make_ballot,Primary,False,False,https://ballotpedia.org/Nicholas_Finan,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",Nicholas Finan,,,
California,District 18,18,Zoe Lofgren,Democratic Party,active,Primary,True,False,https://ballotpedia.org/Zoe_Lofgren,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",Zoe Lofgren (Incumbent) (Democratic Party),,,
California,District 18,18,Luis Acevedo-Arreguin,Democratic Party,active,Primary,False,False,https://ballotpedia.org/Luis_Acevedo-Arreguin,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",Luis Acevedo-Arreguin (Democratic Party),,,
California,District 18,18,Chris Demers,,active,Primary,False,True,https://ballotpedia.org/Chris_Demers_(California),"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",Chris Demers (No party preference),,,
California,District 18,18,Shane Lewis,Republican Party,active,Primary,False,True,https://ballotpedia.org/Shane_Lewis,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",Shane Lewis (Republican Party),,,
California,District 18,18,Zakaria Kortam,,did_not_make_ballot,Primary,False,True,https://ballotpedia.org/Zakaria_Kortam,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",Zakaria Kortam,,,
California,District 19,19,Jimmy Panetta,Democratic Party,active,Primary,True,False,https://ballotpedia.org/Jimmy_Panetta,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",Jimmy Panetta (Incumbent) (Democratic Party),,,
California,District 19,19,Ana Luz Acevedo-Cabrera,,active,Primary,False,False,https://ballotpedia.org/Ana_Luz_Acevedo-Cabrera,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",Ana Luz Acevedo-Cabrera (No party preference),,,
California,District 19,19,Thomas Coxe,,active,Primary,False,False,https://ballotpedia.org/Thomas_Coxe,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",Thomas Coxe (No party preference),,,
California,District 19,19,Sean Dougherty,Democratic Party,active,Primary,False,True,https://ballotpedia.org/Sean_Dougherty_(California),"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",Sean Dougherty (Democratic Party),,,
California,District 19,19,Tuka Gafari,Republican Party,active,Primary,False,False,https://ballotpedia.org/Tuka_Gafari,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",Tuka Gafari (Republican Party),,,
California,District 19,19,Lars Mapstead,Libertarian Party,active,Primary,False,False,https://ballotpedia.org/Lars_Mapstead,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",Lars Mapstead (Libertarian Party),,,
California,District 19,19,Peter Verbica,Republican Party,active,Primary,False,True,https://ballotpedia.org/Peter_Verbica,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",Peter Verbica (Republican Party),,,
California,District 19,19,Hannah James,,did_not_make_ballot,Primary,False,False,https://ballotpedia.org/Hannah_James,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",Hannah James,,,
California,District 20,20,Vince Fong,Republican Party,active,Primary,True,False,https://ballotpedia.org/Vince_Fong,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",Vince Fong (Incumbent) (Republican Party),,,
California,District 20,20,Ben Dewell,,active,Primary,False,True,https://ballotpedia.org/Ben_Dewell,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",Ben Dewell (No party preference),,,
California,District 20,20,Jeremy Fox,,active,Primary,False,True,https://ballotpedia.org/Jeremy_Fox,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",Jeremy Fox (No party preference),,,
California,District 20,20,Sandra Van Scotter,Democratic Party,active,Primary,False,True,https://ballotpedia.org/Sandra_Van_Scotter,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",Sandra Van Scotter (Democratic Party),,,
California,District 20,20,Patrick Robb,,did_not_make_ballot,Primary,False,False,https://ballotpedia.org/Patrick_Robb_(California),"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",Patrick Robb,,,
California,District 20,20,Carol Kristina Roper,,did_not_make_ballot,Primary,False,False,https://ballotpedia.org/Kristina_Roper,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",Carol Kristina Roper,,,
California,District 21,21,Jim Costa,Democratic Party,active,Primary,True,False,https://ballotpedia.org/Jim_Costa,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",Jim Costa (Incumbent) (Democratic Party),,,
California,District 21,21,Eric Garcia,Democratic Party,active,Primary,False,False,https://ballotpedia.org/Eric_Garcia,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",Eric Garcia (Democratic Party),,,
California,District 21,21,Lourin Hubbard,Democratic Party,active,Primary,False,False,https://ballotpedia.org/Lourin_Hubbard,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",Lourin Hubbard (Democratic Party),,,
California,District 21,21,Kyle Kirkland,Republican Party,active,Primary,False,False,https://ballotpedia.org/Kyle_Kirkland,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",Kyle Kirkland (Republican Party),,,
California,District 21,21,Lance Kruse,,active,Primary,False,True,https://ballotpedia.org/Lance_Kruse,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",Lance Kruse (No party preference),,,
California,District 21,21,Lorenzo Rios,Republican Party,active,Primary,False,True,https://ballotpedia.org/Lorenzo_Rios,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",Lorenzo Rios (Republican Party),,,
California,District 22,22,David G. Valadao,Republican Party,active,Primary,True,False,https://ballotpedia.org/David_Valadao,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",David G. Valadao (Incumbent) (Republican Party),,,
California,District 22,22,Jasmeet Bains,Democratic Party,active,Primary,False,False,https://ballotpedia.org/Jasmeet_Bains,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",Jasmeet Bains (Democratic Party),,,
California,District 22,22,Randy Villegas,Democratic Party,active,Primary,False,True,https://ballotpedia.org/Randy_Villegas_(California),"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",Randy Villegas (Democratic Party),,,
California,District 22,22,Eric Garcia,,did_not_make_ballot,Primary,False,False,https://ballotpedia.org/Eric_Garcia,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",Eric Garcia,,,
California,District 22,22,Rudy Salas,,did_not_make_ballot,Primary,False,False,https://ballotpedia.org/Rudy_Salas,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",Rudy Salas,,,
California,District 23,23,Jay Obernolte,Republican Party,active,Primary,True,False,https://ballotpedia.org/Jay_Obernolte,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",Jay Obernolte (Incumbent) (Republican Party),,,
California,District 23,23,Tessa Lynn Hodge,Democratic Party,active,Primary,False,True,https://ballotpedia.org/Tessa_Lynn_Hodge,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",Tessa Lynn Hodge (Democratic Party),,,
California,District 23,23,Karen Matthews,,active,Primary,False,True,https://ballotpedia.org/Karen_Matthews,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",Karen Matthews (No party preference),,,
California,District 23,23,Karsten Nicholson,Democratic Party,active,Primary,False,False,https://ballotpedia.org/Karsten_Nicholson,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",Karsten Nicholson (Democratic Party),,,
California,District 23,23,Eli Owens,,active,Primary,False,False,https://ballotpedia.org/Eli_Owens,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",Eli Owens (No party preference),,,
California,District 23,23,Pat Wallis,Democratic Party,active,Primary,False,True,https://ballotpedia.org/Pat_Wallis,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",Pat Wallis (Democratic Party),,,
California,District 23,23,Renee Longshore,Democratic Party,active,Primary,False,False,https://ballotpedia.org/Renee_Longshore,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",Renee Longshore (Democratic Party) (Write-in),,,
California,District 23,23,Robert Riter,Republican Party,active,Primary,False,True,https://ballotpedia.org/Robert_Riter,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",Robert Riter (Republican Party) (Write-in),,,
California,District 23,23,Edwin Alonzo,,did_not_make_ballot,Primary,False,True,https://ballotpedia.org/Edwin_Alonzo,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",Edwin Alonzo,,,
California,District 23,23,Paul Chakalian,,did_not_make_ballot,Primary,False,True,https://ballotpedia.org/Paul_Chakalian,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",Paul Chakalian,,,
