state,district,district_number,candidate,party,ballotpedia_status,election_phase,incumbent,candidate_connection,candidate_url,source_url,raw_candidate_text,source_table_index,source_table_columns,section_note
Florida,District 2,2,Nicholas Zateslo,Democratic Party,active,Democratic primary,False,True,https://ballotpedia.org/Nicholas_Zateslo,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Nicholas Zateslo,,,
Florida,District 2,2,Keith Gross,Republican Party,active,Republican primary,False,False,https://ballotpedia.org/Keith_Gross,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Keith Gross,,,
Florida,District 2,2,George Hensarling,Republican Party,active,Republican primary,False,False,https://ballotpedia.org/George_Hensarling,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",George Hensarling,,,
Florida,District 2,2,Lee Jones,Republican Party,active,Republican primary,False,False,https://ballotpedia.org/Lee_Jones_(Florida),"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Lee Jones,,,
Florida,District 2,2,Nicholas Lewis,Republican Party,active,Republican primary,False,True,https://ballotpedia.org/Nicholas_Lewis,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Nicholas Lewis,,,
Florida,District 2,2,Nick Lewis,Republican Party,active,Republican primary,False,False,https://ballotpedia.org/Nick_Lewis,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Nick Lewis,,,
Florida,District 2,2,Luke Murphy,Republican Party,active,Republican primary,False,False,https://ballotpedia.org/Luke_Murphy,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Luke Murphy,,,
Florida,District 2,2,Jim Norton,Republican Party,active,Republican primary,False,False,https://ballotpedia.org/Jim_Norton,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Jim Norton,,,
Florida,District 2,2,Evan Power,Republican Party,active,Republican primary,False,False,https://ballotpedia.org/Evan_Power,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Evan Power,,,
Florida,District 2,2,Austin Rogers,Republican Party,active,Republican primary,False,False,https://ballotpedia.org/Austin_Rogers_(Florida),"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Austin Rogers,,,
Florida,District 2,2,Audie Rowell,Republican Party,active,Republican primary,False,False,https://ballotpedia.org/Audie_Rowell,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Audie Rowell,,,
Florida,District 2,2,Neal Dunn,Republican Party,did_not_make_ballot,Republican primary,True,False,https://ballotpedia.org/Neal_Dunn,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Neal Dunn (Incumbent),,,
Florida,District 3,3,Anthony Stebbins,Libertarian Party,active,General election,False,True,https://ballotpedia.org/Anthony_Stebbins,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Anthony Stebbins (Libertarian Party),,,
Florida,District 3,3,Mike Klein,,active,General election,False,False,https://ballotpedia.org/Mike_Klein_(Florida),"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Mike Klein (No Party Affiliation),,,
Florida,District 3,3,Angela Wiman,Unaffiliated,active,General election,False,False,https://ballotpedia.org/Angela_Wiman,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Angela Wiman (Unaffiliated),,,
Florida,District 3,3,Rock Aboujaoude Jr.,Democratic Party,active,Democratic primary,False,False,https://ballotpedia.org/Rock_Aboujaoude_Jr.,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Rock Aboujaoude Jr.,,,
Florida,District 3,3,Troy Albers,Democratic Party,active,Democratic primary,False,False,https://ballotpedia.org/Troy_Albers,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Troy Albers,,,
Florida,District 3,3,Seth Harp,Democratic Party,active,Democratic primary,False,True,https://ballotpedia.org/Seth_Harp_(Florida),"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Seth Harp,,,
Florida,District 3,3,George Hubac,Democratic Party,active,Democratic primary,False,False,https://ballotpedia.org/George_Hubac,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",George Hubac,,,
Florida,District 3,3,Tom Wells,Democratic Party,active,Democratic primary,False,False,https://ballotpedia.org/Tom_Wells,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Tom Wells,,,
Florida,District 3,3,Kat Cammack,Republican Party,active,Republican primary,True,False,https://ballotpedia.org/Kat_Cammack,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Kat Cammack (Incumbent),,,
Florida,District 4,4,Ronald Sherard,,active,General election,False,False,https://ballotpedia.org/Ronald_Sherard,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Ronald Sherard (No Party Affiliation),,,
Florida,District 4,4,Todd Schaefer,Unaffiliated,active,General election,False,True,https://ballotpedia.org/Todd_Schaefer_(Florida),"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Todd Schaefer (Unaffiliated),,,
Florida,District 4,4,LaShonda Holloway,Democratic Party,active,Democratic primary,False,False,https://ballotpedia.org/L.J._Holloway,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",LaShonda Holloway,,,
Florida,District 4,4,Michael Kirwan,Democratic Party,active,Democratic primary,False,True,https://ballotpedia.org/Michael_Kirwan,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Michael Kirwan,,,
Florida,District 4,4,Ricky Knoles,Democratic Party,active,Democratic primary,False,True,https://ballotpedia.org/Ricky_Knoles,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Ricky Knoles,,,
Florida,District 4,4,Brittney Robinson,Democratic Party,active,Democratic primary,False,False,https://ballotpedia.org/Brittney_Robinson,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Brittney Robinson,,,
Florida,District 4,4,Aaron Bean,Republican Party,active,Republican primary,True,False,https://ballotpedia.org/Aaron_Bean,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Aaron Bean (Incumbent),,,
Florida,District 4,4,Anthony Valerio,Republican Party,active,Republican primary,False,False,https://ballotpedia.org/Anthony_Valerio,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Anthony Valerio,,,
Florida,District 5,5,Rachel Grage,Democratic Party,active,Democratic primary,False,True,https://ballotpedia.org/Rachel_Grage,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Rachel Grage,,,
Florida,District 5,5,Alexander Hazen,Democratic Party,active,Democratic primary,False,False,https://ballotpedia.org/Alexander_Hazen,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Alexander Hazen,,,
Florida,District 5,5,Mark Heggestad,Democratic Party,active,Democratic primary,False,True,https://ballotpedia.org/Mark_Heggestad,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Mark Heggestad,,,
Florida,District 5,5,Eli Johnson,Democratic Party,active,Democratic primary,False,False,https://ballotpedia.org/Eli_Johnson_(Florida),"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Eli Johnson,,,
Florida,District 5,5,Wyatt Clark,Democratic Party,did_not_make_ballot,Democratic primary,False,True,https://ballotpedia.org/Wyatt_Clark,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Wyatt Clark,,,
Florida,District 5,5,John Rutherford,Republican Party,active,Republican primary,True,False,https://ballotpedia.org/John_Rutherford_(Florida),"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",John Rutherford (Incumbent),,,
Florida,District 5,5,Mark Kaye,Republican Party,active,Republican primary,False,False,https://ballotpedia.org/Mark_Kaye,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Mark Kaye,,,
Florida,District 5,5,Donald Muirheid,Republican Party,active,Republican primary,False,False,https://ballotpedia.org/Donald_Muirheid,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Donald Muirheid,,,
Florida,District 6,6,Christopher Manuel Alcantara,,active,General election,False,False,https://ballotpedia.org/Christopher_Manuel_Alcantara,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Christopher Manuel Alcantara (No Party Affiliation),,,
Florida,District 6,6,Alec Pavlik,,active,General election,False,True,https://ballotpedia.org/Alec_Pavlik,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Alec Pavlik (No Party Affiliation) (Write-in),,,
Florida,District 6,6,Purvi Bangdiwala,,did_not_make_ballot,General election,False,False,https://ballotpedia.org/Purvi_Bangdiwala,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Purvi Bangdiwala (No Party Affiliation),,,
Florida,District 6,6,Robert Cooper II,Democratic Party,active,Democratic primary,False,True,https://ballotpedia.org/Robert_Cooper_II,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Robert Cooper II,,,
Florida,District 6,6,Steve Morgan,Democratic Party,active,Democratic primary,False,True,https://ballotpedia.org/Steve_Morgan_(Florida),"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Steve Morgan,,,
Florida,District 6,6,Ronnie Murchinson-Rivera,Democratic Party,active,Democratic primary,False,True,https://ballotpedia.org/Ronnie_Murchinson-Rivera,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Ronnie Murchinson-Rivera,,,
Florida,District 6,6,James Stockton,Democratic Party,active,Democratic primary,False,False,https://ballotpedia.org/James_Stockton,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",James Stockton,,,
Florida,District 6,6,Eric Yonce,Democratic Party,active,Democratic primary,False,True,https://ballotpedia.org/Eric_Yonce,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Eric Yonce,,,
Florida,District 6,6,Randy Fine,Republican Party,active,Republican primary,True,False,https://ballotpedia.org/Randy_Fine,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Randy Fine (Incumbent),,,
Florida,District 6,6,Ernest Audino,Republican Party,active,Republican primary,False,False,https://ballotpedia.org/Ernest_Audino,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Ernest Audino,,,
Florida,District 6,6,Aaron Baker,Republican Party,active,Republican primary,False,False,https://ballotpedia.org/Aaron_Baker_(Florida),"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Aaron Baker,,,
Florida,District 6,6,Daniel Bilzerian,Republican Party,active,Republican primary,False,False,https://ballotpedia.org/Daniel_Bilzerian,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Daniel Bilzerian,,,
Florida,District 6,6,Charles Gambaro,Republican Party,active,Republican primary,False,True,https://ballotpedia.org/Charles_Gambaro,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Charles Gambaro,,,
Florida,District 6,6,Joshua Vasquez,Republican Party,active,Republican primary,False,True,https://ballotpedia.org/Joshua_Vasquez,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Joshua Vasquez,,,
Florida,District 6,6,Alexandra van Cleef,Republican Party,active,Republican primary,False,False,https://ballotpedia.org/Alexandra_van_Cleef,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Alexandra van Cleef,,,
Florida,District 6,6,Will Furry,Republican Party,did_not_make_ballot,Republican primary,False,False,https://ballotpedia.org/Will_Furry_(Florida),"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Will Furry,,,
Florida,District 6,6,Amr Metwally,Minor Party,active,Minor primary,False,False,https://ballotpedia.org/Amr_Metwally,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Amr Metwally,,,
Florida,District 7,7,Jennifer Adams,Democratic Party,active,Democratic primary,False,False,https://ballotpedia.org/Jennifer_Adams_(Florida),"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Jennifer Adams,,,
Florida,District 7,7,George Bock,Democratic Party,active,Democratic primary,False,False,https://ballotpedia.org/George_Bock,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",George Bock,,,
Florida,District 7,7,Bale Dalton,Democratic Party,active,Democratic primary,False,False,https://ballotpedia.org/Bale_Dalton,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Bale Dalton,,,
Florida,District 7,7,Benjamin Ewers,Democratic Party,active,Democratic primary,False,False,https://ballotpedia.org/Benjamin_Ewers,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Benjamin Ewers,,,
Florida,District 7,7,Marialana Kinter,Democratic Party,active,Democratic primary,False,True,https://ballotpedia.org/Marialana_Kinter,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Marialana Kinter,,,
Florida,District 7,7,Noah Widmann,Democratic Party,active,Democratic primary,False,True,https://ballotpedia.org/Noah_Widmann,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Noah Widmann,,,
Florida,District 7,7,Cory Mills,Republican Party,active,Republican primary,True,False,https://ballotpedia.org/Cory_Mills,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Cory Mills (Incumbent),,,
Florida,District 7,7,Ryan Elijah,Republican Party,active,Republican primary,False,False,https://ballotpedia.org/Ryan_Elijah,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Ryan Elijah,,,
Florida,District 7,7,Michael Johnson,Republican Party,active,Republican primary,False,False,https://ballotpedia.org/Michael_Johnson_(Florida),"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Michael Johnson,,,
Florida,District 7,7,Sarah Ulrich,Republican Party,active,Republican primary,False,True,https://ballotpedia.org/Sarah_Ulrich,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Sarah Ulrich,,,
Florida,District 7,7,Mike Wilnau,Republican Party,did_not_make_ballot,Republican primary,False,False,https://ballotpedia.org/Mike_Wilnau,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Mike Wilnau,,,
Florida,District 8,8,Lacey Villareal,Independent,active,General election,False,True,https://ballotpedia.org/Lacey_Villareal,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Lacey Villareal (Independent),,,
Florida,District 8,8,Paul Dellinger,Democratic Party,active,Democratic primary,False,True,https://ballotpedia.org/Paul_Dellinger,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Paul Dellinger,,,
Florida,District 8,8,Jennifer Jenkins,Democratic Party,active,Democratic primary,False,False,https://ballotpedia.org/Jennifer_Jenkins,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Jennifer Jenkins,,,
Florida,District 8,8,Colby Shock,Democratic Party,active,Democratic primary,False,True,https://ballotpedia.org/Colby_Shock,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Colby Shock,,,
Florida,District 8,8,Mike Haridopolos,Republican Party,active,Republican primary,True,False,https://ballotpedia.org/Mike_Haridopolos,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Mike Haridopolos (Incumbent),,,
Florida,District 9,9,Darren Soto,Democratic Party,active,Democratic primary,True,False,https://ballotpedia.org/Darren_Soto,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Darren Soto (Incumbent),,,
Florida,District 9,9,Marcus Carter,Republican Party,active,Republican primary,False,True,https://ballotpedia.org/Marcus_Carter,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Marcus Carter,,,
Florida,District 9,9,Thomas Chalifoux,Republican Party,active,Republican primary,False,False,https://ballotpedia.org/Thomas_Chalifoux,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Thomas Chalifoux,,,
Florida,District 9,9,Jorge Malavet,Republican Party,active,Republican primary,False,True,https://ballotpedia.org/Jorge_Malavet,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Jorge Malavet,,,
Florida,District 9,9,Howard Steven Rance,Republican Party,active,Republican primary,False,True,https://ballotpedia.org/Steve_Rance,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Howard Steven Rance,,,
Florida,District 9,9,Justin Story,Republican Party,active,Republican primary,False,True,https://ballotpedia.org/Justin_Story,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Justin Story,,,
Florida,District 10,10,Maxwell Alejandro Frost,Democratic Party,active,Democratic primary,True,False,https://ballotpedia.org/Maxwell_Alejandro_Frost,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Maxwell Alejandro Frost (Incumbent),,,
Florida,District 10,10,Stuart Farber,Republican Party,active,Republican primary,False,False,https://ballotpedia.org/Stuart_Farber,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Stuart Farber,,,
Florida,District 10,10,Willie Montague,Republican Party,active,Republican primary,False,False,https://ballotpedia.org/Willie_Montague,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Willie Montague,,,
Florida,District 10,10,Vibert White,Republican Party,active,Republican primary,False,False,https://ballotpedia.org/Vibert_White,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Vibert White,,,
Florida,District 10,10,Howard Steven Rance,Republican Party,did_not_make_ballot,Republican primary,False,False,https://ballotpedia.org/Steve_Rance,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Howard Steven Rance,,,
Florida,District 10,10,Angela Marie Walls-Windhauser,Republican Party,did_not_make_ballot,Republican primary,False,False,https://ballotpedia.org/Angela_Marie_Walls-Windhauser,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Angela Marie Walls-Windhauser,,,
Florida,District 11,11,Ralph Groves,Libertarian Party,active,General election,False,False,https://ballotpedia.org/Ralph_Groves,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Ralph Groves (Libertarian Party),,,
Florida,District 11,11,Shawn Bettis,Democratic Party,active,Democratic primary,False,False,https://ballotpedia.org/Shawn_Bettis,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Shawn Bettis,,,
Florida,District 11,11,Barbie Harden Hall,Democratic Party,active,Democratic primary,False,False,https://ballotpedia.org/Barbie_Harden_Hall,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Barbie Harden Hall,,,
Florida,District 11,11,Royal Webster,Democratic Party,active,Democratic primary,False,False,https://ballotpedia.org/Royal_Webster,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Royal Webster,,,
Florida,District 11,11,Dan Williams,Democratic Party,active,Democratic primary,False,True,https://ballotpedia.org/Dan_Williams_(Florida),"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Dan Williams,,,
Florida,District 11,11,Steve Farley,Republican Party,active,Republican primary,False,True,https://ballotpedia.org/Steve_Farley_(Florida),"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Steve Farley,,,
Florida,District 11,11,Ivette Palomo,Republican Party,active,Republican primary,False,False,https://ballotpedia.org/Ivette_Palomo,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Ivette Palomo,,,
Florida,District 11,11,Nizam Razack,Republican Party,active,Republican primary,False,True,https://ballotpedia.org/Nizam_Razack,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Nizam Razack,,,
Florida,District 11,11,Tim Wilkins,Republican Party,active,Republican primary,False,True,https://ballotpedia.org/Tim_Wilkins,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Tim Wilkins,,,
Florida,District 11,11,Mike Wilnau,Republican Party,active,Republican primary,False,True,https://ballotpedia.org/Mike_Wilnau,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Mike Wilnau,,,
Florida,District 11,11,Daniel Webster,Republican Party,did_not_make_ballot,Republican primary,True,False,https://ballotpedia.org/Daniel_Webster_(Florida),"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Daniel Webster (Incumbent),,,
Florida,District 12,12,Branden Scrivener,,active,General election,False,True,https://ballotpedia.org/Branden_Scrivener,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Branden Scrivener (No Party Affiliation),,,
Florida,District 12,12,Christopher Irizarry,Democratic Party,active,Democratic primary,False,True,https://ballotpedia.org/Christopher_Irizarry,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Christopher Irizarry,,,
Florida,District 12,12,Kimberly Overman,Democratic Party,active,Democratic primary,False,False,https://ballotpedia.org/Kimberly_Overman,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Kimberly Overman,,,
Florida,District 12,12,Gus M. Bilirakis,Republican Party,active,Republican primary,True,False,https://ballotpedia.org/Gus_Bilirakis,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Gus M. Bilirakis (Incumbent),,,
Florida,District 13,13,Tony D'Arrigo,,active,General election,False,True,https://ballotpedia.org/Tony_D'Arrigo,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Tony D'Arrigo (No Party Affiliation),,,
Florida,District 13,13,Fatima Aguerjout,Democratic Party,active,Democratic primary,False,False,https://ballotpedia.org/Fatima_Aguerjout,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Fatima Aguerjout,,,
Florida,District 13,13,John Fay,Democratic Party,active,Democratic primary,False,False,https://ballotpedia.org/John_Fay,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",John Fay,,,
Florida,District 13,13,Earle Ford,Democratic Party,active,Democratic primary,False,False,https://ballotpedia.org/Earle_Ford,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Earle Ford,,,
Florida,District 13,13,Leela Gray,Democratic Party,active,Democratic primary,False,False,https://ballotpedia.org/Leela_Gray,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Leela Gray,,,
Florida,District 13,13,Karla Kemp,Democratic Party,active,Democratic primary,False,False,https://ballotpedia.org/Karla_Kemp,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Karla Kemp,,,
Florida,District 13,13,John Liccione,Democratic Party,active,Democratic primary,False,True,https://ballotpedia.org/John_Liccione,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",John Liccione,,,
Florida,District 13,13,Jeff Moore,Democratic Party,active,Democratic primary,False,False,https://ballotpedia.org/Jeff_Moore_(Florida),"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Jeff Moore,,,
Florida,District 13,13,Reggie Paros,Democratic Party,active,Democratic primary,False,False,https://ballotpedia.org/Reggie_Paros,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Reggie Paros,,,
Florida,District 13,13,Brandt Robinson,Democratic Party,active,Democratic primary,False,True,https://ballotpedia.org/Brandt_Robinson,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Brandt Robinson,,,
Florida,District 13,13,Susan Leff,Democratic Party,did_not_make_ballot,Democratic primary,False,False,https://ballotpedia.org/Susan_Leff,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Susan Leff,,,
Florida,District 13,13,Anna Paulina Luna,Republican Party,active,Republican primary,True,False,https://ballotpedia.org/Anna_Paulina_Luna,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Anna Paulina Luna (Incumbent),,,
Florida,District 13,13,Courtney Offutt,Republican Party,active,Republican primary,False,False,https://ballotpedia.org/Courtney_Offutt,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Courtney Offutt,,,
Florida,District 13,13,Njällssen Amaro Lionheart,Republican Party,did_not_make_ballot,Republican primary,False,False,https://ballotpedia.org/Nj%C3%A4llssen_Amaro_Lionheart,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Njällssen Amaro Lionheart,,,
Florida,District 14,14,Kathy Castor,Democratic Party,active,Democratic primary,True,False,https://ballotpedia.org/Kathy_Castor,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Kathy Castor (Incumbent),,,
Florida,District 14,14,Juan Arauz,Democratic Party,active,Democratic primary,False,False,https://ballotpedia.org/Juan_Arauz,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Juan Arauz,,,
Florida,District 14,14,Mike Beltran,Republican Party,active,Republican primary,False,False,https://ballotpedia.org/Mike_Beltran,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Mike Beltran,,,
Florida,District 14,14,Michael Marcel,Republican Party,active,Republican primary,False,False,https://ballotpedia.org/Michael_Marcel,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Michael Marcel,,,
Florida,District 14,14,Erik Mishiyev,Republican Party,active,Republican primary,False,True,https://ballotpedia.org/Erik_Mishiyev,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Erik Mishiyev,,,
Florida,District 14,14,Robert Rochford,Republican Party,active,Republican primary,False,False,https://ballotpedia.org/Robert_Rochford,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Robert Rochford,,,
Florida,District 14,14,Gavriel E. Soriano,Republican Party,active,Republican primary,False,False,https://ballotpedia.org/Gavriel_Soriano,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Gavriel E. Soriano,,,
Florida,District 14,14,Kevin Steele,Republican Party,active,Republican primary,False,False,https://ballotpedia.org/Kevin_Steele,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Kevin Steele,,,
Florida,District 14,14,Dan Weldon,Republican Party,active,Republican primary,False,True,https://ballotpedia.org/Dan_Weldon,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Dan Weldon,,,
Florida,District 14,14,Shay Williams,Republican Party,active,Republican primary,False,False,https://ballotpedia.org/Shay_Williams,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Shay Williams,,,
Florida,District 14,14,John Peters,Republican Party,did_not_make_ballot,Republican primary,False,False,https://ballotpedia.org/John_Peters_(Florida),"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",John Peters,,,
Florida,District 14,14,John Wick,Republican Party,did_not_make_ballot,Republican primary,False,True,https://ballotpedia.org/John_Wick,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",John Wick,,,
Florida,District 15,15,Jose Engell,Democratic Party,active,Democratic primary,False,True,https://ballotpedia.org/Jose_Engell,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Jose Engell,,,
Florida,District 15,15,Darren McAuley,Democratic Party,active,Democratic primary,False,True,https://ballotpedia.org/Darren_McAuley,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Darren McAuley,,,
Florida,District 15,15,Robert People,Democratic Party,active,Democratic primary,False,True,https://ballotpedia.org/Robert_People_(Florida),"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Robert People,,,
