ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_CENS_ADJ_Total,T_20_CENS_ADJ_White,T_20_CENS_ADJ_Hispanic,T_20_CENS_ADJ_Black,T_20_CENS_ADJ_Asian,T_20_CENS_ADJ_Native,T_20_CENS_ADJ_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_OtherAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_OtherAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_20_CVAP_OtherAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_18_AG_Total,E_18_AG_Dem,E_18_AG_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_16-22_COMP_Total,E_16-22_COMP_Dem,E_16-22_COMP_Rep,E_22_SEN_Total,E_22_SEN_Dem,E_22_SEN_Rep,E_22_GOV_Total,E_22_GOV_Dem,E_22_GOV_Rep,E_22_AG_Total,E_22_AG_Dem,E_22_AG_Rep,E_22_LTG_Total,E_22_LTG_Dem,E_22_LTG_Rep,E_22_SOS_Total,E_22_SOS_Dem,E_22_SOS_Rep,E_22_TREAS_Total,E_22_TREAS_Dem,E_22_TREAS_Rep,E_20-24_COMP_Total,E_20-24_COMP_Dem,E_20-24_COMP_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep,E_24_SEN_Total,E_24_SEN_Dem,E_24_SEN_Rep,E_24_SEN_SPEC_Total,E_24_SEN_SPEC_Dem,E_24_SEN_SPEC_Rep,Reock,Rating,Polsby-Popper,Rating,KIWYSI Score
11,11,689130,323779,91350,48703,225045,9401,4766,0,0,752445,340149,101695,48003,261690,8508,5690,0,0,759192,328119,106940,52563,263334,15538,5841,760067,328242,107106,52253,262605,14516,5709,751255,333909,100442,50651,264987,9270,5584,37642,230413,1504,2362,4444,40537,735768,311470,103824,51506,263175,11704,5689,603938,296115,74393,39432,192039,7755,3565,0,0,567737,284431,61097,34064,179677,3707,1594,31327,169160,1234,3547,0,664995,296850,87723,43691,227568,12865,4609,664995,296850,87723,34376,208418,1308,2056,4801,29463,566772,281335,61275,34630,180611,3487,1699,0,0,0,0,0,553003,264973,62289,35282,181339,3745,1930,31219,168845,1305,1930,540314,250795,64593,34657,181225,3973,1933,29354,168263,1173,1933,337972,291762,45604,314070,271810,42260,363048,312188,32219,327021,284305,42716,319571,278478,41093,350643,303687,40516,393710,339716,46188,305819,263065,38557,269618,233131,36487,272798,234890,37908,267638,225319,42319,264545,225538,39007,266637,226563,40074,262220,221559,40661,317054,268623,44937,361181,295462,50870,339440,283439,56001,335732,280394,55338,0.0955,0,0.2636,41,7
12,12,682747,234939,141633,151192,158181,13347,6076,0,0,737610,256388,162407,146220,176582,15162,8677,0,0,758548,249340,179305,140215,186584,25367,8148,760065,249406,179534,140008,186168,22904,7953,739016,256633,160724,143489,180091,16157,8216,118830,151894,2210,4130,4121,40473,750353,257673,164567,142924,184280,17987,7545,546660,205215,97826,115455,127173,9697,4100,0,0,509586,213107,73942,102069,109294,4146,3067,96258,100687,1928,5002,0,621080,218543,131521,111824,152734,19039,5745,621080,218543,131521,96158,135300,1620,2890,4137,30911,513935,215533,75759,99747,111475,3961,3249,0,0,0,0,0,527720,217917,80272,100472,117725,4143,2788,93886,107091,1946,2788,521701,209438,86188,97376,118245,4230,2274,89304,107251,1294,2274,306889,275835,30146,288236,262528,25708,326129,285851,21158,295979,267960,28019,290752,264774,25978,319532,286768,26646,367980,328667,31678,276087,247578,24602,240256,217833,22423,244623,220340,24283,241863,215060,26803,240961,216463,24498,241662,218129,23533,238578,212707,25871,284764,252543,29117,318372,269134,33869,300951,264470,36481,297219,260289,36930,0.4877,95,0.4886,97,89
13,13,694582,190351,413596,37126,54646,17853,5523,0,0,725342,175679,457970,36186,56496,14936,4934,0,0,758808,158035,491915,38025,65974,39221,6698,760067,158370,492863,38827,66468,38299,6456,731497,172142,467697,34298,57111,15506,4986,25788,47010,2031,2595,1261,12982,756141,162710,494867,34796,62672,21281,5374,473122,153417,256003,23788,36824,11890,3594,0,0,387506,138169,190847,22343,28214,4424,1822,20965,26447,1827,1882,0,535741,130366,323990,25596,47664,27213,4402,535741,130366,323990,20035,40547,2666,2208,2276,13653,393314,135444,200595,20745,28320,4366,2193,0,0,0,0,0,409169,130231,217804,20160,32715,4782,1908,18468,30305,1498,1908,419445,123194,229466,20606,38203,4628,1860,18367,35213,1199,1860,146800,86632,58831,148440,89500,58940,172949,99641,63356,147452,83583,63869,145504,86261,59243,171375,99354,68828,223212,128684,89225,148835,81236,65765,125439,66409,59030,127243,63098,64145,125582,64480,61102,125637,63762,61875,125820,65276,60544,125729,63358,62371,167547,87797,78594,207956,101626,100599,201271,103343,97928,194392,99547,94845,0.417,67,0.205,26,41
14,14,678428,231497,163656,51668,228641,10477,13788,0,0,756732,220577,171322,48069,313198,9027,15501,0,0,760582,186021,177604,46675,342310,18946,14485,760065,185775,177264,46588,341689,18647,14320,760421,211061,171711,48784,328081,10129,15157,38375,297812,2131,7334,1833,30163,751237,191340,169880,48601,337917,12601,14519,511300,190893,110579,36068,168253,7197,9603,0,0,469255,177652,89767,32391,156820,3331,5297,29810,149679,1867,4210,0,590385,159567,128317,35060,257177,14384,10868,590385,159567,128317,28106,241437,1433,6508,2943,22074,473188,173414,92220,33164,161754,3224,5139,0,0,0,0,0,471739,159425,93222,33700,172668,3416,5113,30982,164523,1540,5113,459556,145577,92384,30110,179142,3155,5096,27122,170652,1012,5096,244040,170605,72708,234681,167113,67568,261784,185055,61360,226194,157583,68611,220293,155327,64966,258241,183063,70114,327119,234592,85794,227056,158897,64937,192835,134225,58610,197649,135063,62586,193835,130601,63234,194303,133457,60846,194059,133420,60639,192806,130266,62540,244281,167208,74728,285585,186755,87473,272977,182156,90821,268481,177910,90571,0.3296,32,0.3797,70,68
15,15,719038,238676,195776,33014,246050,8398,15420,0,0,766425,234848,200580,31094,296662,8251,15222,0,0,759058,216586,201489,28415,301266,17037,14303,760066,216763,201867,28846,300594,16686,14175,765295,230133,198461,30393,302913,9958,14784,20130,272028,1072,9283,3910,30278,751264,219449,189705,29283,305022,13105,13814,562455,199971,138786,24568,192786,5950,10604,0,0,497600,185361,97084,19492,183519,2089,6571,17549,177111,777,3689,0,609967,184078,150342,22421,241550,13137,10719,609967,184078,150342,16419,226365,788,7201,4093,20681,502508,183538,101032,18994,187461,2099,6191,0,0,0,0,0,498835,178873,99349,18131,191786,2137,5795,16166,184699,770,5795,488579,169918,100279,17063,190986,2160,5247,14967,183187,701,5247,255681,191236,63709,254477,193950,60527,288196,222846,51514,258198,196907,61291,253130,196179,56951,287232,222303,60282,351206,272983,71576,252476,193730,55873,219335,167941,51394,222559,168034,54525,217822,162716,55106,218320,164607,53713,217210,163157,54053,217390,162475,54915,267678,201330,64190,305556,220581,74238,294026,215672,78354,288238,210988,77250,0.2597,4,0.362,65,59
16,16,711340,361096,145766,20700,182374,9333,5445,0,0,750008,351674,144935,20816,231087,9408,6050,0,0,758780,322498,150467,22040,255181,16597,5948,760066,322755,151126,22413,254704,15561,5832,754255,342573,143396,24226,240760,10061,6518,16069,213816,1342,3148,2468,31440,750479,324063,147212,25026,249630,11171,5482,546037,295424,97884,14752,135013,6473,3702,0,0,486793,270979,69554,12136,126473,3103,1990,10459,118890,1121,2653,0,600046,271719,108504,16513,194315,12343,4350,600046,271719,108504,11772,179730,902,1869,3183,22367,489396,266215,71370,13883,130189,3220,2114,0,0,0,0,0,486317,253866,74237,14162,137371,2825,1379,11644,129392,614,1379,481609,238809,76710,13361,145187,3023,2055,10477,136833,852,2055,308514,220416,87143,298170,212415,85755,323947,241413,63325,293845,213782,80063,288589,212127,76462,320471,238009,76177,378287,284912,85226,288248,213012,71259,257904,190839,67065,260253,188554,71699,255400,181903,73497,256474,186711,69763,255474,185357,70117,254286,181289,72997,302708,221599,78639,340107,245843,82146,330140,237707,92433,322245,231997,90248,0.329,32,0.1856,21,27
17,17,674943,189715,128851,22494,334068,7981,6736,0,0,751267,183232,130503,25984,410387,7987,7215,0,0,758885,162173,129892,22439,440649,13739,6524,760067,162408,130456,22677,439749,13304,6348,749386,176017,129101,23546,419172,7603,7604,17679,393430,1325,3274,2006,26553,750635,165833,126421,23025,431954,9695,7106,518304,162657,88295,15693,249549,5484,4659,0,0,431820,144641,68507,15449,196673,2466,2008,14037,189750,907,2484,0,605246,141380,95762,16976,345732,10198,4739,605246,141380,95762,12731,332715,777,2222,2782,16877,424161,140131,68839,13859,194446,2446,2208,0,0,0,0,0,426685,133619,69178,13549,202994,2606,2256,11636,196338,1060,2256,424277,124458,69549,13444,209631,2337,2056,11314,203314,1022,2056,227173,162394,64113,215921,159957,55964,244152,181413,48738,211650,153170,58480,207120,151496,55624,241009,176885,59555,303008,221507,75429,213183,154020,56318,183575,131646,51929,185967,131967,54000,182361,126164,56197,183143,129950,53193,182652,129476,53176,181999,127738,54261,228165,160661,65206,264237,177855,74877,253811,174933,78878,246085,168571,77514,0.4925,97,0.253,38,49
18,18,722488,163046,463407,24074,76068,17367,4419,0,0,768857,158662,500350,23190,91528,14976,4721,0,0,770826,146912,505809,21797,95412,38885,5563,760066,143922,500484,22198,95404,36070,5377,763642,153371,497527,22896,96015,16033,4383,14250,77715,1333,1058,1525,16855,766891,148752,501369,22805,96747,22821,5088,519363,137284,304984,18371,58641,11892,2941,0,0,407783,130302,203820,13694,53203,3692,1353,12243,48983,1292,2062,0,574921,126709,351386,16613,76233,27770,4019,574921,126709,351386,11866,65848,1857,1495,2550,13210,411874,127894,208871,13200,55224,3369,939,0,0,0,0,0,422629,126763,218942,13485,56702,3579,1139,12158,52549,1299,1139,418645,119563,219405,13968,58488,3652,1347,12049,54402,1216,1347,180528,127556,52060,183351,133357,49994,209851,148302,49331,180366,123650,56716,178526,125938,52588,208317,146323,57991,267322,187853,73682,182168,124271,55422,154724,104150,50574,156254,100782,55472,154005,100860,53145,154376,100920,53456,154190,101390,52800,153752,99041,54711,199168,131613,65999,237448,148784,81233,230186,147717,82469,222441,142718,79723,0.2736,9,0.195,24,40
19,19,727128,401098,163376,25860,134385,13777,6098,0,0,762752,393981,181832,26304,157369,14459,7933,0,0,758545,365999,186942,26669,166410,24733,7197,760067,366442,187658,26816,165500,23670,6972,763778,392521,180817,27600,159172,14751,8188,15759,136701,1716,2910,2300,31064,754311,376698,180077,28468,163766,16428,7997,565615,335935,108696,17789,98534,9896,4115,0,0,543095,328844,94716,14961,92916,5666,1991,12831,86391,1682,4160,0,609585,315206,133987,19782,127560,18784,5082,609585,315206,133987,13574,113410,1916,2201,3278,26013,550330,329919,98528,15422,94690,5742,2236,0,0,0,0,0,544408,319684,99351,16460,97447,6092,2024,12860,90415,1128,2024,539127,306169,103540,16248,102971,5798,1882,12270,94867,947,1882,332127,224824,106129,313627,211423,102204,343793,228213,92930,316361,209747,106614,311043,209548,101495,344981,232602,105102,412422,283131,119846,314887,210813,99487,284680,191179,93501,287382,187659,99723,282375,184177,98198,283832,188355,95477,283278,187529,95749,281611,182953,98658,333625,222018,108788,376406,246335,116873,364632,239727,124905,355598,233205,122393,0.148,0,0.1,0,1
20,20,673581,387092,211073,27077,40826,19445,3103,0,0,719429,374887,254873,32058,52467,17277,3980,0,0,762909,358777,290802,35833,60323,35543,4131,760065,358483,288988,34994,59802,35798,3908,730458,368980,264442,34504,57901,17908,4838,23365,42293,5186,847,1890,23428,756775,359800,292096,36872,61821,22054,4804,487458,303918,130820,17033,27759,13104,1872,0,0,484991,293442,134856,18425,27998,8081,535,16577,24694,3835,1869,0,561841,288435,190350,23306,42887,25129,2673,561841,288435,190350,17563,35206,4902,937,3007,21441,494566,295005,139596,19026,30506,8422,645,0,0,0,0,0,509112,289225,157419,20782,31508,8307,715,17834,27375,2840,715,521528,279224,175316,20419,36405,8315,832,17045,32094,2601,832,241205,80795,158784,230360,74269,156091,254783,79369,161348,231087,76358,154729,228418,76392,152026,259539,87187,168038,330665,118319,204971,241821,77757,161456,218303,69197,149106,220284,65503,154781,217817,67130,150687,218510,67376,151134,218152,68525,149627,217650,66870,150780,267191,87128,178745,315433,103304,204989,308734,100660,208074,301975,97609,204366,0.4185,67,0.0987,0,24
21,21,720608,175650,428542,46568,72669,20039,2673,0,0,754930,161966,469970,45146,79974,18691,3249,0,0,756411,144021,480175,47220,83901,33655,3190,760067,144585,482325,48172,84378,35041,3190,757161,159046,473495,45941,81163,19684,3416,34622,70207,3009,1172,1301,14311,762005,153023,482061,46244,82664,23154,3657,494784,147197,268873,29216,47917,13087,1709,0,0,432059,133765,221353,27135,42121,5900,735,25251,40563,2586,1434,0,537056,121795,320267,30925,58264,23342,2141,537056,121795,320267,24750,52063,3166,670,2438,11907,443604,132034,233714,27446,42576,5980,798,0,0,0,0,0,455857,128033,249555,26585,44574,5475,793,24028,42806,2201,793,453593,123458,251412,26856,44912,5670,662,23740,42815,1959,662,166886,95667,69970,162022,95438,66584,178879,103959,65153,156736,88632,68104,154336,91409,62927,179323,105267,71096,230879,137371,88586,152713,85662,65373,127628,69160,58468,130018,67250,62768,127827,68051,59776,128303,67396,60907,128231,68902,59329,127644,67102,60542,167952,91386,75604,201804,104262,92148,194888,102507,92381,186886,98347,88539,0.2528,1,0.1593,15,31
22,22,742985,147875,510490,50850,35839,18907,2065,0,0,773712,125652,564446,47613,37783,15612,2250,0,0,778145,111014,572324,48285,44147,31386,2691,760066,107893,563305,44414,45237,34844,2540,772375,123813,565024,48347,39249,14813,2259,37023,31030,2602,665,1798,10437,777777,116319,574846,47928,40783,19924,3204,495779,120652,314111,33963,25163,12375,1289,0,0,388808,102928,232927,29671,17545,4780,488,28218,16700,2254,922,0,539701,91856,376753,33102,32908,21762,1828,539701,91856,376753,28203,28028,3063,543,2166,9089,394627,99892,242105,29108,17916,4296,411,0,0,0,0,0,406914,93512,259086,27912,19975,4705,626,26099,18728,2281,626,411093,90982,265028,27886,20664,4598,800,25935,19444,2212,800,135112,73841,59914,127296,73519,53777,148327,85332,54863,118211,66699,51512,116975,68992,47983,142333,82240,57476,189956,108930,76598,123558,67928,54163,102235,54855,47380,103298,51902,51396,102077,53394,48683,102350,52084,50266,102195,53827,48368,102010,51976,50034,138034,71927,65227,171160,81761,84855,165651,81945,83706,160513,79659,80854,0.2767,11,0.128,7,20
23,23,718243,354215,256299,69467,34215,19636,5005,0,0,744212,317450,311422,78101,37485,17113,4732,0,0,769312,300849,330786,84049,43233,35079,6422,760066,299755,324842,80938,42800,34692,6021,748575,306724,319911,78943,42729,19225,5605,59177,28268,3923,2285,1399,26854,771629,297699,346511,81552,43765,26076,6833,519443,284344,160366,43652,24462,13371,2991,0,0,498535,254223,168857,46596,19207,6817,1627,43199,16901,3089,1990,0,575877,250726,223022,56034,32807,25439,4191,575877,250726,223022,46123,25456,3999,1969,3222,21360,504423,249061,175932,47413,21699,7404,1506,0,0,0,0,0,517130,243673,191554,48042,22132,7901,2060,43399,18999,3136,2060,520138,235887,199554,49787,23344,8677,1806,44208,19514,2654,1806,221943,93382,126356,212105,88872,123233,239572,93385,132767,200470,78901,121569,197968,81366,116602,232785,94992,133712,301409,128992,165463,203100,81023,119711,171247,67597,103650,174510,66316,108194,172308,65872,106436,172382,66324,106058,172771,67208,105563,171886,65184,106702,225685,89949,134411,276563,107871,161464,269140,106251,162889,259605,102180,157425,0.4165,67,0.2548,39,52
24,24,728581,408040,255468,19550,42972,17177,3276,0,0,761443,401444,285579,21652,51625,16770,3573,0,0,764734,379273,296112,20647,56205,31632,4162,760065,378230,294734,19323,56034,30452,4067,760542,394401,288857,21945,53580,17602,3670,13578,36904,2627,589,1722,21861,761217,386811,293025,20897,54324,20836,3874,572731,348993,171492,14463,33345,12342,2279,0,0,525262,341010,133069,13762,29211,6308,569,11889,24290,2624,1808,0,611943,330713,208050,15747,45092,23321,2917,611943,330713,208050,10264,33931,2376,752,3329,22528,528449,338032,138320,13770,30150,6152,537,0,0,0,0,0,535192,335964,146108,13156,31130,6078,748,10807,24598,1770,748,536030,326365,154290,13120,33478,5875,806,10186,25899,1273,806,317671,190675,125669,295719,171568,124151,324394,191795,110312,294740,174763,119977,288923,176668,112255,320590,195655,117989,378599,239698,129955,290625,176286,109963,261707,159036,102671,265198,155767,109431,258177,152853,105324,261457,156882,104575,260829,156377,104452,257661,151479,106182,308429,187976,118245,351365,214059,126370,343029,206835,136194,334385,201510,132875,0.2506,0,0.1471,12,16
25,25,706357,242661,407687,29655,25781,15630,2710,0,0,749092,237470,442626,36946,30443,15979,3050,0,0,763761,217759,467090,38784,34734,31264,3557,760066,217879,464876,38178,35419,33630,3625,755468,234838,448979,39250,31640,16214,3647,27952,22767,4812,1070,1388,13664,758788,221762,463800,42159,32578,20922,4064,512149,209354,261983,19833,18290,10290,1706,0,0,477015,200664,230502,22606,14849,6438,958,20869,13619,4157,1178,0,579383,192870,325436,27286,26302,22373,2269,579383,192870,325436,21351,20025,4388,852,2238,12223,487275,198659,241035,23243,15515,6200,814,0,0,0,0,0,494606,189508,255715,24055,16881,5848,948,22159,14938,2882,948,499427,184613,263237,24314,17649,6729,1210,20945,15312,3036,1210,184281,99545,83265,185816,101777,84039,217741,122676,85098,181229,99440,81789,179727,102165,77562,214272,121310,89810,283332,162219,115733,197753,110301,85623,173229,96312,76917,175615,94386,81229,170285,91409,78876,173607,93096,80511,173345,94337,79008,172947,91167,81780,221774,120176,100440,270081,139917,124154,264417,137452,126965,253010,131543,121467,0.333,33,0.1639,16,31
26,26,740180,360619,287879,23158,69065,12401,3505,0,0,767697,349282,312250,27353,79064,14459,3984,0,0,758413,324912,316508,26730,83353,27158,4359,760067,325269,317496,27666,83629,26469,4375,763166,344336,315190,27703,74886,14880,5249,17761,57497,1629,1592,2044,23134,753246,324015,321289,29289,75979,20753,5306,546599,289257,189681,15556,50362,8369,2300,0,0,502503,281913,153677,16161,44235,3977,1054,14071,39644,1507,1758,0,586171,273185,222823,19092,63090,19768,2980,586171,273185,222823,13197,52365,1279,982,3011,19329,505733,278794,161161,16075,42130,4319,978,0,0,0,0,0,503499,266395,169691,16508,43344,4142,788,14124,37821,1188,788,503456,261655,172319,16312,45410,4133,712,13890,38276,1053,712,295200,167691,126572,286471,155027,131444,309914,177503,114648,273692,154518,119174,269922,156359,113563,307045,178798,122414,377422,227110,142642,276944,158205,115083,244760,138725,106035,247334,136146,111188,242385,131648,110737,243176,135241,107935,242757,135300,107457,241682,131145,110537,297718,168945,126639,343374,193089,140597,336103,187275,148828,326560,180814,145746,0.4179,67,0.1591,15,33
27,27,704453,276630,280469,81543,68909,11457,3342,0,0,721860,248513,317572,82966,76550,15420,3599,0,0,760129,236120,345855,93422,84915,26167,3929,760067,236158,346015,91928,84756,27070,3850,721313,237713,323845,84680,76643,15534,4249,68810,62335,2576,1337,2431,22273,751436,233105,349139,87783,80551,17411,4451,506101,221080,181352,52675,49858,7771,2156,0,0,472019,197458,171628,51658,44297,5119,705,48616,41289,1635,2147,0,573673,197152,243035,64943,64206,19575,2739,573673,197152,243035,54326,54563,1568,813,3351,18865,469996,189123,177106,52414,43972,4493,961,0,0,0,0,0,493810,188286,195333,55607,48069,3963,820,52180,44086,1096,820,490019,178163,197854,55567,51672,4162,928,51848,47363,998,928,226288,124720,100809,228838,126151,102687,257839,145107,97256,225231,128003,97228,221515,130389,91126,257974,149226,103511,329919,193710,128922,220951,123438,94168,186039,103234,82805,186696,99091,87605,182374,96546,85828,182516,97274,85242,182320,98418,83902,181523,95469,86054,243446,133935,107415,296071,157992,129114,283279,152990,130289,284422,152619,131803,0.3282,31,0.1466,12,17
28,28,752290,232805,199855,41534,283047,9181,2767,0,0,765153,210431,213671,41943,301885,9127,4015,0,0,758019,200594,209764,39484,310265,18264,3201,760065,200882,210705,39703,309055,18006,3074,763155,205046,210998,41454,308567,10446,3907,31715,287545,1457,1517,2145,22722,750224,198438,211283,41456,301603,13085,3623,592953,195300,142658,30989,225034,6621,1978,0,0,516698,173657,127826,28904,180379,3175,1229,26692,176321,1386,2115,0,617402,173734,158745,30785,252396,14332,2296,617402,173734,158745,24277,241034,931,501,2486,15694,517969,171491,131263,28745,181004,2833,995,0,0,0,0,0,516258,168998,134374,28122,179225,2797,705,25596,173946,975,705,517836,163583,134109,28381,185098,3283,934,25531,179326,1229,934,284025,173402,109767,273695,169626,104069,288234,184398,87774,255114,160665,94449,250424,162077,88347,289825,186892,97684,368031,240596,120216,256442,163557,89591,222267,141982,80285,223360,138412,84948,218371,134050,84321,218503,136024,82479,218430,136356,82074,218119,136647,81472,277899,174329,101362,326776,199321,116646,313662,191831,121831,311958,190619,121339,0.388,55,0.1841,21,38
29,29,744242,163292,485905,36397,62150,10679,2574,0,0,764687,172914,493246,36129,65910,8775,2568,0,0,757430,173145,476016,39048,69137,27522,2625,760066,173399,477560,41594,71093,29034,3035,762071,172747,487494,37061,68024,10505,2983,28004,56527,1047,817,2933,12499,743010,164100,474101,39075,67645,16165,2779,548984,140773,331790,27120,50129,7851,1905,0,0,440895,141129,231649,24209,40130,2076,411,22324,37658,885,1567,0,594802,149431,354370,31306,57598,21631,1923,594802,149431,354370,24270,50638,1035,576,2975,11507,449100,140510,239132,24462,40367,2459,621,0,0,0,0,0,448878,133836,242519,26657,40717,3159,507,24203,38266,1210,507,449147,131111,240895,28401,43410,2720,726,25674,40654,955,726,160969,120671,39770,183664,143038,40626,217818,167798,38126,179217,138729,40488,177135,141708,35427,212819,163487,45166,278708,205835,66753,174773,130441,41707,140200,105546,34654,139604,100577,39027,134959,97499,37460,134783,96084,38699,135039,97943,37096,133477,94243,39234,192704,136297,54580,239025,156032,75625,226603,152361,74242,225596,150986,74610,0.4351,74,0.287,47,52
30,30,744854,412552,186752,29465,116449,8274,2958,0,0,758041,420781,182589,35009,118541,9794,3013,0,0,758223,421195,177721,37678,116364,16990,3101,760066,421462,178511,37865,115816,16574,2955,755804,416282,183321,37742,116668,10925,3366,25412,95905,1573,711,3837,28762,745754,406310,180523,40387,114641,13609,3105,621224,359572,140522,24307,95389,6653,2418,0,0,539317,330233,105833,25315,71289,3537,663,21998,64921,1304,2815,0,649328,370538,142712,31706,97701,13788,2280,649328,370538,142712,22734,83614,988,534,3955,24253,543297,330287,109249,26073,70440,3464,664,0,0,0,0,0,543374,326464,109790,29012,71378,3406,646,24268,63169,1175,646,547431,325901,109972,30808,73382,4001,606,25232,64586,1078,606,280727,206323,73599,274695,202793,71902,309258,225759,66999,275941,210489,65452,272395,211801,60594,309244,230255,73616,382071,273452,101697,272020,201356,67268,237682,181002,56680,237095,175675,61420,231731,171086,60645,230797,171861,58936,231646,173430,58216,228035,167437,60598,292136,211065,78549,341501,233206,96623,326276,231871,94405,327410,232020,95390,0.3778,51,0.1606,15,26
31,31,741932,180682,414840,35215,116920,12636,3411,0,0,757817,154964,430664,33620,142661,18903,6122,0,0,758733,142527,428062,34694,157010,27535,3603,760066,142414,429185,35896,156798,27923,3665,750238,145967,426612,37325,146245,19352,5996,27640,129383,1616,2115,1687,15226,750288,134567,432695,37414,149404,22602,5671,551524,153528,281585,25748,91548,8892,2326,0,0,499120,133300,250773,23135,84872,3622,1463,21110,82150,1445,2668,0,599214,125262,318549,26640,127749,21377,2664,599214,125262,318549,20448,118164,1394,733,2525,12139,501157,125793,256148,25142,87584,2985,1542,0,0,0,0,0,506239,117602,265901,24602,91180,3478,1362,22289,87813,1809,1362,497613,110413,261715,24486,94227,3684,1191,22101,90198,1888,1191,243879,145205,97920,234823,143526,91297,256037,157364,83888,217453,131063,86390,213744,134173,79571,253920,156452,92505,330596,203333,120410,214187,125492,85638,175848,100291,75557,177123,96866,80257,173065,94823,78242,173239,95525,77714,173164,96365,76799,172668,93783,78885,237293,134592,100746,291926,159433,123733,279377,152911,126466,277685,150943,126742,0.3026,21,0.1423,11,33
