ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_CENS_ADJ_Total,T_20_CENS_ADJ_White,T_20_CENS_ADJ_Hispanic,T_20_CENS_ADJ_Black,T_20_CENS_ADJ_Asian,T_20_CENS_ADJ_Native,T_20_CENS_ADJ_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_OtherAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_OtherAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_20_CVAP_OtherAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_18_AG_Total,E_18_AG_Dem,E_18_AG_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_16-22_COMP_Total,E_16-22_COMP_Dem,E_16-22_COMP_Rep,E_22_SEN_Total,E_22_SEN_Dem,E_22_SEN_Rep,E_22_GOV_Total,E_22_GOV_Dem,E_22_GOV_Rep,E_22_AG_Total,E_22_AG_Dem,E_22_AG_Rep,E_22_LTG_Total,E_22_LTG_Dem,E_22_LTG_Rep,E_22_SOS_Total,E_22_SOS_Dem,E_22_SOS_Rep,E_22_TREAS_Total,E_22_TREAS_Dem,E_22_TREAS_Rep,E_20-24_COMP_Total,E_20-24_COMP_Dem,E_20-24_COMP_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep,E_24_SEN_Total,E_24_SEN_Dem,E_24_SEN_Rep,E_24_SEN_SPEC_Total,E_24_SEN_SPEC_Dem,E_24_SEN_SPEC_Rep,Reock,Rating,Polsby-Popper,Rating,KIWYSI Score
32,32,723199,432861,158465,32132,99720,7807,2811,0,0,772113,431433,187681,40433,113512,9022,3021,0,0,758634,405322,188802,40397,117696,16893,3344,760065,405502,189453,40523,117321,17071,3283,776106,427514,186316,41647,120022,9547,3329,30453,95810,1012,716,3353,30929,762868,405161,191445,43466,119054,13090,3144,574382,359489,111738,23638,77787,5740,2084,0,0,544192,343343,102283,25819,66752,3038,671,23021,60383,1072,2552,0,619152,345723,141119,31404,93552,13046,2454,619152,345723,141119,23207,79586,1005,624,3764,24124,549605,342291,103757,27530,70434,2960,625,0,0,0,0,0,544566,328793,109023,28580,72013,3465,617,24175,63560,967,617,550935,324596,114492,29239,76124,3696,730,24441,66557,963,730,300802,193969,106115,301436,189091,112345,322638,212185,93210,289066,191396,97670,284744,192533,92211,322600,214260,102635,396309,261121,127773,291037,187446,100005,259415,167769,91646,259814,162324,97490,252181,153493,98688,252040,158726,93314,251761,158731,93030,249229,153361,95868,311883,196223,113344,359671,219580,129616,347930,213062,134868,345975,211600,134375,0.372,49,0.1598,15,30
33,33,697414,165021,388346,98041,52258,14025,4716,0,0,743456,148719,445787,96878,62183,12252,4262,0,0,757177,138107,458065,94743,69925,29184,5075,760067,138544,459436,94798,70671,30747,5113,747138,147491,450820,94227,64566,13111,4249,73466,51373,1770,1544,1835,18838,753292,139214,462843,92813,65992,17679,4306,482504,134735,245125,65284,37842,9353,2837,0,0,453478,121225,233289,62150,30290,3686,1182,58361,27819,1367,2331,0,555062,115624,316848,67659,52444,21173,3258,555062,115624,316848,57962,45266,1678,1457,2876,13351,458356,120524,240748,59638,31213,3783,985,0,0,0,0,0,471404,114183,258015,59409,33470,3170,1216,55203,30528,1003,1216,478682,110040,265092,58775,37965,3286,1733,54752,34695,1173,1733,187476,116639,70047,180904,115331,65573,209314,130175,67605,170971,103711,67260,169014,106910,62104,205722,127720,73974,275681,170325,99061,171987,101750,67755,136561,78249,58312,139552,77156,62396,137726,76477,61249,137488,76464,61024,137938,77838,60100,137143,75067,62076,195747,110961,83118,248383,132778,108364,240439,130734,109705,231085,124816,106269,0.2272,0,0.1157,4,16
34,34,776279,60254,547131,34970,139381,13538,1978,0,0,796543,78454,538701,38523,144290,17538,2874,0,0,757694,82619,495566,40720,140965,34011,2730,760067,82569,497280,43195,142435,30645,3067,795080,81514,528624,41604,147203,18479,3057,32213,134835,1752,992,2236,12920,766496,82283,502509,42782,142553,25428,2615,584585,54397,384584,29136,119225,10170,1502,0,0,420282,67385,235004,29003,83683,3180,805,26997,81342,1631,1613,0,610534,75535,376198,34589,124324,26973,1978,610534,75535,376198,27237,116110,1377,411,2526,11140,434450,69905,242671,31070,85457,3214,693,0,0,0,0,0,431944,70938,239508,31890,84995,3219,600,28734,81563,1444,600,430228,72486,232896,32428,87507,3103,659,28417,83752,1285,659,149814,120431,28859,161882,139441,22441,198317,166571,20440,169938,144159,25779,168422,147899,20523,197128,165886,27208,253311,205047,42312,162110,133752,25756,131838,109615,22223,131696,107747,23949,127946,103848,24098,126799,102078,24721,127929,104958,22971,125713,100022,25691,176221,139333,34686,214522,156727,48089,200980,153075,47905,200121,151200,48921,0.3693,48,0.205,26,35
35,35,714153,169414,414620,56025,79234,12285,3956,0,0,771395,162531,455128,57372,101585,17792,4377,0,0,765081,142119,448050,59460,117342,29003,4894,760066,140468,446255,58639,117674,29619,4817,782268,160642,461678,59198,107223,19834,5686,44488,90171,1880,1675,1600,20140,768603,143094,460247,56441,113903,22411,5136,502935,138831,267249,38996,58323,8363,2466,0,0,470434,132683,240563,36313,53881,4702,838,33333,51143,1610,2325,0,577039,120955,319535,44031,89780,21377,3409,577039,120955,319535,36571,81077,1543,1266,2887,13205,484028,132919,249925,38460,55304,4255,1135,0,0,0,0,0,480934,119813,256106,37551,60500,4157,1047,33756,57499,1384,1047,489821,112175,264184,38999,67826,3252,1193,35808,64812,1112,1193,181834,110070,71123,183453,112360,71093,214097,131214,71126,178907,106368,72539,176768,108945,67823,214516,130644,79814,290094,176058,107853,183214,105569,75073,148890,82588,66302,151651,81235,70416,148627,79827,68800,149212,80267,68945,149424,81413,68011,148724,79065,69659,207979,114959,91221,260394,136333,116142,252073,133914,118159,243348,128893,114455,0.3822,53,0.1434,11,23
36,36,723091,438423,112729,31444,139348,7932,4229,0,0,744346,421593,123243,38974,160054,10481,4123,0,0,758224,420571,126109,39120,162980,14723,4695,760066,420849,126932,39243,161956,14593,4551,742631,414039,122535,39326,165222,9673,3809,27429,133564,1512,1055,3663,38839,740770,403686,123625,40366,168024,11380,4052,595559,374462,83736,23936,110572,5997,3136,0,0,541470,339436,77804,24670,91410,3693,1057,22171,81284,1215,3647,0,634602,365202,98080,30729,130379,11578,3485,634602,365202,98080,22224,112540,1022,1149,4515,29870,540914,337346,79161,24673,91805,3770,781,0,0,0,0,0,544805,333016,80558,26481,96971,4098,895,22581,84535,1277,895,549021,326254,80868,29965,103151,4087,1105,24970,89846,862,1105,347946,230795,116185,333902,215333,118569,358360,248098,88950,324061,225812,98249,318253,225307,92946,354858,249663,98302,421859,299632,113497,318880,220033,94485,286527,198960,87567,286008,191155,94853,278081,183194,94887,278424,188647,89777,278016,188035,89981,275043,182416,92627,337552,230660,104289,385607,261900,111111,373027,249120,123907,373521,248463,125058,0.3116,25,0.2023,26,33
37,37,727530,79033,396043,217567,42074,11835,2360,0,0,759122,89089,424490,197727,51537,10839,2610,0,0,755317,99342,408053,192363,58253,28580,2643,760066,99490,409691,193744,60398,27007,2855,763231,92688,426007,195804,53591,11777,3007,176399,44146,857,905,4506,17718,755967,92296,423164,188247,57090,16311,2858,535572,68350,265644,168062,36597,8502,1673,0,0,424186,72207,164676,153691,29239,2783,742,149918,26583,872,2089,0,592275,86465,298131,156977,50445,22198,1895,592275,86465,298131,139876,43362,1041,568,4578,18254,436535,75760,175961,149945,30354,2741,865,0,0,0,0,0,435509,76398,178610,142343,33096,2955,833,137698,29247,775,833,436042,80210,175235,139963,35282,2957,942,134429,30912,618,942,210819,189699,20480,213775,195553,18222,231849,204880,16919,197737,174491,23246,195136,175478,19658,225636,198574,23557,279706,239694,34727,182623,157957,22551,147993,127933,20060,148126,125948,22178,143540,121345,22195,143057,118798,24259,143743,123001,20742,141916,119634,22282,195643,162985,31088,235123,184949,42949,222876,177972,44904,222008,176596,45412,0.4372,75,0.2961,49,55
38,38,760611,124778,465083,13075,161958,10032,2593,0,0,778412,112770,464188,13078,190422,14257,3406,0,0,757523,101368,448399,13858,195406,25255,2810,760067,101616,450094,16889,196613,26207,3134,772500,107439,453830,14358,198277,17742,4323,9594,185886,1585,1772,2422,9972,751521,102565,441340,13752,195075,25986,3080,558501,102631,319096,9088,129020,7078,1830,0,0,471790,93387,249390,7713,117067,1991,1130,7308,114871,1232,1048,0,592018,86641,335136,10119,159257,19535,1968,592018,86641,335136,6760,152373,1001,493,1785,7829,473120,91014,247295,8073,121491,2128,1235,0,0,0,0,0,467226,87595,246780,7824,120106,2377,673,7187,117263,1478,673,462415,81110,244627,8021,123920,2192,865,7256,120573,1101,865,226668,138701,87336,219275,137804,81471,239041,154188,72172,202600,124747,77853,199339,127826,71513,236170,149694,82082,305247,192239,106965,195725,116850,76124,158969,90628,68341,159015,88147,70868,156161,85452,70709,155375,85881,69494,156375,86848,69527,156282,85592,70690,214588,122633,89962,261693,142692,110315,249572,136695,112877,249238,135555,113683,0.1888,0,0.0764,0,3
39,39,708348,182929,398918,81022,48991,13839,5253,0,0,764000,166686,467933,78938,54348,10627,3860,0,0,756504,147827,471478,80977,56692,29766,5574,760067,148509,473263,81601,57765,31797,5566,774200,161256,478937,78935,59625,13196,4196,65024,47391,1553,1574,1964,16503,761995,147063,480555,81218,57472,17372,6127,495337,151530,250833,54108,37884,9396,3269,0,0,465227,137588,238180,53075,30967,3059,1121,50816,28179,1414,1467,0,560865,125727,328326,58340,44170,21740,3761,560865,125727,328326,48906,36997,1871,1886,2817,14335,475580,133738,250110,52719,32969,3228,1249,0,0,0,0,0,477198,123269,261292,52944,32822,3141,1886,49452,30329,1137,1886,489395,120844,273624,52849,34882,3418,1976,49153,31920,934,1976,176474,106998,68779,181323,114237,67086,206876,126878,67779,168953,100991,67962,167425,104085,63340,201903,124249,73627,266320,164929,95580,166389,97509,66404,132144,74453,57691,134462,73325,61137,129709,70764,58945,132669,72725,59944,132428,73896,58532,131906,70703,61203,187040,105563,79967,235122,125176,102730,228683,124790,103893,217534,118067,99467,0.3639,46,0.1439,11,24
40,40,689729,388741,190984,32219,77622,10165,4553,0,0,756963,379598,240632,42218,94137,10949,6503,0,0,758355,358820,243232,44646,104478,23143,6845,760066,359388,243980,44617,103710,23671,6624,760077,375248,240941,45373,99303,11646,7541,31868,74335,1838,2731,2603,30509,765109,359513,254630,45981,102517,16680,6851,500139,300765,121354,20902,54364,6730,2690,0,0,520905,299395,131673,25714,55574,4185,1964,23522,50194,1619,2586,0,581307,294097,168281,31406,77859,16712,4492,581307,294097,168281,24216,64976,1796,1728,2810,23403,528112,300020,135283,27379,56796,3935,2178,0,0,0,0,0,536375,291329,148156,28582,59628,4465,1660,25205,53152,1399,1660,550696,287027,156388,30956,67900,4176,1149,27392,60038,888,1149,265197,112989,151382,271009,105765,165244,301368,121928,163266,269601,108045,161556,265594,110668,154926,308060,130119,172481,397465,179744,210083,285720,119825,162386,255174,106619,148555,256285,103057,153228,251951,101296,150655,252886,103464,149422,255254,104713,150541,253745,100742,153003,318383,134650,181351,381054,161580,208158,373011,155697,217314,360509,150971,209538,0.3879,55,0.1936,23,42
41,41,744807,210167,427464,35404,74418,12313,5037,0,0,756327,179336,451698,38307,88835,9976,4878,0,0,757743,162835,460618,39454,94934,29436,5412,760065,163158,461976,41025,95336,30513,5538,753782,181107,445542,38152,90638,12501,5286,28805,76013,1733,1935,2962,15680,757235,168740,459239,36450,93132,19155,5856,550052,177908,290279,24023,56792,8754,3195,0,0,499191,152092,263829,23825,53537,2934,1531,22452,50584,1527,1710,0,590880,141516,341426,29082,74938,22929,3910,590880,141516,341426,22732,65802,1621,1845,2579,13359,503297,154098,264890,23666,53973,3179,1410,0,0,0,0,0,511232,145176,280044,23251,56563,2752,1460,21627,53423,894,1460,507514,137799,282109,22905,58350,2792,1350,21016,54856,753,1350,261221,151276,109182,252505,150242,102263,277244,170270,90662,236099,141711,94388,232321,145121,87200,273131,168119,99391,348655,215396,125512,230186,135338,91267,190211,108986,81225,190857,105416,85441,187001,103053,83948,186615,103834,82781,187298,104980,82318,186353,100795,85558,253607,145156,106261,310791,172644,128621,298343,165387,132956,298369,164342,134027,0.3083,23,0.1035,1,8
42,42,746382,373003,222851,52392,96687,11373,6881,0,0,761478,363558,237980,51370,104948,11811,7562,0,0,757992,343518,239973,55206,111626,23528,7236,760067,343883,240878,55354,111032,22928,7077,760997,360407,239386,52315,105740,11397,6831,41392,86435,1671,2749,2860,26088,754887,349327,242309,52525,106663,15846,6816,587621,320693,149689,38128,75573,8334,4658,0,0,539536,306597,120117,36152,66729,4782,2728,33928,61882,1787,2820,0,620533,301502,176811,42725,89548,18347,5402,620533,301502,176811,33865,75858,1540,2410,3481,25066,545076,305970,126212,36635,67063,4882,2055,0,0,0,0,0,547980,299603,134193,36396,68680,4903,1796,32836,62192,1426,1796,546187,291700,135858,36225,72083,5173,2022,31827,64486,1739,2022,300195,167759,131595,291619,156801,134818,313401,173517,119343,285542,161045,124497,280356,161555,118801,316371,180959,128471,388327,227988,151313,282189,156558,121185,250049,137457,112592,247976,132385,115591,246462,130483,115979,243570,131367,112203,247534,133470,114064,245329,127950,117379,302989,167581,132899,349656,192310,146354,340457,184791,155666,339218,183900,155318,0.1882,0,0.1497,12,1
43,43,738768,54798,401249,222209,65793,9862,6302,0,0,762150,54850,435015,204215,70619,12000,5819,0,0,754875,52230,431737,200418,74177,26046,5844,760067,52450,433512,201912,75741,27444,5906,754824,52155,432895,198334,75892,13297,5265,182622,64447,1210,2669,3920,14897,747236,52137,433075,190809,76157,18854,4386,522969,46980,261101,163809,52038,6853,4054,0,0,426304,44884,188251,146662,40119,3011,2047,143389,38365,1160,2389,0,569643,45349,307997,155908,60171,19946,4233,569643,45349,307997,142311,53176,896,2421,3357,14136,423434,43225,188769,142641,42377,2437,2010,0,0,0,0,0,432048,43841,199460,138893,43961,2634,1336,134616,41382,899,1336,430193,43111,203217,132526,45714,2599,1158,128327,42918,954,1158,203917,171576,31569,207328,180224,27104,220096,185173,25041,180758,150335,30423,178042,151143,26899,211941,176300,32003,270712,218705,46038,163483,132501,28817,123997,99174,24823,124531,97558,26973,121359,94968,26391,121252,92481,28771,121411,96099,25312,120845,93984,26861,178629,138167,38823,223391,162810,53414,211781,156048,55733,211281,154958,56323,0.3121,25,0.197,24,31
44,44,756595,70227,530772,85669,70579,11754,10665,0,0,772189,61687,553706,81677,75648,12375,9524,0,0,757709,60671,534326,83548,79622,30245,8755,760067,60389,535795,86054,81117,31427,8851,766868,61317,551870,81292,75756,13048,7809,68929,66099,1191,4386,1505,11578,759222,59189,543811,81169,79067,20388,7857,533486,61515,352713,61628,55588,8253,6886,0,0,422812,53677,256839,58166,46049,2692,3727,55850,44708,1105,2395,0,577278,54019,391215,63997,65567,23573,6538,577278,54019,391215,56080,58346,1135,4198,2346,9939,428711,52902,265495,57452,45255,2692,3228,0,0,0,0,0,436200,51098,271301,56467,49312,2388,3598,53929,47434,658,3598,435332,51003,271541,53719,51547,2445,3066,51329,49333,599,3066,173108,134258,38170,186827,152642,34185,210652,167919,32208,166830,130094,36736,164352,132919,31433,200517,157022,39667,261940,197434,58412,155700,117590,35779,116836,86762,30074,117481,84603,32878,113847,82244,31603,113953,80796,33157,114095,82976,31119,113367,80165,33202,172482,122658,48141,219761,145044,67751,208407,140055,68352,206736,138070,68666,0.252,1,0.1377,9,20
45,45,743271,195719,249430,24662,274069,9707,6392,0,0,755107,172681,258652,25829,298707,9021,6504,0,0,758321,151369,262489,25832,316702,18615,6928,760066,151712,263412,26743,316279,19358,6717,748033,168681,249934,25388,305706,9688,6449,18031,286294,1124,2701,1851,19426,744927,159118,255306,25689,304401,12953,7545,562285,166243,166350,16877,210800,6865,4231,0,0,494681,145892,132169,15902,192682,3150,1967,14580,188520,1453,2977,0,603306,132700,190963,19128,255728,14321,5065,603306,132700,190963,14555,244875,1035,2453,2139,14586,494550,142835,132187,15055,196838,2764,1852,0,0,0,0,0,498255,135151,140855,15025,199433,2377,2695,13862,193746,772,2695,493007,126236,139756,13859,205593,2475,2664,12665,199250,862,2664,247176,125487,121063,236124,128321,107803,254163,147086,93147,222380,119945,102435,218115,121553,96562,257454,142659,110054,336493,182099,148046,226636,120323,103315,193732,99266,94466,192709,98731,93978,191631,95686,95945,188969,96033,92936,192310,97652,94658,191260,94386,96874,250354,129449,118941,300328,151753,139878,290553,149160,141393,287759,147141,140618,0.3862,54,0.0966,0,15
46,46,755273,158069,484647,20585,93724,11650,4971,0,0,780876,148648,500258,21192,112492,9202,5072,0,0,757683,132297,484608,20979,117873,33504,5251,760066,132689,486278,23761,119649,31768,5503,783299,148348,498744,20965,116821,10781,5514,13616,103262,1410,2736,1270,13911,760917,137313,484742,21362,117723,16266,4708,539979,136018,315240,14411,73691,8069,3281,0,0,419803,127195,203835,11601,71791,2289,2074,10752,68814,1035,1083,0,579828,116973,346791,15716,96490,24915,3751,579828,116973,346791,11344,88619,1167,1769,2041,11124,441644,129308,220975,11206,73798,2164,2088,0,0,0,0,0,445107,119278,231550,11817,76896,2189,1629,10503,73208,830,1629,445582,113518,233615,11324,81178,2387,1601,9567,76840,874,1601,174077,101004,72483,172043,104335,67708,203064,130126,60820,170969,105799,65170,169592,109058,60534,200578,127295,69223,260764,164307,90684,167007,101475,62910,135752,79941,55811,134466,77477,56989,134871,77225,57646,132621,76608,56013,135424,78868,56556,134664,75097,59567,185449,109373,74367,227530,128596,91799,222172,128822,93350,219639,126954,92685,0.4301,72,0.1187,5,21
47,47,642455,365529,108130,13937,153821,5793,3371,0,0,723533,372955,123301,18027,209179,6825,3892,0,0,759243,353314,137500,21810,239245,13359,4256,760065,353573,137878,21860,238792,13660,4246,719489,358818,123999,20195,214944,7985,4424,11243,187585,1016,1442,2288,33098,751865,354860,131783,23537,238437,10292,5535,499699,298658,73550,9641,115794,4089,2338,0,0,486307,293638,67907,10136,109232,2709,648,8762,100739,988,2210,0,607214,299582,101553,16291,182129,10102,2966,607214,299582,101553,10641,165348,699,834,2959,25598,486132,286237,70360,10548,112522,2909,881,0,0,0,0,0,511197,286627,77163,12705,126658,3173,1526,10172,116568,722,1526,517369,279549,80899,13921,135161,3106,1555,10933,123561,746,1555,279312,142958,135786,273966,128611,145355,295756,155989,122746,280500,147708,132792,275259,148443,126816,308515,167805,134821,383910,219008,157105,285025,153442,127745,259542,139212,120330,255843,134687,121156,257329,132619,124710,251868,133858,118010,258161,136278,121883,256553,131403,125150,310263,166803,140438,357754,190234,154166,350464,185019,165445,347131,182854,164277,0.4541,82,0.2356,34,45
48,48,688041,346171,253085,32279,52526,16968,5833,0,0,757842,345687,303232,40095,64116,16848,8068,0,0,758048,325243,303996,43945,74219,32114,7456,760066,325779,304909,44321,74155,31929,7238,761866,340625,307508,42921,66610,19163,7794,28961,46801,5916,3603,1264,27214,758051,326992,309336,42837,71797,22693,7545,506956,283870,160014,20507,37033,11232,3584,0,0,496083,280749,144792,23555,34898,6957,2747,20874,30743,4328,2909,0,580265,274728,208488,30504,54558,23016,5084,580265,274728,208488,22504,43139,4396,2246,2686,22078,502395,276092,152756,25273,35393,7618,2416,0,0,0,0,0,512213,269161,163822,26669,40385,7130,2203,23137,34621,3757,2203,522316,263525,170270,29237,46645,6906,2211,24904,39758,2853,2211,226682,106708,119094,230510,104712,125798,261942,122931,123869,237429,115826,121603,233306,117350,115956,267893,133722,128944,341175,179202,154412,247149,123581,120194,220851,111681,109170,223784,109469,114315,217562,106811,110751,221196,109912,111284,220402,110377,110025,219196,106939,112257,274700,138980,133667,328054,165384,154132,320558,161392,159166,309826,155990,153836,0.3973,59,0.0988,0,23
49,49,692845,437809,141722,22238,88105,8917,6089,0,0,740769,449162,156993,24941,108280,9700,7024,0,0,758652,434383,163569,26515,122511,18491,7577,760067,434796,164145,26638,121957,18805,7387,745799,438198,162743,26823,116703,11182,7086,16258,89388,2115,1846,1403,33841,743734,422069,167573,28802,122405,14001,5545,521739,347853,92882,14503,62188,6157,3905,0,0,514587,349485,85351,15193,56096,4285,1458,12864,49979,1893,3030,0,591574,356610,116236,19096,88280,13692,5173,591574,356610,116236,12459,74096,1612,2236,3002,25323,514597,344298,87104,15136,59484,4437,1273,0,0,0,0,0,519136,337181,92872,15968,64592,4604,1066,13141,55745,1493,1066,529098,337748,95067,17033,69922,4667,1304,13360,60166,1103,1304,300677,152291,147682,296830,138736,158094,322115,166708,136094,308731,160369,148362,301172,160035,141137,334172,179136,148315,406458,229526,167891,314900,168240,142318,291277,156583,134694,292861,152520,140341,288175,147809,140366,289076,152681,136395,289101,152547,136554,287395,148087,139308,340960,183582,154583,388330,211925,164898,382588,203267,179321,375763,199204,176559,0.3445,38,0.1924,23,34
50,50,709447,443403,115027,27689,120160,10260,5587,0,0,763672,441192,141182,32568,147391,9860,7741,0,0,759364,416925,140853,33384,155282,18346,7275,760066,417088,140896,32977,154045,18609,6928,769874,436384,147109,33279,150532,10477,7569,21332,123848,2144,2721,2302,34032,749789,413338,147260,34470,147756,12713,6983,576654,376811,81406,20058,93648,7483,3877,0,0,559830,363038,82490,20753,82234,5314,2289,18016,73730,2089,3981,0,627559,360378,104836,25286,123448,13949,5200,627559,360378,104836,17579,106549,2156,1873,3913,30275,568161,364206,87297,21141,84715,5106,2375,0,0,0,0,0,557737,349603,89547,21690,86533,5072,1603,18022,76641,1372,1603,562281,349531,91075,21969,89246,4722,1944,17533,77964,1172,1944,325201,172655,151793,307597,155771,151826,327981,177367,129599,300998,164756,136242,292748,164135,128613,330968,186481,137181,404074,239765,154464,302312,170610,126968,271227,154522,116705,274276,151344,122932,268038,146471,121567,270660,151130,119530,269197,151186,118011,267237,147313,119924,324731,185298,136593,371751,214074,146224,363803,205797,158006,356030,201150,154880,0.2705,8,0.1071,2,14
51,51,712757,405265,169669,64968,71433,14178,7951,0,0,768841,417447,196502,72823,83549,14502,8409,0,0,758012,384933,204855,69955,90361,24193,9326,760067,385587,205434,68684,88812,24538,8772,765033,411124,196916,71801,86621,16084,8471,54072,61497,2639,2494,1832,34461,767095,400241,208826,70227,86981,17065,9673,561597,342934,115216,44168,54476,10034,5236,0,0,558788,339630,113400,45021,48760,6375,2420,41146,42021,2458,3980,0,608756,328618,148586,50274,70206,18237,6371,608756,328618,148586,39085,53631,2697,2787,3409,29943,562676,338126,118960,44229,49641,5929,2178,0,0,0,0,0,568684,331465,130217,43573,51356,5194,2868,38850,43461,1558,2868,572833,326644,134440,43727,55903,5273,2646,38151,46219,1352,2646,309800,175855,133216,293336,165183,128153,318830,180744,118963,284419,166125,118294,277833,167015,110818,316762,186930,123290,388146,233972,145350,280553,164098,112279,244821,144578,100243,247438,141635,105803,242419,139066,103353,244613,141731,102882,243798,143287,100511,241894,139032,102862,303323,177437,123361,355638,205084,140213,345532,200287,145245,337351,195548,141803,0.2972,19,0.1621,16,30
52,52,731471,131262,430731,68160,109805,11713,8079,0,0,780849,127695,472829,69655,122362,10393,7957,0,0,761247,117709,459807,69143,123006,25995,8461,760066,117198,459616,68467,122027,29206,8184,783848,133433,467879,72116,122493,12021,8724,54354,100002,1262,3754,1870,21296,771892,128428,461603,71830,121923,17620,7449,527198,112641,286501,47694,81685,8160,5238,0,0,472643,108742,241004,42995,71825,2415,2978,40925,67994,1188,3044,0,580170,101922,333445,50356,95145,19792,5903,580170,101922,333445,40867,81049,1686,2610,2218,16373,490593,114616,248956,44901,73393,2423,3196,0,0,0,0,0,495806,111958,258048,44077,73446,2518,3034,41138,68143,936,3034,489257,107076,257338,42303,74017,2826,2392,39064,67702,986,2392,200711,126894,73171,200173,131647,68526,244110,166832,64326,195516,126593,68923,192531,130657,61874,234203,156252,73531,306819,201155,99185,194922,124815,67305,155333,96433,58900,156915,94702,62213,154049,93538,60511,154952,92887,62065,154822,95520,59302,153984,91560,62424,217868,132951,83146,272681,156736,108793,264782,155202,109580,255994,149942,106052,0.1913,0,0.2389,35,47
