ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_PacificAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_18_SEN_Total,E_18_SEN_Dem,E_18_SEN_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_18_AG_Total,E_18_AG_Dem,E_18_AG_Rep,E_18_TREAS_Total,E_18_TREAS_Dem,E_18_TREAS_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_16-22_COMP_Total,E_16-22_COMP_Dem,E_16-22_COMP_Rep,E_22_SEN_Total,E_22_SEN_Dem,E_22_SEN_Rep,E_22_GOV_Total,E_22_GOV_Dem,E_22_GOV_Rep,E_22_AG_Total,E_22_AG_Dem,E_22_AG_Rep,E_22_TREAS_Total,E_22_TREAS_Dem,E_22_TREAS_Rep,E_22_CONG_Total,E_22_CONG_Dem,E_22_CONG_Rep,E_20-24_COMP_Total,E_20-24_COMP_Dem,E_20-24_COMP_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep,E_24_SEN_Total,E_24_SEN_Dem,E_24_SEN_Rep,Reock,Rating,Polsby-Popper,Rating,KIWYSI Score
11,11,566507,368180,101340,67301,29726,5112,1600,689514,428394,142329,81974,37850,5820,1798,0,0,769221,447500,168639,91751,44077,13648,1936,708830,432792,155735,80600,39842,5277,1796,65579,32909,1701,511,16434,752780,442117,169880,91788,41780,8886,1418,448003,307138,70638,47484,22043,3698,1099,513121,355257,81119,51369,20638,3248,422,49366,19088,1256,422,1283,0,622027,384561,123284,66937,32919,10602,1408,622027,384561,123284,55890,27797,1335,513,23395,526871,360693,89819,50067,22078,3035,368,0,0,0,0,557045,373861,97709,57254,23531,3582,258,53790,21511,861,258,599670,394315,107650,66270,26195,3667,431,62858,23381,550,431,260192,116612,140991,277241,119544,157697,337842,142011,183528,332135,128247,190231,311012,134550,176031,310948,134515,172712,308019,123057,180068,303843,127743,175942,336387,141755,188683,423819,189517,230117,340319,137771,199500,325374,126201,196394,325651,120423,203472,321953,113906,208047,319121,118920,200201,322128,116122,201320,381420,153178,225123,450673,187138,257579,444921,181639,255594,0.393,57,0.3267,57,58
12,12,667171,422548,146326,79661,23615,6207,1339,751617,440912,197388,92447,29875,7418,1269,0,0,769221,429649,203894,92266,38977,15264,1609,767502,443196,206911,96751,32728,6940,1240,69988,25256,1595,449,18075,781500,441099,216869,100048,34650,8822,1424,517593,344684,104881,53333,16731,4528,901,543932,356410,114226,54209,14465,3543,396,51476,12881,1457,396,1046,0,611856,360307,151776,65458,28518,11613,1118,611856,360307,151776,51896,23706,1191,295,19606,556497,358401,123174,54802,15515,3367,483,0,0,0,0,569229,361594,129791,55864,17156,3292,451,51351,14790,828,451,585290,370221,131966,57463,20530,3734,437,52279,17177,618,437,296987,153509,140246,298090,153773,144317,337176,153722,168020,329807,144215,168655,290061,142063,146835,290078,140012,145423,288023,124601,158202,284010,133029,150645,321516,148216,165816,398692,185004,208306,311594,135695,171653,282642,114195,164451,283244,111536,169509,280588,107280,173308,277915,110913,167002,279812,113460,166114,334251,139718,190778,384441,159992,218925,378109,159809,210056,0.3877,55,0.4002,75,63
13,13,732618,591740,64558,46968,27104,6021,1494,769204,592774,81987,60938,33714,6394,1728,0,0,769221,567259,91148,59474,36497,15175,1646,774496,590466,84197,65094,34384,6546,1570,48126,27377,1626,615,19632,769028,572993,89133,67402,35340,7926,2114,599736,502136,44345,30814,19796,4526,1009,601225,496232,46480,35267,18444,3610,446,32412,16246,1650,446,1120,0,643737,494870,66182,41381,28007,11992,1154,643737,494870,66182,33275,23319,1376,444,21569,608692,497563,48555,37869,19905,3794,446,0,0,0,0,611050,488584,54865,41868,20970,3997,330,37712,18553,788,330,616763,487189,59602,41806,23430,4168,389,36313,20594,551,389,363958,183376,175988,354128,174724,179404,389140,166993,202454,379198,159322,198264,335546,162167,171972,335086,155717,173259,331484,135032,189249,327653,148795,178388,367038,163048,194847,438499,199274,233340,356870,154231,197662,328066,135701,187221,329085,133349,193634,325074,126962,198112,322314,131931,190383,325816,143402,177267,371847,157698,210148,409293,174633,228934,402935,174883,220025,0.5035,100,0.5559,100,94
14,14,620478,377974,151164,73256,21950,5988,1389,732256,405922,199790,100799,31295,6547,2167,0,0,769221,396612,218043,114827,37890,16278,1896,748512,408126,204317,109988,32162,6682,1876,87576,22764,1460,529,20320,768615,399616,218409,118427,33943,8418,2247,469779,304850,101916,48731,15606,4190,939,513991,326996,106895,60062,15036,3441,419,57696,12851,909,419,1521,0,595835,328718,155046,79813,27812,12361,1345,595835,328718,155046,64901,22232,1337,422,19966,528940,331196,112472,65001,15254,3443,329,0,0,0,0,543043,328611,121540,71260,16282,3271,475,67275,13230,695,475,574067,337664,128438,82306,19755,3473,464,76416,16229,373,464,266429,124453,139294,277464,129676,147788,324372,145385,162884,318073,133161,170056,284577,137007,146638,284582,136308,144271,282169,119859,157518,277984,128808,148874,314256,143520,163689,395901,189458,200699,305062,134854,166015,276777,115623,157585,277319,112659,162540,275041,108875,166166,272340,112495,159845,273656,117195,156304,332756,144556,184540,389451,171478,212233,384612,168789,208643,0.5002,100,0.4374,84,77
15,15,663969,453367,82925,107165,22511,6221,1115,741013,467359,117291,126831,33579,6957,1477,0,0,769221,463357,128095,130612,39170,15842,1680,760833,473441,125408,131134,36861,7266,1417,108236,29698,1663,306,19033,784385,477169,136467,132545,40215,9590,1420,527082,379599,57532,73683,16253,4598,791,557529,388726,70978,77896,14939,4038,181,74926,13253,1405,181,1161,0,619782,396132,92649,93253,29211,11997,1120,619782,396132,92649,80919,25031,1574,294,20030,574149,395008,77946,78994,16384,4102,324,0,0,0,0,596805,401869,87259,81807,19019,4541,324,77146,16454,1103,324,621778,410807,98778,83789,20633,5449,431,77456,17972,1000,431,304978,157662,143221,300285,154271,146014,334307,143745,176208,327082,139436,168256,290325,136025,153035,290504,133431,151461,288209,120996,161358,283955,128294,155332,319530,141103,170736,394126,173755,215554,310125,127436,178804,282612,106899,171707,283110,104305,176593,280571,99997,180574,277945,104377,173568,279694,105751,173767,338321,133864,200723,400234,157393,236555,394055,160527,223793,0.3203,28,0.258,39,37
16,16,675743,469891,90336,99428,15170,5459,1028,750972,513001,111043,106034,19723,4852,806,0,0,769221,511146,119152,104272,22520,13295,1299,765833,523360,114027,106036,20382,5044,971,93100,16360,1352,428,15611,771432,523691,116709,103591,21588,7667,942,540403,401130,58689,68037,10999,3937,674,576137,435889,53435,72020,10398,3526,292,69832,9211,1193,292,774,0,635485,449118,82021,76140,17148,10299,915,635485,449118,82021,68726,13818,1300,349,17853,591639,446563,57765,71979,11190,3461,250,0,0,0,0,602595,453529,61890,70119,12171,3819,189,65998,10494,719,189,630166,470201,68836,70849,14666,4322,354,65221,12399,568,354,320233,165066,151421,318604,159862,158742,362284,163344,183465,355305,154538,184470,326954,159604,166198,326666,155819,165859,323283,140752,176236,319572,148782,170469,352529,162055,183154,427170,199416,222824,350496,154060,192499,330865,137504,189516,331500,135061,194716,328191,129155,199036,325224,132882,192342,328220,132955,190331,379097,161357,214537,433163,184339,243417,427563,182375,238373,0.3694,48,0.3679,67,63
17,17,657263,517598,68632,59258,10699,4945,905,753198,575209,94345,65726,15836,5567,1023,0,0,769221,570932,102054,64658,17911,12830,1014,766248,580568,96472,68943,16677,5484,1104,58779,13044,1317,290,13262,781290,581546,105289,69856,17465,7564,1300,547625,452054,46516,39660,7799,3711,638,590532,495695,44659,37895,7994,3143,236,36669,7093,922,236,884,0,655953,512425,72168,45497,13689,9976,726,655953,512425,72168,38906,11017,1140,186,17446,607065,503375,49008,41632,8903,3547,215,0,0,0,0,621899,511840,54233,41770,9872,3377,236,39194,8342,794,236,647058,525510,60069,44304,12023,3813,294,40881,9862,651,294,329746,161204,164327,323766,149509,174257,374268,152684,207803,366294,139609,210349,337434,148785,187694,337652,144364,188034,333518,133508,193615,328780,138886,189695,363996,150878,206287,443876,189104,250655,363637,143318,216910,344318,126521,214520,345039,123556,220014,340555,118992,221563,336485,121420,215065,341245,123739,215519,395124,150195,242137,453507,174415,274186,446748,168162,272595,0.2546,2,0.315,54,45
18,18,621479,387883,120798,101460,13518,6237,1400,724001,406492,180614,123886,16247,6547,1393,0,0,769221,399988,213188,131391,20396,17107,1559,742840,408657,191443,129410,16461,7498,1164,109907,12185,1666,341,14722,783915,405552,223153,138242,20090,8619,894,471880,317352,78061,67083,9580,4440,934,522227,331434,103670,73926,9026,3225,394,72160,8091,1505,394,803,0,599646,337325,149406,91785,15301,12869,1149,599646,337325,149406,78123,12102,1408,265,17975,534633,335275,110233,75801,9169,3391,318,0,0,0,0,565206,337996,130729,80452,10706,3579,425,77047,9226,846,425,601900,343442,151515,89101,12333,3840,338,84115,10213,597,338,254096,121602,129610,255658,123735,131923,303199,131343,159066,296763,122300,159765,258709,116526,141230,258244,115356,138653,256061,106568,145165,252836,111681,140914,288798,125538,156995,365753,162062,199004,274778,112790,158577,242008,91438,147652,242423,89145,151526,239524,85619,153905,237433,89013,148420,230514,37540,151500,304239,121931,179289,372105,152345,215216,365408,150142,208341,0.6115,100,0.4134,78,82
19,19,646515,482739,116760,36330,11365,3847,995,750649,528346,160443,46827,15243,3995,960,0,0,769221,526231,168259,47721,17910,10458,1005,767991,536586,167886,45113,16156,3498,719,36270,12861,936,255,9735,777069,530211,175293,49128,18232,5979,691,528424,417112,79859,23061,8126,2778,711,566432,455095,74124,25127,8941,2434,156,23864,7813,1096,156,683,0,645329,468522,122093,32734,13636,8023,729,645329,468522,122093,25994,10698,899,205,14416,580753,463098,80127,25209,9414,2178,118,0,0,0,0,595680,462159,91746,27815,10486,2572,168,25591,8891,464,168,618450,476065,98492,29359,10851,2792,248,26271,9107,407,248,304976,126612,175274,303342,116250,187092,361337,132367,217409,356223,109529,234626,322153,120717,200422,321566,117104,200087,317053,106782,205320,311834,113167,198458,349618,124824,219396,427434,165037,259154,337430,115594,219220,307725,93902,211489,308317,91669,215519,303231,90048,213183,300421,90641,209780,304725,95540,208856,364212,119639,242352,424197,145965,273568,416761,130952,281397,0.4503,80,0.3859,71,67
20,20,689857,253438,125779,293610,22194,4139,2379,758825,222933,170491,346894,26328,9172,1312,0,0,769221,205964,182345,349565,28290,8786,1511,766001,219753,172539,350486,29787,8289,1652,327779,21706,1195,349,17288,768568,199788,185878,356853,30638,11253,1201,540096,223006,95705,206794,17014,3025,1853,494961,187578,92646,198689,12061,2097,136,195291,10969,814,136,2146,0,613033,184626,142604,257938,22585,6963,1191,613033,184626,142604,238079,17547,874,220,22374,506223,183062,98231,205503,14593,2155,211,0,0,0,0,509644,170776,108984,209386,15720,2731,420,203877,14617,512,420,517981,165653,115295,215366,16588,2673,246,209426,15048,455,246,285036,216138,67108,292286,224783,67503,318861,237566,73584,312109,228404,77110,262828,204244,57997,272299,210179,60238,268362,204271,60484,266683,205788,60644,298781,224994,70192,359683,265212,91710,264881,192392,70221,217356,151508,63711,217557,147592,68233,214496,148028,66468,213619,148212,65407,211444,148495,61426,275551,192713,80647,325400,221083,100489,320580,222639,93283,0.4862,94,0.4152,79,73
21,21,675378,474146,94589,91460,15710,5643,1245,747997,496927,119961,110064,22521,5281,1505,0,0,769221,486490,134189,115167,23754,12877,1401,759887,499583,122980,114132,21521,5605,1528,100350,17065,1298,383,15276,773751,492783,132530,120410,23274,7332,1146,538806,400837,64231,61886,11360,3927,908,564626,420705,65116,64185,11090,2602,254,62255,10223,1093,254,1066,0,627454,423674,94549,82252,17796,9654,1042,627454,423674,94549,72894,14066,869,245,17998,575554,425818,68019,67503,10635,2577,255,0,0,0,0,590855,424007,76721,73442,12545,3256,248,69346,10741,532,248,610542,427453,85195,78998,13869,3747,311,74239,11831,605,311,326640,165720,157794,329203,156853,172350,374757,162763,199110,369469,167140,193330,333848,157225,175527,333013,154196,175332,328743,142152,180817,323010,147143,175539,362802,163711,193731,441689,199523,238441,354387,148077,203197,327866,126980,198046,328249,122589,204177,324506,119486,205020,321471,122186,199285,325345,119323,206022,385990,157255,226145,451872,186840,259933,444881,187536,251202,0.4943,98,0.5123,100,80
22,22,676757,366229,191994,92788,27237,4543,1503,767425,369042,250300,114873,36616,4773,820,0,0,769221,350497,254822,113224,40342,10507,1290,782291,371570,259376,119948,35624,5356,1157,102799,28457,1285,168,15062,777058,353380,262905,120490,37142,9509,1142,503508,288662,132433,63349,19361,2951,1064,497700,288430,123317,65098,17560,2045,314,63424,15647,1082,314,1220,0,595366,291480,184519,80805,29309,7735,948,595366,291480,184519,69841,24375,831,179,19534,512164,291237,132597,67651,17173,2121,150,0,0,0,0,512773,282215,139743,67570,19147,2483,0,64268,17095,917,0,532623,287250,143728,75112,21688,3119,316,70232,19412,1061,316,271978,147648,122358,275730,145582,130148,324737,168161,146477,318174,151888,158541,277646,148365,128694,280416,147652,130202,276449,140889,131181,273251,143718,129302,310603,159139,146983,388260,198114,186929,298116,142536,152979,267794,115981,149542,268171,112600,154308,264441,111961,152480,262821,111815,151006,264060,115010,146402,326106,146392,177360,388170,171280,211914,382349,168226,209214,0.4537,81,0.3968,74,69
23,23,676573,340187,157864,165413,17256,7239,1964,757637,333039,204705,204041,20275,5210,1388,0,0,769221,326237,219030,199453,23725,14114,1330,760443,330914,204757,207712,21457,5211,1315,188700,16712,734,189,15404,773057,316946,220619,215618,22527,6525,1343,538358,301264,113114,113314,12900,5033,1426,506682,289468,90708,112008,10635,2373,276,109892,9565,509,276,1533,0,620743,295326,160750,143614,18423,10165,1046,620743,295326,160750,130900,14946,700,260,14593,518093,290789,95243,116683,11524,2686,208,0,0,0,0,527722,284657,105716,120987,12508,2398,304,117040,11206,341,304,535375,281638,110420,125272,14128,2618,260,120799,12712,450,260,278298,189993,86320,278890,187532,91358,311337,198452,104281,304776,185944,111383,274049,180180,93181,273097,180125,90850,269986,171348,93868,265685,175090,90279,298464,190386,104012,360417,226632,130749,277066,167869,106776,240115,136547,100879,240559,133331,105790,237936,132078,105858,236080,133923,102157,238234,140880,97354,291737,168372,121128,339960,191314,144504,333521,189714,139192,0.5147,100,0.4767,94,86
24,24,722218,94003,231985,405645,14077,4965,3092,798463,92334,291289,421580,13499,3436,2001,0,0,769221,83808,309212,380203,16125,8601,1084,799132,90061,298574,420063,12843,4503,1784,387018,9194,1105,319,8970,793708,85775,318237,399466,13501,5269,1268,545900,79830,180994,290880,10954,3485,2451,488436,70739,154097,253888,6483,1527,392,252285,5952,1021,392,1436,0,605907,70260,247952,289130,12951,6725,894,605907,70260,247952,261080,9540,596,147,12578,491484,67730,158735,255299,6597,1463,388,0,0,0,0,491985,65165,171270,246279,6813,1544,235,242913,6373,675,235,490485,63937,177528,238770,7830,1693,112,234851,6942,499,112,262707,223897,37179,266172,232714,33458,283529,237143,40004,277779,221229,50315,229294,194935,33788,233555,199601,32152,229884,192778,33940,228267,193643,34179,261333,215283,42896,316184,246096,67594,223591,176020,45564,172405,127936,42356,172555,125231,45443,169045,124797,44248,167793,124991,42802,169234,129119,40115,229980,167792,60227,278540,191452,83867,273559,191045,78082,0.4124,65,0.3249,56,61
25,25,704382,452769,181860,52336,18439,3459,1035,734039,435863,219115,56879,21847,4703,945,0,0,769221,440052,220469,62078,26106,7982,1085,742463,433533,228160,58787,22772,3815,1028,46338,17672,921,441,10761,752967,421283,229922,65457,24599,5118,938,593965,391985,148862,38721,14714,2693,827,512244,343712,122206,32066,11078,2319,197,30261,10104,959,197,865,0,648772,382680,179993,48108,20789,6342,814,648772,382680,179993,37210,16140,577,169,25562,517613,339595,131240,32339,11494,1955,313,0,0,0,0,528448,337123,137699,37116,13299,2194,290,34237,11300,670,290,536717,340272,138179,39772,14945,2005,482,36533,12062,644,482,315516,178825,134531,313378,169084,144294,346258,188436,148040,338516,172513,157837,291969,163885,127472,295490,161739,131223,291020,156203,129403,288262,159703,128223,327011,175306,147140,400621,209005,188734,310341,156889,150880,276278,129346,144396,276751,125529,149793,272487,125183,147304,270761,124385,146376,271723,130370,139227,329136,154846,172029,379038,169978,204494,371723,169817,197331,0.1834,0,0.1682,17,28
26,26,703539,122903,492715,78664,23640,2976,770,761778,113711,552094,80961,29985,3071,1029,0,0,769221,101954,560623,85412,31589,6097,808,766748,111205,552529,87531,30703,4088,969,66436,23104,1059,251,9770,760730,103620,554702,85446,29758,5334,683,541178,91070,386503,57272,17253,2028,612,460648,83507,313021,45864,15452,1347,214,44819,14362,745,214,1471,0,615491,77152,457140,65611,23908,4673,606,615491,77152,457140,48852,19676,628,91,9339,471659,81352,322559,49104,15122,1540,218,0,0,0,0,467783,76894,324150,48880,14645,1216,238,47469,13508,638,238,472118,74695,329254,50999,13971,1424,178,49138,13105,462,178,243477,125991,116158,246992,140091,106901,290150,169889,112089,285316,143233,136189,229997,127850,101684,232307,127908,101798,227259,122646,100321,226852,124362,102192,268008,143498,120900,345108,169398,173413,248808,120405,126334,211037,85624,123666,211188,83921,125970,207281,85699,121582,206091,83874,122217,207913,84565,123348,270057,114748,153568,327045,131900,191796,320791,132055,184773,0.5033,100,0.5336,100,95
27,27,712673,140314,511392,57617,16278,2432,712,770319,127344,579768,56782,19522,3502,672,0,0,769221,131486,566995,55487,20496,6829,717,773393,131614,576149,55285,21723,3371,537,39567,15667,581,44,7598,754465,127345,558250,54268,22677,4810,374,575889,110609,418376,44030,13161,1844,527,461976,91771,328784,31268,8596,978,85,30496,7781,410,85,613,0,636033,106773,472417,44889,16686,5465,581,636033,106773,472417,30183,12792,239,104,10888,468115,93308,333002,30557,9446,882,25,0,0,0,0,470333,91318,336265,30619,9784,1107,95,29088,8462,463,95,475838,95500,335752,30437,11038,1400,157,28315,9436,504,157,273891,132329,139793,277297,145699,131598,307874,175715,121689,303694,145344,151816,257520,140281,116691,256347,136430,117004,248834,129521,114540,249995,131443,118195,288359,150812,133328,358962,177712,178550,271765,131994,137341,237844,100070,135705,237989,98592,137902,233836,99982,133854,232664,97185,135479,236387,100839,135543,289586,126724,160949,338423,142685,191851,332842,141317,187566,0.6678,100,0.6904,100,100
28,28,680024,125265,471135,80554,14544,2884,978,749768,121482,541033,85270,15538,3473,884,0,0,769221,116599,558804,86401,17258,9046,785,751003,128417,533622,84589,15807,3661,874,66801,12277,411,229,5974,763409,124624,545312,89780,15739,5889,1322,517488,98655,360412,55113,11120,2128,756,455790,91721,309136,45518,7948,753,75,44345,7538,378,75,613,0,609100,93344,446174,62909,13562,6966,584,609100,93344,446174,48606,9984,457,139,8160,463726,94796,313577,45746,7948,787,114,0,0,0,0,486139,94721,333338,47803,7819,1302,164,45869,7021,463,164,492382,91758,341249,48504,8091,1499,236,46274,7216,482,236,237186,119844,115498,236183,130261,105922,284266,158917,115376,279726,133063,139670,229917,122460,106915,229051,119945,106261,223282,113364,105027,224085,115965,107769,264414,134417,125819,343052,158945,181518,248740,112137,134229,213660,78117,133633,213815,76398,135883,210682,77967,132715,209428,76477,132951,212000,76797,134867,274396,106758,165814,336629,124038,209511,331060,125115,201818,0.2004,0,0.2344,34,23
