ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,T_23_ACS_Total,T_23_ACS_White,T_23_ACS_Hispanic,T_23_ACS_Black,T_23_ACS_Asian,T_23_ACS_Native,T_23_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_PacificAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_23_CVAP_Total,V_23_CVAP_White,V_23_CVAP_Hispanic,V_23_CVAP_Black,V_23_CVAP_Asian,V_23_CVAP_Native,V_23_CVAP_Pacific,V_23_CVAP_BlackAlone,V_23_CVAP_AsianAlone,V_23_CVAP_NativeAlone,V_23_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_14_SEN_Total,E_14_SEN_Dem,E_14_SEN_Rep,E_14_GOV_Total,E_14_GOV_Dem,E_14_GOV_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SCC_Total,E_16_SCC_Dem,E_16_SCC_Rep,E_18_CMPTR_Total,E_18_CMPTR_Dem,E_18_CMPTR_Rep,E_18_SEN_Total,E_18_SEN_Dem,E_18_SEN_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_18_AG_Total,E_18_AG_Dem,E_18_AG_Rep,E_18_LTG_Total,E_18_LTG_Dem,E_18_LTG_Rep,E_18_SCC_Total,E_18_SCC_Dem,E_18_SCC_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_SEN_Total,E_20_SEN_Dem,E_20_SEN_Rep,E_20_SCC_Total,E_20_SCC_Dem,E_20_SCC_Rep,E_16-22_COMP_Total,E_16-22_COMP_Dem,E_16-22_COMP_Rep,E_22_GOV_Total,E_22_GOV_Dem,E_22_GOV_Rep,E_22_AG_Total,E_22_AG_Dem,E_22_AG_Rep,E_22_LTG_Total,E_22_LTG_Dem,E_22_LTG_Rep,E_22_TREAS_Total,E_22_TREAS_Dem,E_22_TREAS_Rep,E_22_CONG_Total,E_22_CONG_Dem,E_22_CONG_Rep,E_20-24_COMP_Total,E_20-24_COMP_Dem,E_20-24_COMP_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep,E_24_SEN_Total,E_24_SEN_Dem,E_24_SEN_Rep,E_24_CONG_Total,E_24_CONG_Dem,E_24_CONG_Rep,Reock,Rating,Polsby-Popper,Rating,KIWYSI Score
11,11,667614,350422,224392,78007,14792,10142,3570,0,0,748092,340763,293555,99526,20693,11774,4056,0,0,766987,334920,295916,104802,23349,22244,6034,755547,338294,298805,102433,21515,11713,4213,81088,13533,2225,2071,18168,761212,326466,310716,108627,22893,14418,3493,769126,335789,303615,112180,23587,15784,3062,488857,280965,144579,50159,10317,7039,2194,0,0,505074,270895,161815,56061,8612,5184,1313,54129,7014,1679,1313,1379,0,567819,270981,200105,70145,16464,16297,3748,567819,270981,200105,59804,12207,2287,2461,17868,512335,270235,166629,58290,9123,5386,1311,0,0,0,0,515809,260273,177142,61384,9548,5152,1150,57726,7597,1166,1150,522021,267879,172895,63972,9873,5485,1028,59195,8044,993,1028,527230,265791,177449,66106,10380,5445,1241,61119,8631,843,1241,215455,64207,148561,199162,54090,145072,102134,19116,83018,105395,21700,83695,219524,58976,151599,644320,164339,449522,190871,50816,134069,193085,57865,133654,193239,50798,139659,192054,56167,131272,192215,57481,130122,550154,107500,410126,220300,62272,153738,268222,78034,186136,265245,73768,184877,784319,225747,558572,217156,60186,152839,182535,45711,134385,180423,45919,129894,180883,45177,130898,179649,42387,132958,0,0,0,238507,65550,169143,266397,71371,192256,263684,74385,183325,0,0,0,0.2176,0,0.286,47,46
12,12,615741,395274,132392,61592,23056,8745,1320,0,0,718881,425889,171865,85310,32939,10762,1599,0,0,766987,421066,188697,101731,40567,23842,2323,734073,428247,180837,88538,33781,10717,1656,74145,26908,2239,779,19286,771060,432378,196396,100590,37341,13335,2042,788392,435127,196645,110745,41189,15337,2140,456653,313586,82114,40675,16536,6217,862,0,0,497519,339194,82086,53313,16575,5454,269,50993,14596,2136,269,1024,0,580455,341653,125768,69461,29723,17459,1491,580455,341653,125768,62548,25272,2518,666,19995,512784,344360,90365,54903,17042,5320,190,0,0,0,0,541349,350986,103651,61554,18467,5620,270,58541,16267,1188,270,553562,355535,104722,66721,19626,5763,306,63404,17322,1095,306,573871,361973,109027,72038,22615,5977,380,67690,19948,903,380,220241,81911,137038,214215,73165,141050,132140,40314,91826,137468,48681,88787,249192,86176,150134,734968,237376,462907,232479,84247,139913,236202,97640,136487,235926,83985,147655,234529,93215,135175,235052,91816,137491,648966,176152,429473,266500,101772,158538,325041,130336,189255,322575,120454,193239,947370,362550,584820,267633,102922,158381,239596,92478,143586,237944,91031,138135,238612,92819,138532,237301,85137,146271,237979,85026,152953,302143,117565,178653,345543,131637,209675,345013,138714,197912,339718,124154,215564,0.3722,49,0.2044,26,42
13,13,741060,484489,180607,52272,18695,12240,1050,0,0,766717,468842,211863,57371,24348,14027,2556,0,0,766987,445745,215932,62951,24575,27274,1615,768142,464018,214189,61039,25014,16295,2074,48123,18494,3931,716,17915,769360,453974,219504,63996,24461,19062,1842,773241,452480,220965,65699,25963,20411,1828,554782,386458,113188,36306,13335,8660,730,0,0,533362,374892,104455,36260,9047,7513,744,34123,7952,3315,744,887,0,585231,363053,144154,44023,17643,20339,1049,585231,363053,144154,38099,14463,3695,300,19738,536385,372795,107157,38088,9831,7770,435,0,0,0,0,539570,366510,114265,39521,10493,7906,465,36077,8096,2291,465,544828,367102,117760,39703,11171,8232,413,36045,8413,2053,413,552432,368894,121468,40270,12100,8317,571,36293,8942,1764,571,258980,67188,188525,234620,52898,181722,132650,23991,108659,137754,29097,108657,255383,56458,187566,744214,158371,550324,222450,54150,161032,226262,62824,161677,225864,54987,167436,224212,60814,158101,224515,63696,155167,640798,114437,492087,252884,64003,183623,299512,79204,215375,295797,73446,214523,869783,221876,647907,250638,62655,182834,217040,52018,162097,215380,52358,157648,215770,52353,157585,214392,48761,161070,214676,52910,161766,272939,69895,198558,303337,77647,222444,301747,80936,214405,0,0,0,0.2432,0,0.2748,44,35
14,14,697076,406241,146334,121876,20628,8110,846,0,0,743877,411898,180117,123209,26012,8889,954,0,0,766987,404463,192809,130216,27828,19810,1171,752336,411592,183234,127913,26352,9565,841,118387,22310,2019,243,13638,768208,411106,193099,130811,26934,10905,1722,770638,408965,195540,133828,27229,13222,957,522913,322140,95361,87731,14754,5916,536,0,0,521591,325403,89369,88673,13050,4456,130,87150,12114,1420,130,798,0,585292,327812,130969,94668,20408,14715,782,585292,327812,130969,88905,17651,1987,260,15808,531955,327458,94568,91345,13165,4645,113,0,0,0,0,546707,329451,105305,92402,13690,4738,456,89384,12354,1138,456,549510,329280,107298,93186,14316,4992,239,89193,12832,1175,239,556046,328466,112061,94380,15380,5112,442,89694,13781,1191,442,244019,94854,147453,244046,88075,155971,138781,45143,93638,143711,50848,92863,264518,89704,164955,776406,260497,486533,231032,77986,146432,234097,85914,146544,233830,76170,154330,232461,84657,142879,232861,83705,144744,650400,162753,450017,263659,91326,167349,314415,110058,199664,309934,104038,198263,912395,313968,598427,259380,88376,165976,219653,70475,145974,218124,69902,142611,218480,70221,142829,217350,66592,146280,218143,68606,149537,281327,94177,182362,313076,101609,208133,310697,106059,197496,306195,95875,210320,0.181,0,0.1605,15,15
15,15,684684,117752,549198,10553,8436,4460,400,0,0,749868,116657,612012,11259,10415,4648,452,0,0,766987,117166,624361,12125,10918,13105,645,757889,114917,621091,11547,10240,5403,483,7816,8399,533,266,3209,765096,111321,629019,13400,11038,8043,621,775853,116840,632019,13632,12275,9308,768,465143,95755,356009,7470,5838,3081,267,0,0,412121,94392,304697,6821,4715,1341,190,6407,4464,453,190,105,0,551585,96801,434980,8655,8062,9840,402,551585,96801,434980,6403,6762,669,93,4642,420117,93710,313145,6681,4825,1503,259,0,0,0,0,434911,91850,327793,7444,5563,2129,207,6600,5181,470,207,445629,96756,332366,8038,6112,2005,285,7222,5402,462,285,455248,98228,339567,8565,6425,2010,254,7803,5403,618,254,143728,79824,62399,146792,82555,64237,80478,37811,42667,84942,42361,42581,179879,98423,74664,509415,273373,212010,156394,81564,68632,159663,88641,70008,158917,78699,78373,157309,86630,67197,157567,85264,69225,434684,172110,220129,182750,93579,85757,227207,109181,115716,218768,100823,111029,638416,315611,322805,181200,89949,87920,154648,71649,81095,151049,70734,77194,151302,68083,79319,149949,65793,77996,151889,68097,80978,201301,91020,107160,229947,93470,134492,225711,98746,121645,223769,95965,127804,0.1306,0,0.1154,4,9
16,16,718776,100432,583346,27818,11729,7773,1719,0,0,751899,93914,615546,34003,14261,9688,2155,0,0,766986,89996,629842,34595,16718,18274,2791,754904,92015,620501,33598,15634,9270,1906,21889,8704,2057,1129,8140,768862,89393,634140,35984,16447,12903,2201,771150,89979,633729,37210,17477,16029,2391,506274,82356,398372,18075,8340,5374,1067,0,0,463114,74662,360165,18550,5600,2627,625,17537,4809,1591,625,944,0,573880,74487,463686,23499,12123,13935,1750,573880,74487,463686,17385,8115,1564,934,6282,470898,73638,369843,17709,5643,2571,666,0,0,0,0,491031,71782,390213,18227,6304,2820,580,16705,4919,1555,580,494456,72147,392200,18989,6699,3220,523,17143,5272,1614,523,500045,71861,396507,19939,7457,3334,626,17683,5850,1363,626,171768,112234,58478,157334,103476,53858,69107,39373,29734,72421,44414,28007,196868,134086,51345,560412,362631,159475,180730,120132,49002,187075,138774,47214,184443,122796,58208,182136,126005,49864,182267,124275,52488,484634,253737,168011,205113,139423,59355,244296,163541,77014,237620,151222,73360,698539,466453,232086,194183,129885,58683,153424,97659,53206,150228,94092,51568,150132,91296,52949,148816,89310,52282,150496,95510,54986,206287,128239,72661,230935,132189,95314,224675,130901,84616,221049,131391,89281,0.2644,6,0.2283,32,39
17,17,699568,412321,153202,118653,14858,7936,843,0,0,754123,420616,185324,126642,22782,9143,993,0,0,766987,406452,193683,130592,25354,20403,1548,767296,421651,194748,126694,23564,9200,1166,114438,17943,1576,451,15215,777104,417361,202914,129724,22982,14833,1186,783865,416624,205736,130213,23982,16996,1250,524588,331401,96497,84009,10540,5610,544,0,0,532940,340181,89716,87533,10518,3903,279,86280,9020,1514,279,839,0,589524,333951,131353,94305,18552,15441,1105,589524,333951,131353,87251,15321,1914,475,17141,542093,343656,94732,87920,10807,4147,285,0,0,0,0,552310,342986,102779,88457,10381,6869,231,85400,8579,1152,231,557204,344532,105364,87750,10848,7624,163,83770,8841,915,163,564689,345235,110234,88722,11007,8365,198,83743,8965,953,198,235492,90436,142722,221248,77732,143516,127092,35282,91810,131291,40287,91004,243987,82072,150765,709953,231091,448918,224897,77709,140029,228583,88446,138359,228209,78093,146723,226549,86185,135151,227145,87504,134671,633019,163935,427533,253063,92349,155422,302545,114760,182909,297571,107271,182877,873075,320526,552549,250776,90191,155298,219988,74708,142317,217628,73765,137734,218384,73845,139012,217154,69508,142981,216202,72604,143598,274156,98094,171282,302214,105151,193379,300416,108921,184926,290704,97814,192890,0.2534,1,0.1406,10,24
18,18,671286,123395,272053,249172,30691,7773,1353,0,0,746363,131333,327466,254779,37212,6762,1389,0,0,766987,127965,332547,264490,43332,20858,2024,762100,132705,333165,261275,40816,8075,1566,244597,36183,932,482,12319,769011,129310,342451,258918,42064,14665,1658,774160,127656,342350,263335,44845,18187,1781,489683,108159,176788,182122,23686,5317,899,0,0,443359,110722,123552,183738,22183,2649,335,181261,21310,723,335,1113,0,576291,111891,229406,198049,35620,15112,1480,576291,111891,229406,187743,32222,942,608,11241,456997,110900,132767,186030,24047,2469,245,0,0,0,0,465203,109727,142275,184824,24612,3179,218,181456,23307,946,218,469487,109379,142433,187080,26486,3330,291,183067,25059,1005,291,478085,110648,146394,189015,27681,3489,366,184656,25960,966,366,182774,133612,48257,178528,129888,48640,94567,65771,28796,98787,71826,26961,194728,143856,43009,572423,405365,144088,175970,126947,43953,177077,136096,39682,177146,125848,48476,176715,133515,39785,176917,132182,41803,444501,262125,137731,199993,147141,48814,240937,177328,60358,236518,166835,62712,697646,508544,189102,193092,141885,47183,156989,115087,39620,155735,112704,38851,156056,112293,39212,154895,108036,42399,156239,110493,40931,205844,147575,54248,223716,154658,65672,222423,158631,57733,218721,151835,66810,0.4148,66,0.0682,0,11
19,19,732303,410377,258279,50938,11663,9551,1063,0,0,763458,396715,295051,56103,15313,12575,1213,0,0,766987,384927,293914,61084,18348,20658,1585,766591,394147,298879,56898,15810,12113,1214,44426,11323,2387,366,13728,766375,384275,304613,58812,16464,13470,1226,769062,391140,298045,59289,16233,15358,1372,547105,332217,168433,34798,8762,6818,730,0,0,533219,315073,171433,34951,6165,5255,281,32621,4983,2131,281,757,0,578679,310685,201052,42663,13951,15494,988,578679,310685,201052,37180,11416,2536,337,14017,536762,314495,175336,35203,6083,5275,270,0,0,0,0,539452,308307,182462,35231,6908,5813,192,32261,5803,1296,192,543509,312958,180739,35509,7046,6341,422,32334,5830,1257,422,547574,311601,185047,35657,7621,6509,362,32311,6247,1252,362,246944,68652,174677,220414,55335,165079,115046,18787,96259,119066,21465,97601,237096,55576,170518,687190,151808,502986,206789,49491,150673,210322,58404,150342,209712,50281,155715,208354,56852,146658,208696,61177,142163,597934,105156,460791,235011,59792,170342,279814,73170,202442,275711,66920,201527,809364,202938,606426,231264,57363,169328,194904,43094,149237,193059,43534,144562,193505,43317,144926,192024,39417,147808,189616,0,152265,252174,61221,186896,282334,66862,212708,280329,69100,204554,266462,0,215039,0.4613,85,0.5178,100,87
20,20,681161,133599,489408,40828,23042,10713,1879,0,0,793397,148703,565901,51205,32374,12684,2090,0,0,766987,135128,540441,59388,36952,22494,2921,809676,146490,578893,55168,36035,12586,2223,40641,27167,1164,740,13503,797458,136036,572260,61568,36464,18633,2024,784918,138605,552840,63485,39542,24369,2109,491042,111335,336135,27660,17058,7510,1253,0,0,516796,117744,351262,31306,12240,2725,632,29440,10150,1130,632,1019,0,574548,113466,392056,41320,26992,17195,1907,574548,113466,392056,32847,20667,1298,665,11429,529748,117510,363467,31912,12937,2362,596,0,0,0,0,525857,109529,364011,34700,13290,2742,392,31446,10954,915,392,520320,112679,353159,35715,14093,2871,447,31795,11509,844,447,521938,111623,353224,37995,14162,3061,444,34089,11336,851,444,181337,111603,68926,169659,107106,62553,87318,48302,39016,91003,54952,36051,203649,128309,63311,588994,355541,195576,182204,116802,57315,185630,128157,55671,184328,113768,67269,183612,122994,55488,183797,119198,60108,488429,242956,188098,212158,137451,69071,262321,172370,85593,255385,159130,87932,752915,491915,261000,207880,135375,67079,172667,114228,55901,169536,110222,54548,169286,107402,55291,167791,104133,56108,168721,115352,53226,224153,142478,77056,246612,147731,95409,239513,151198,81999,0,0,0,0.4511,80,0.1287,7,26
21,21,631295,411222,176810,24747,17038,8297,1367,0,0,731104,448641,224508,34164,24185,11770,1466,0,0,766987,451460,235714,37947,30083,22114,2558,746277,450700,235178,34003,24704,11427,1712,23661,16013,877,383,16944,765688,448894,246932,36893,27856,15246,2571,794070,466639,250466,39279,29767,18190,2630,485991,334382,120236,16758,11893,5985,873,0,0,538415,363192,138794,20331,10953,4086,292,18584,9182,814,292,1092,0,604056,375418,168362,26729,21467,16711,1785,604056,375418,168362,20449,15924,1730,628,18995,551266,368127,145711,20732,11283,4327,327,0,0,0,0,568083,370266,155738,22138,13119,5049,684,19309,10501,759,684,590088,386588,157536,24657,13496,5515,540,21493,10740,872,540,604150,393347,163244,25429,14400,5293,576,21374,11273,804,576,282833,97878,183539,281684,87627,194057,182439,47051,135388,189044,58947,130097,323150,107571,197602,941241,277477,613960,309584,103604,195258,314359,123672,187804,313721,103945,203778,311356,119017,184199,312684,116337,188960,879648,219064,597484,347805,127637,212044,416692,164129,246182,412854,149450,254132,1211227,443311,767916,355259,132608,214464,336287,126704,204520,333393,125618,197358,334043,124970,199308,331754,114167,209953,330081,122676,207405,394620,150038,237318,435492,163529,266214,433065,169433,254171,426419,153762,263743,0.3645,46,0.2962,49,59
22,22,562852,297596,149193,58742,57299,5238,731,0,0,722941,336681,208242,85571,93263,7404,1172,0,0,766987,324471,216902,99463,119105,15787,1205,740829,336055,212689,88579,105420,8205,784,76677,96176,1992,313,15321,780199,324114,234370,100745,121691,10856,1652,807076,330667,235477,114018,126353,12045,1623,401234,225529,95568,39554,39419,3503,458,0,0,456201,248416,106380,52241,44919,3461,162,51010,43281,1996,162,865,0,557229,252124,146574,68178,82839,11298,810,557229,252124,146574,61662,78186,1109,183,15209,469644,249474,111478,54972,49883,3162,159,0,0,0,0,495930,244923,126009,61930,58523,3401,221,58458,56193,870,221,513404,251488,126602,69823,60822,3643,250,65453,58358,735,250,527749,249569,130803,73554,67858,4112,251,69078,65069,765,251,203256,67623,134380,213770,64807,148963,128334,32000,96334,132391,38065,94326,253071,90105,152025,748479,242553,478785,239445,85744,147319,242052,98878,141414,241635,84675,153495,240309,95614,139546,240858,93853,142530,672797,180966,447712,272797,105447,162039,335107,138153,191891,328377,126119,195125,961838,375411,586427,273469,107005,161001,243616,95274,144862,241165,92990,141902,241906,94089,142121,240495,86004,149339,241295,85656,150015,306989,122358,178629,348185,136415,204250,343815,143469,191937,336889,127604,209285,0.3736,49,0.1636,16,27
23,23,640754,197765,408452,20826,13705,7349,1139,0,0,706704,202991,456764,28913,18649,9664,1926,0,0,766987,217997,482437,37248,27237,18938,2372,702226,201080,452076,29201,19475,11346,1717,20267,14401,2537,509,10148,747238,206254,481995,36753,23078,15669,2099,757798,214329,478987,39771,24925,17593,2431,456072,157092,273596,14583,9231,5002,750,0,0,454181,158943,263709,18519,8476,3399,502,17243,7363,1729,502,959,0,568074,177580,340976,26217,18844,13615,1564,568074,177580,340976,20380,14339,1871,581,10531,457206,158595,265653,18570,9187,4113,404,0,0,0,0,495576,165320,290349,22382,11410,4066,575,19712,9736,1714,575,504161,172162,289631,24116,12185,4048,691,20892,10125,1510,691,511179,171009,294737,24845,13648,4478,690,21730,11179,1702,690,192385,88196,101772,190069,84216,105853,110926,39044,71882,115912,45477,70435,229264,104396,113506,653576,277851,339741,204298,88988,106903,210195,102494,106004,208614,88193,117290,206309,97184,103644,206756,95355,106688,570822,188304,334987,237693,108160,124396,294015,134512,155638,286236,123651,154761,837459,375961,461498,239587,108688,125814,213702,94259,116353,208361,91702,111323,208778,90044,112689,206140,83901,115245,208806,80922,116707,267745,117448,145620,305961,127466,174884,299382,132779,159131,290059,109357,180702,0.2433,0,0.194,23,34
24,24,684055,487480,104781,41885,45178,7833,2871,0,0,767653,502631,132170,59712,68251,12071,3222,0,0,766987,472474,133852,66043,77111,20767,3925,766053,492030,132488,64023,70508,11956,3095,52408,61106,2336,1819,22035,755515,469175,135324,68069,75341,12869,3063,759125,465641,135685,70774,76161,13139,3518,503187,374319,66190,27434,30987,5374,1734,0,0,525253,389189,61370,33877,33132,6088,854,31940,30371,1986,854,1258,0,581738,377683,90349,44772,54234,15259,2583,581738,377683,90349,38640,48928,1923,1693,20338,524586,384513,62081,36974,33681,5763,1011,0,0,0,0,518638,369355,66522,40850,34843,4956,945,36910,32357,1185,945,522268,367792,67900,43479,35601,5381,946,39166,32492,1035,946,525633,364972,71213,44089,37713,5466,840,39049,34408,860,840,301539,101212,199268,293189,87701,205488,181605,46357,135248,187761,58017,129744,323088,114421,191663,956250,282466,630658,305238,106753,188656,312012,131883,177419,310684,105665,198771,308735,125007,175944,309416,121694,180211,856511,225405,573585,338767,132359,198674,391004,168211,216479,390038,149360,231745,1144990,444237,700753,334972,134965,192184,300434,123159,172837,298046,123265,162895,299338,126287,164719,297754,109912,181475,297825,119878,177947,356768,148030,201541,382370,157912,217060,382013,166005,208116,376626,149518,227108,0.2294,0,0.1117,3,24
25,25,686055,462280,122809,72312,24326,9164,1536,0,0,744976,463109,152318,97321,27111,8851,2540,0,0,766987,447757,166945,103284,32281,24157,2684,762008,467671,159744,100791,28275,9172,2825,89163,23235,2090,1689,17079,780744,464389,173932,104372,31919,12282,3114,796254,467395,182205,107139,31951,13968,3189,510524,364953,76135,47465,17807,6469,934,0,0,529286,370166,76129,62018,14552,5031,748,59963,13339,2046,748,972,0,586313,364328,110135,72332,24566,17935,1700,586313,364328,110135,65603,21111,2607,875,19776,539539,373012,81745,62997,14232,5351,1110,0,0,0,0,553647,371727,90685,67020,16049,5729,873,64418,14403,1303,873,560756,374479,93496,68841,15446,6289,974,65547,13733,1088,974,570578,374793,99641,70846,16446,6359,963,67442,14526,1085,963,263397,88317,173086,248500,75584,172916,146737,39127,107610,151357,46155,105202,275901,81368,182900,810084,229016,546158,250066,76756,165501,253895,88155,163728,253495,75819,173670,252079,85722,160501,252752,85138,162172,707825,160797,505587,282060,91209,185207,333134,112341,216142,329995,105153,216810,970553,316526,654027,280707,89975,185134,249392,76960,169324,247568,76207,163601,248212,78341,163859,246665,71455,170401,0,0,0,307473,98880,203270,342497,106958,231281,340993,113435,219922,265992,0,263033,0.4001,60,0.2567,39,43
26,26,557258,380507,94096,39773,38818,8022,895,0,0,697567,436548,127011,66069,65140,9232,1377,0,0,766987,433991,147447,82275,85771,24352,1826,725168,445810,132789,71248,72121,9680,1643,58466,62204,2369,737,21445,775638,454998,146214,84147,82997,13625,1913,802419,460125,154916,89789,89305,15782,2029,400040,286297,57685,25963,26462,5362,566,0,0,470737,335441,58598,41023,29730,5076,450,38976,27470,1888,450,704,0,569880,341892,97018,56050,60224,17354,1190,569880,341892,97018,49286,55139,2514,349,21420,489588,343047,63795,44418,31815,5199,507,0,0,0,0,532674,359939,74033,53079,38582,5601,422,48797,34903,1180,422,549841,364921,78809,56586,42095,6039,425,52253,38441,1036,425,571070,369638,84632,61255,47994,6259,433,56150,43952,945,433,211146,69213,140658,209312,60847,148465,118351,28429,89922,121968,34267,87701,258292,82916,162028,761721,219125,507541,248325,84354,155287,253457,100491,150884,252504,83637,163857,251012,94920,149188,251521,93450,151841,697451,177526,474342,288612,106105,175787,361817,144687,211707,357979,130819,218078,1041961,388282,653679,297395,110997,179658,279582,104584,171215,277518,102665,164847,278422,104503,165818,276192,94194,174972,265021,0,183638,344869,131627,206623,397461,149357,242431,396782,157320,231002,388427,138558,241096,0.3513,41,0.151,13,25
27,27,726038,304102,371315,38816,12225,8365,1030,0,0,770028,294358,420883,39766,15358,8498,1275,0,0,766987,290582,410805,41818,17623,18357,1509,770989,290073,424911,40720,15074,9334,1062,32351,11869,1361,416,9408,768317,281789,428210,40297,15439,12296,1496,771714,290668,419090,41051,16836,13366,1076,538884,249227,252071,26901,8760,6053,656,0,0,540172,240057,262789,26321,6519,3903,320,25205,5897,1197,320,541,0,585427,242429,292191,29835,12872,14032,999,585427,242429,292191,25051,10155,1646,351,11740,543784,238151,267625,26394,7305,3874,394,0,0,0,0,546197,233046,273878,26754,7194,4540,450,24735,6366,914,450,549132,242011,267117,26814,7665,4652,224,24705,6703,903,224,555045,242424,271244,27285,8357,4682,423,24959,7102,912,423,235299,96707,136271,219455,87351,132104,128925,41447,87478,134710,48583,86127,242061,90067,142437,701550,257374,410185,211149,75526,128593,215036,85358,128152,214723,72306,139592,212726,83245,124401,212962,82737,125795,599620,161294,394747,241332,90513,146356,288126,109703,174232,283048,103660,172511,829060,314256,514804,239642,89041,146153,209075,72507,133703,206849,72863,129083,207192,71274,130506,205568,67380,132489,207027,73611,133416,260081,94304,161682,286309,99365,184202,283213,103943,172766,278565,94595,183970,0.4904,96,0.3716,68,64
28,28,685730,128743,517198,34962,7753,6594,1055,0,0,759241,129470,578346,43005,9612,7884,1555,0,0,766987,132163,577559,43961,12278,16247,1882,765513,131875,583344,42455,10235,7480,1418,33682,7034,682,230,7683,763937,134215,579832,42335,11053,10841,1192,773931,138942,580555,45667,12575,11795,1416,470028,101809,338765,24546,5253,4490,663,0,0,451105,103085,313172,27129,4300,2718,207,26343,3471,658,207,688,0,552637,106857,402711,31283,8615,12040,1248,552637,106857,402711,26124,5736,1012,504,8350,459404,105936,319843,26122,4763,2362,199,0,0,0,0,468519,108413,326578,25271,5480,2452,222,23658,4339,338,222,473909,112795,325456,26542,6156,2315,146,24865,4978,490,146,486604,114476,333874,27584,6998,2784,233,25435,5495,765,233,166824,98021,67158,170188,103660,66528,87025,44449,42576,92752,51092,41660,194341,111658,74375,553992,308230,214113,167503,91941,66854,172531,101603,69412,170907,90183,78470,168739,98810,65010,169003,96066,69104,460243,195349,218669,198629,109574,84697,249354,131746,114202,240247,124270,108387,700063,382411,317652,197938,107259,86146,171360,88550,79478,163334,85515,73164,163506,81215,75486,161349,78667,74040,165581,93803,71778,219452,110817,104377,250952,114995,133220,242268,119798,116000,237648,125525,112123,0.2819,13,0.212,28,27
