ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,T_23_ACS_Total,T_23_ACS_White,T_23_ACS_Hispanic,T_23_ACS_Black,T_23_ACS_Asian,T_23_ACS_Native,T_23_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_PacificAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_23_CVAP_Total,V_23_CVAP_White,V_23_CVAP_Hispanic,V_23_CVAP_Black,V_23_CVAP_Asian,V_23_CVAP_Native,V_23_CVAP_Pacific,V_23_CVAP_BlackAlone,V_23_CVAP_AsianAlone,V_23_CVAP_NativeAlone,V_23_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_14_SEN_Total,E_14_SEN_Dem,E_14_SEN_Rep,E_14_GOV_Total,E_14_GOV_Dem,E_14_GOV_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SCC_Total,E_16_SCC_Dem,E_16_SCC_Rep,E_18_CMPTR_Total,E_18_CMPTR_Dem,E_18_CMPTR_Rep,E_18_SEN_Total,E_18_SEN_Dem,E_18_SEN_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_18_AG_Total,E_18_AG_Dem,E_18_AG_Rep,E_18_LTG_Total,E_18_LTG_Dem,E_18_LTG_Rep,E_18_SCC_Total,E_18_SCC_Dem,E_18_SCC_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_SEN_Total,E_20_SEN_Dem,E_20_SEN_Rep,E_20_SCC_Total,E_20_SCC_Dem,E_20_SCC_Rep,E_16-22_COMP_Total,E_16-22_COMP_Dem,E_16-22_COMP_Rep,E_22_GOV_Total,E_22_GOV_Dem,E_22_GOV_Rep,E_22_AG_Total,E_22_AG_Dem,E_22_AG_Rep,E_22_LTG_Total,E_22_LTG_Dem,E_22_LTG_Rep,E_22_TREAS_Total,E_22_TREAS_Dem,E_22_TREAS_Rep,E_22_CONG_Total,E_22_CONG_Dem,E_22_CONG_Rep,E_20-24_COMP_Total,E_20-24_COMP_Dem,E_20-24_COMP_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep,E_24_SEN_Total,E_24_SEN_Dem,E_24_SEN_Rep,E_24_CONG_Total,E_24_CONG_Dem,E_24_CONG_Rep,ID,Reock,Rating,Polsby-Popper,Rating,KIWYSI Score
11,11,643724,358330,221527,41881,20716,8734,1039,0,0,739358,363235,292658,54522,31026,10731,1083,0,0,766987,362807,296966,58335,38266,20827,2026,753690,362595,304489,52937,33575,10813,1011,42196,25793,1870,171,15138,766029,350967,319052,61482,35727,12834,1260,776043,359383,311847,67072,37776,14212,1028,474158,286715,143124,27377,14159,6220,681,0,0,499598,289461,160007,30983,13389,4775,239,29990,11634,1472,239,816,0,573499,293012,202469,40408,26867,15581,1361,573499,293012,202469,34247,23283,2032,646,15792,508221,289695,166631,31648,14782,4710,115,0,0,0,0,515117,281131,178266,34777,15242,4851,208,32451,12939,961,208,522934,288541,174825,37295,16365,5274,224,34401,14356,830,224,527447,285301,181130,38034,16838,5354,418,34800,15210,730,418,224869,69406,152914,209600,59140,150460,115242,26540,88702,119353,30776,88577,237293,71489,154780,695329,193326,465606,215068,67433,140430,218206,77852,138315,218019,67819,146318,216676,75043,135776,216889,76006,135216,612216,142296,429774,244895,81025,158547,296164,101256,190220,291977,94730,190182,856227,283097,573130,242094,80415,156650,208586,68249,137482,205871,68087,132144,206693,67519,133577,205248,62601,137514,62722,39765,21992,265086,88029,172424,292892,94213,194696,290172,97861,185611,85353,50610,33595,11,0.181,0,0.2039,26,29
12,12,632066,352692,206680,51125,18926,8801,1070,0,0,725001,385069,244274,67451,26371,11007,1018,0,0,766987,381284,254786,82995,34453,23039,1948,732971,386769,247949,67024,29034,11566,1106,56088,22173,2347,352,15881,763337,392323,257443,77018,32475,13924,1575,777777,394971,255106,87676,35259,15751,1555,461048,280814,128432,35043,13605,6208,693,0,0,470170,305767,104830,41428,12183,5349,129,39526,10538,2105,129,820,0,574244,308850,171145,56726,25099,16955,1240,574244,308850,171145,50680,21128,2411,499,17715,484499,309513,113859,41484,13345,5306,124,0,0,0,0,511267,316858,126433,46403,15091,5254,227,43853,13207,1151,227,521574,321919,124502,52046,16426,5338,266,49283,14342,1050,266,538821,328846,128056,55407,19148,5341,378,51678,16712,984,378,197622,76508,119721,190888,67613,123275,116128,35852,80276,120931,43221,77710,224425,79889,133181,660417,219304,410049,209890,77738,124584,213440,90151,121487,213099,78150,131255,211719,85880,120377,212176,84696,122406,583794,162761,382393,240507,93436,141600,294495,118763,170831,291862,109414,174264,856669,329730,526939,241610,93623,142313,216067,82823,130124,214443,81417,125205,215044,82946,125575,213830,75776,132458,214464,76224,137867,273734,105882,162560,314205,117738,192719,313463,124219,181542,308510,111186,197324,12,0.4142,66,0.2825,46,56
13,13,740273,483096,179860,53151,19224,12271,1060,0,0,766233,467006,210984,58726,25022,14032,2626,0,0,766987,444351,215470,64153,25329,27251,1652,768371,462531,214167,62027,25480,16208,2208,49178,18933,3941,846,17942,771042,453995,220126,64995,24616,18767,1828,774546,452011,221193,67243,26078,20130,1815,555152,385940,112917,37021,13820,8683,740,0,0,534023,373581,104796,37480,9388,7547,789,35284,8220,3335,789,892,0,585859,362260,144047,44938,18286,20372,1083,585859,362260,144047,38865,15030,3703,327,19844,536500,371482,107280,39025,10041,7767,525,0,0,0,0,541109,366937,114468,40464,10555,7751,461,36927,8136,2261,461,546288,366819,118192,41110,11178,8063,409,37365,8402,2040,409,553559,368386,121777,41557,12262,8163,570,37503,9054,1759,570,258875,68204,187455,234355,53878,180477,132656,24554,108102,137861,29778,108083,255273,57807,185900,743707,161841,545835,222789,55797,159618,226649,64674,160205,226233,56677,166033,224548,62466,156687,224867,65326,153792,640963,117824,487984,253100,65762,181986,299628,81303,213331,295926,75370,212640,869961,227726,642235,250817,64423,181170,217304,53731,160627,215614,54022,156167,216008,53976,156121,214617,50332,159637,214614,52363,160493,273237,71957,196734,303909,80162,220441,302302,83422,212417,5877,3042,2645,13,0.2425,0,0.2809,45,37
14,14,641481,371681,130216,106453,31377,7272,818,0,0,731182,394615,168638,123316,43338,8323,1049,0,0,766987,385771,184950,132276,53395,19119,1281,740965,396720,169458,128039,45763,9604,765,117849,39660,1628,157,14790,769708,393990,184083,137225,50202,11486,2153,778637,391421,188220,144421,50936,13008,1516,476431,291158,84835,76120,21779,5288,519,0,0,503491,305510,84482,86933,21410,4366,131,85360,20308,1279,131,1035,0,576965,308968,124508,94913,38093,14013,879,576965,308968,124508,88809,34796,1834,267,15894,512678,307386,88688,88919,22257,4372,59,0,0,0,0,534892,309640,99250,93726,26127,4383,409,91003,24572,1059,409,543025,310181,102370,97151,27638,4543,202,93527,25815,1046,202,554813,311736,106579,99241,31118,4740,447,94930,28992,1139,447,223401,87260,134639,230983,83338,147645,130229,42894,87335,134693,48088,86605,258022,91831,156210,759205,263004,467570,231860,84082,141055,235048,93259,140128,234666,81900,149270,233307,91236,137102,233736,89796,139492,653124,175529,434278,266127,99570,161443,323319,124542,193976,318519,117009,193895,936926,352409,584517,264750,99220,160415,229607,84919,141464,228033,83784,138503,228398,84161,138617,227134,79848,142528,227842,81831,144816,294831,111272,178505,335400,124943,206349,332730,130079,195138,304964,103846,201118,14,0.1659,0,0.1389,10,4
15,15,694367,125291,549384,14027,7128,4722,437,0,0,759126,118514,619513,14925,7390,5379,314,0,0,766987,117450,622979,14885,9596,12127,561,760994,116920,621490,15438,8263,5754,394,11124,6723,800,189,3421,769788,112818,633338,15198,8535,7317,652,778075,118292,633861,15538,9384,8665,581,473012,104019,354031,9956,4964,3222,278,0,0,427389,96812,316809,9085,2942,1783,106,8609,2811,654,106,104,0,548298,98286,429437,10640,7098,8968,378,548298,98286,429437,8386,5904,716,108,4315,435281,96592,324292,8804,3651,1936,181,0,0,0,0,447416,94208,336667,9490,4440,2419,265,8381,4082,758,265,453300,98397,337877,9784,4553,2486,206,8823,4179,694,206,460920,97975,344540,10495,5101,2383,244,9331,4581,666,244,157165,88124,67080,155582,89291,66291,88247,44078,44169,93658,48820,44838,186305,102450,77141,525026,285596,215283,157987,82563,69571,161385,89381,71114,160632,79120,79791,158843,87621,67988,159039,86598,69469,438337,174414,221715,184425,94823,86317,227421,109875,115253,218167,101317,109793,635746,315953,319793,182622,91095,88246,155758,72058,81761,151373,70820,77582,151614,67783,79834,150213,65628,77992,153681,69591,81726,200945,91258,106596,227873,92600,133315,222734,98322,119232,221459,96031,125428,15,0.1921,0,0.1356,9,12
16,16,720982,100350,584921,28143,11825,8296,1730,0,0,753888,94036,616653,34141,14551,9980,2126,0,0,766987,90505,628547,34815,17087,19040,2826,758739,92385,622493,34377,16112,9763,1932,22256,9118,2316,1135,8564,769161,90750,632302,36415,16664,13452,2377,771202,90534,632348,37798,17545,15836,2528,509332,82259,401036,18307,8426,5659,1078,0,0,464336,74655,360833,18828,5772,2775,593,17821,5005,1738,593,953,0,575747,74938,464487,23656,12433,14391,1796,575747,74938,464487,17488,8385,1710,967,6338,473496,73826,371090,18387,5897,2750,721,0,0,0,0,492470,72769,389954,18421,6533,2999,649,16657,5124,1659,649,495815,72595,392420,19491,6858,3214,571,17406,5416,1603,571,500263,72112,395796,20563,7597,3281,660,18106,5975,1310,660,173997,114099,58841,158800,104870,53930,70116,40074,30042,73509,45217,28292,199284,135875,51845,567183,367482,161007,182481,121465,49352,188938,140282,47564,186246,124152,58653,183901,127346,50221,184052,125630,52871,489030,256494,169151,206514,140568,59560,244595,163993,76842,237839,151573,73169,699282,467669,231613,194847,130547,58653,153066,97594,52911,149792,93960,51273,149708,91187,52669,148392,89233,51967,150076,95096,54688,205833,128233,72187,229768,131985,94338,223383,130423,83755,219582,130378,88838,16,0.3237,29,0.2901,48,49
17,17,663343,412056,147122,82070,21260,8154,1121,0,0,739358,432704,180374,88284,36725,9527,1587,0,0,766987,422960,187315,94581,49557,22323,1940,752875,432873,188686,91328,38677,10414,1897,78431,30491,1697,480,18889,772854,431239,197284,94724,47336,13367,1980,783253,434941,195889,96120,51684,13516,1940,486019,322507,91331,55411,14385,5641,692,0,0,510310,338598,92444,58481,15685,4039,335,56861,13391,1389,335,839,0,577865,341177,124417,65715,33954,16360,1260,577865,341177,124417,58684,29698,1953,464,19177,518655,340091,97520,60019,15117,4479,418,0,0,0,0,538572,344701,106590,61953,19206,4917,337,58327,16189,1131,337,545946,349725,105467,63211,20904,4868,310,58648,17354,1070,310,552419,350371,107868,64404,23166,4970,268,59482,19573,796,268,233255,91182,139781,222313,79470,142843,130164,38804,91360,134696,44924,89772,253878,90932,148062,735881,248806,448044,236225,87867,139761,240339,102166,135896,240008,88313,147007,238245,98881,132595,238873,98428,134146,661955,185938,427052,265976,105515,153674,319296,132377,180962,313206,122895,182145,914305,363596,550709,265486,105080,153813,238539,92139,142743,234497,90324,136578,236193,91374,138438,234817,85037,144476,148006,56729,90424,291419,115363,170213,320775,123163,192428,318655,127743,183267,304847,111424,192182,17,0.4222,69,0.2401,35,38
18,18,677913,91193,213875,335987,41553,6490,938,0,0,755766,102913,259534,347746,50863,4820,1079,0,0,766987,98096,272100,343660,57190,16893,1457,755398,103256,261541,346953,50639,6144,1041,331233,43120,751,413,13016,750942,101391,264784,336887,52261,11536,1128,757395,102264,268578,338258,53451,15123,1682,498842,79482,139436,248113,33532,4463,656,0,0,471087,84196,103591,255802,25168,1606,295,253652,24194,577,295,904,0,584155,86103,187931,262961,47882,12133,1010,584155,86103,187931,251200,44545,785,236,11098,473591,84470,106563,254404,25309,1977,238,0,0,0,0,479469,84380,113143,250331,27801,3036,325,246337,26439,978,325,486273,85804,115893,251189,29277,3390,235,246582,27783,945,235,494305,83952,121182,254583,30246,3870,265,249296,28570,800,265,221013,182312,37666,214669,178424,36245,117915,94365,23550,122116,100569,21547,222677,182804,32917,657337,524766,112264,201543,161647,34543,202702,170292,31261,202659,158548,41181,202279,167759,31095,202429,166114,33443,500827,332614,111630,226122,183641,38612,267580,217360,47152,261852,205567,49184,773686,627837,145849,215804,175332,36579,172868,139547,30865,171039,136745,30186,171509,136214,30215,170214,133392,32419,171599,139714,30666,226119,179190,42911,243493,186782,53117,241126,189201,46185,80937,64378,16527,18,0.2732,9,0.203,26,24
19,19,732303,410377,258279,50938,11663,9551,1063,0,0,763458,396715,295051,56103,15313,12575,1213,0,0,766987,384927,293914,61084,18348,20658,1585,766591,394147,298879,56898,15810,12113,1214,44426,11323,2387,366,13728,766375,384275,304613,58812,16464,13470,1226,769062,391140,298045,59289,16233,15358,1372,547105,332217,168433,34798,8762,6818,730,0,0,533219,315073,171433,34951,6165,5255,281,32621,4983,2131,281,757,0,578679,310685,201052,42663,13951,15494,988,578679,310685,201052,37180,11416,2536,337,14017,536762,314495,175336,35203,6083,5275,270,0,0,0,0,539452,308307,182462,35231,6908,5813,192,32261,5803,1296,192,543509,312958,180739,35509,7046,6341,422,32334,5830,1257,422,547574,311601,185047,35657,7621,6509,362,32311,6247,1252,362,246944,68652,174677,220414,55335,165079,115046,18787,96259,119066,21465,97601,237096,55576,170518,687190,151808,502986,206789,49491,150673,210322,58404,150342,209712,50281,155715,208354,56852,146658,208696,61177,142163,597934,105156,460791,235011,59792,170342,279814,73170,202442,275711,66920,201527,809364,202938,606426,231264,57363,169328,194904,43094,149237,193059,43534,144562,193505,43317,144926,192024,39417,147808,189616,0,152265,252174,61221,186896,282334,66862,212708,280329,69100,204554,266462,0,215039,19,0.4613,85,0.5178,100,87
20,20,715851,120367,506127,77532,19576,12177,1902,0,0,792077,130395,562631,79126,25386,11168,2019,0,0,766987,123589,531165,87960,30499,23115,3012,806250,130087,570050,85482,28299,11836,2289,68616,21637,1018,663,12606,783018,122302,554758,86046,27858,17021,2706,780881,124763,540619,93563,30970,21454,3294,515352,101927,347970,53123,14292,8500,1211,0,0,514012,106540,342651,51330,9321,2780,526,49488,7780,1074,526,1126,0,577537,106250,386385,62291,22367,17754,2011,577537,106250,386385,52541,16910,1416,719,11214,527833,107793,352060,54289,9588,2692,571,0,0,0,0,516670,102953,345416,53828,9957,3011,528,50725,8207,1060,528,517906,106467,338408,57561,10532,2968,697,53790,8582,920,697,522117,105937,341037,58407,11557,3275,638,54394,9306,1093,638,181914,120179,60657,167931,115169,52762,87268,53278,33990,91004,59944,31060,195589,131711,53152,565929,366469,163412,172088,116946,47556,175269,127430,46210,174052,114403,56566,173340,122644,45884,173506,119240,50101,454571,242445,157664,200873,137931,57789,248457,172231,72239,241809,159359,74445,713021,492969,220052,196086,135140,55933,160796,112017,46299,157898,108340,44998,157429,105663,45584,156262,102719,46418,155326,110455,44650,209346,140560,64495,227227,144230,79593,221068,147200,67903,79799,54756,25039,20,0.2545,2,0.1435,11,31
21,21,630940,384057,202456,24852,18672,8577,1379,0,0,739243,415681,262939,34722,25409,12897,1751,0,0,766987,416457,265655,40779,34159,22343,4930,757089,420603,271069,35462,26827,12240,1959,25285,18370,1116,470,16938,774749,418180,282160,38951,29649,15782,2789,794926,436234,278387,41049,32007,17999,2628,492018,316789,141468,17669,13777,6276,957,0,0,548502,340302,168040,22494,11812,4492,470,20354,10013,1052,470,1138,0,612155,350514,195204,29944,25925,17102,4128,612155,350514,195204,23016,17519,1646,578,21212,567607,348384,177232,23451,12453,4439,424,0,0,0,0,583069,349101,187362,25322,14181,4905,644,22143,11089,818,644,600871,365454,185103,27101,15201,5460,584,23495,11872,825,584,612794,370182,191050,27532,15949,5500,443,23644,12105,750,443,270435,98600,170472,265988,87928,178060,166368,44778,121590,172744,55829,116915,305819,107136,181262,889909,279890,560794,294335,105582,177985,299106,124680,171723,298324,105982,186683,296080,119429,168803,297323,116671,173437,832854,223096,546449,330078,127367,194796,395339,161525,227694,391146,147403,234066,1148948,441244,707704,335705,130535,197236,315178,122840,187630,312353,120976,181858,312924,120056,183358,310709,110846,192290,310112,119445,190240,373412,146409,220016,414749,159472,249919,411763,164929,237568,357488,122324,228644,21,0.3958,58,0.2964,49,59
22,22,568452,302674,151294,54940,59305,5820,720,0,0,715589,336897,208244,77264,93714,7543,1300,0,0,766987,329709,222036,93682,113903,16881,1267,742072,339466,217265,80916,103758,8253,944,69810,95753,1907,195,15868,782025,332409,237052,94142,117806,10459,1434,809672,337941,237497,106853,125358,13361,1208,406224,230126,96750,36811,41178,3871,455,0,0,450585,249810,106085,46296,44613,3073,59,45079,43051,1646,59,818,0,561423,257479,151748,63985,80199,12186,795,561423,257479,151748,57288,75608,1250,201,15519,473940,257389,114272,49481,48987,3164,62,0,0,0,0,498309,254948,127919,56172,55552,3301,194,52371,53433,829,194,515807,260687,128292,63071,59447,3882,226,58163,57130,837,226,534921,257299,136085,69516,66710,4135,223,64465,64225,757,223,199752,64962,133778,198790,58296,140494,123584,29292,94292,127766,35487,92279,244343,85689,147709,723476,229906,466081,230404,80898,143420,232658,93188,137735,232350,80059,148918,231167,90236,135937,231620,88721,138505,646120,170305,436184,263341,100061,157975,325011,131979,188014,318331,120207,190749,932725,357872,574853,264074,101096,157464,234586,88826,142228,232223,86776,139170,233001,87839,139451,231639,80108,146529,232564,80614,147836,296332,114998,175188,335812,126899,201258,331580,133964,188816,325188,119137,206050,22,0.4781,91,0.204,26,45
23,23,607429,205606,366051,21591,14989,5960,1188,0,0,690423,217193,420794,32991,21798,8569,2178,0,0,766987,233629,458207,42885,31647,17816,2560,688867,213706,421766,32952,22341,9337,1936,22449,16067,1506,581,11670,752016,223368,461717,43399,27757,14766,1869,764088,231313,462109,43885,30264,19420,2027,431026,162306,242739,14887,9946,4135,755,0,0,443536,168066,241674,19592,9822,3080,507,18198,8420,1386,507,1116,0,563720,188414,320538,29422,21520,12813,1627,563720,188414,320538,22999,16483,1271,600,11546,447718,165874,246902,19739,10427,3556,344,0,0,0,0,496414,176034,276869,24885,13079,3587,328,21867,11052,1113,328,505769,182943,277864,25256,13823,3873,372,21577,11502,1111,372,512643,182374,281691,27475,14900,3879,487,23740,12255,951,487,184795,79947,102601,188784,78920,109864,110197,36613,73584,114888,42927,71961,229196,100694,116622,655373,266952,352818,208226,88391,111451,213757,102194,109765,212320,87646,121367,210172,96968,107647,210621,95267,110602,584401,187044,348606,242633,108621,128685,302861,138493,160217,295745,127243,160626,866069,385689,480380,246315,110636,130366,222622,98253,121177,217780,95982,116141,218230,94173,117605,215635,87713,120749,217745,86906,121007,278301,122326,151072,319049,133969,181141,312931,139792,165614,276764,103483,172885,23,0.2462,0,0.2124,28,37
24,24,670586,472611,107592,39643,45832,7960,2969,0,0,753534,483880,133391,58939,72678,11467,3275,0,0,766987,459976,136164,66748,86658,21006,4105,766585,477889,138523,64847,78442,11314,3203,52527,68888,2479,1986,22130,758369,458280,138397,70007,84501,12632,3175,761028,454653,138108,72399,85765,13006,3437,493567,363254,68524,25982,31438,5495,1792,0,0,515682,378001,64162,32799,33121,5859,796,30807,30329,2133,796,1388,0,585881,371161,93052,45573,61257,15413,2702,585881,371161,93052,39263,55903,1944,1746,20536,523988,376374,67395,37581,35084,5557,987,0,0,0,0,520476,364222,69832,42570,36713,4781,928,38586,34204,1303,928,523756,363018,71330,44464,37650,5166,902,40296,34590,1128,902,527757,359837,75118,45939,39375,5216,813,40883,36149,904,813,285124,96462,187629,278982,84152,194830,169971,44075,125896,175940,54847,121093,310672,109846,184278,918480,274527,601572,292554,103467,179520,298877,126795,169490,297604,102390,189256,295768,119953,168339,296393,116716,172414,820665,218078,546548,326960,128188,191255,381542,164122,211300,380269,146398,224928,1116122,436421,679701,323546,130410,185560,288485,118124,166139,286231,117767,157216,287438,120466,158925,285867,105913,173694,286150,114841,171038,346475,143481,196057,373064,153071,213069,372585,161104,203515,366847,145544,220431,24,0.2656,6,0.1918,23,36
25,25,664752,362607,153632,128373,18163,8602,1236,0,0,736904,367204,191514,151778,24240,7841,1945,0,0,766987,358143,209569,159881,27639,22153,2198,758267,369448,201694,160596,25787,8359,1727,144930,21708,1683,864,16898,782246,365617,221812,166403,26119,12583,2648,799305,369593,232290,165346,29660,14229,2835,487466,290252,93950,87313,13111,6134,781,0,0,496111,294968,81593,102562,11724,4211,718,100468,10781,1740,718,838,0,576023,292948,137054,114359,20222,16448,1435,576023,292948,137054,106660,17192,2282,642,17483,508571,296879,88200,105884,12029,4441,497,0,0,0,0,525431,295765,100671,109446,12485,5217,488,106316,11445,1189,488,535113,298930,106723,108885,13472,5492,504,105120,12244,916,504,546791,300309,111378,111171,15375,5856,595,107124,13699,955,595,235943,101184,132733,223224,90335,132889,130010,48034,81976,134361,54280,80081,243776,93095,141386,717011,267415,420861,221217,86656,127998,224309,95619,127052,223903,85698,134842,222739,93428,124496,223287,93224,125463,610320,179830,391899,251142,101512,144879,300697,124453,172083,297467,117527,172525,876353,356872,519481,249477,98791,145889,218974,81727,134467,217432,80659,130089,217973,82317,130217,216716,76954,135118,65504,43158,21642,275389,107181,163582,309215,115592,189981,307756,121245,179695,268214,61655,205088,25,0.3886,55,0.272,43,44
26,26,579108,384984,103633,46828,39565,8415,929,0,0,714255,437057,137375,74800,62805,9801,1411,0,0,766987,426299,155807,89220,78429,24694,1796,735021,444241,141408,79078,68511,10501,1625,65487,58348,2377,569,21506,773872,446997,154167,88999,77809,14036,1908,800387,450669,163654,96390,82466,16363,2009,417688,291421,64141,31126,27237,5665,577,0,0,482077,338081,61618,46976,29347,5430,360,44606,27166,1887,360,787,0,573937,338130,103298,61517,56278,17710,1161,573937,338130,103298,54489,51256,2520,334,21618,498959,344439,67156,50197,30618,5376,382,0,0,0,0,533412,355254,77532,56631,36973,5578,436,52413,33440,1210,436,551014,359620,82584,60918,40355,6201,438,56424,36881,1060,438,570908,363361,88423,65656,45687,6481,476,60393,41778,987,476,216262,72754,142213,212046,63421,148625,118456,29248,89208,122003,35024,86979,258283,83896,161101,761904,223363,503441,246754,84267,153756,251794,100072,149638,250847,83612,162235,249384,94695,147821,249901,93293,150415,693198,177293,469925,286044,105579,173751,356628,142670,208544,352736,129343,214301,1026901,384148,642753,293441,109712,177018,273650,102160,167747,271672,100317,161542,272536,102123,162482,270391,92200,171251,260140,5720,179148,337832,128741,202596,387418,144950,237089,386738,152658,225815,373322,134057,230824,26,0.3674,47,0.1578,14,27
27,27,648468,318999,265325,54477,10034,7964,845,0,0,733149,336853,322474,61196,13491,8031,1358,0,0,766987,337561,341748,61457,18461,20604,1365,745324,338329,330397,62746,14102,9001,783,52134,10701,1101,232,11169,777680,339501,354359,63601,16741,14360,1143,790377,347691,354431,65423,18349,16227,1140,475117,256614,172540,37459,6786,5620,522,0,0,497116,272328,175165,39671,5705,3665,243,38325,5059,1086,243,718,0,575420,277142,232963,43358,12877,15392,879,575420,277142,232963,38132,10155,1557,237,13268,507611,273026,183376,40447,6755,3803,191,0,0,0,0,533600,277962,200736,41281,8096,4745,280,38867,6901,721,280,539525,285689,197870,41589,8398,5023,279,39177,7203,719,279,557513,291174,207909,41749,9842,5952,324,38626,8351,869,324,221010,88882,129777,211380,78495,132885,130858,40351,90507,136050,47417,88633,243786,88069,144737,706348,248305,422625,225091,82195,135344,228412,94289,132250,227978,81901,142172,226288,91966,128363,226876,91007,130653,631876,175391,409273,254486,99382,149708,306351,124288,177080,302669,117878,177606,888549,353237,535312,256544,100727,150453,233413,90008,139913,231089,89799,134494,231757,89034,136284,230323,82486,141858,230426,87364,141312,287340,113666,168540,324199,125739,194368,321399,130048,183656,314561,119488,192299,27,0.3735,49,0.136,9,18
28,28,720206,63039,648067,4702,5559,4290,317,0,0,773996,57428,705642,4652,6172,3884,331,0,0,766987,56903,696384,5667,5991,11025,515,779941,56223,712869,5457,5494,4079,288,2580,4584,898,94,1211,767275,54029,700401,5930,5581,6459,324,768738,56505,698033,6650,6339,6667,480,477279,50762,419922,2930,3821,2849,204,0,0,395853,46713,343251,1860,2886,1061,50,1697,2782,402,50,55,0,542258,46612,485321,3875,4475,8148,341,542258,46612,485321,2231,3515,919,57,2777,403507,46266,351588,2203,2492,915,89,0,0,0,0,408509,44568,357390,2596,2509,1601,42,2287,2384,694,42,410884,47073,356306,3115,2788,1520,109,2842,2293,686,109,418622,47244,362291,3678,3319,1999,148,3341,2576,1191,148,135679,91039,42831,142511,100432,42079,68937,41450,27487,74911,46816,28095,166497,110629,50057,467543,303426,138185,137807,85613,44415,142769,93962,47826,141194,84319,55370,138833,91692,43475,139016,89938,46152,378349,183222,151477,164526,99714,61601,207339,112597,92662,195554,105972,82638,564660,329267,235393,161516,94633,63682,134532,73093,59084,125696,70639,52331,126039,66330,55102,123986,64176,51982,131429,78550,51656,175447,90582,81869,199009,88409,109042,190900,92843,93071,190055,102354,87701,28,0.3998,60,0.2928,48,47
