ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,T_23_ACS_Total,T_23_ACS_White,T_23_ACS_Hispanic,T_23_ACS_Black,T_23_ACS_Asian,T_23_ACS_Native,T_23_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_PacificAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_23_CVAP_Total,V_23_CVAP_White,V_23_CVAP_Hispanic,V_23_CVAP_Black,V_23_CVAP_Asian,V_23_CVAP_Native,V_23_CVAP_Pacific,V_23_CVAP_BlackAlone,V_23_CVAP_AsianAlone,V_23_CVAP_NativeAlone,V_23_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_14_SEN_Total,E_14_SEN_Dem,E_14_SEN_Rep,E_14_GOV_Total,E_14_GOV_Dem,E_14_GOV_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SCC_Total,E_16_SCC_Dem,E_16_SCC_Rep,E_18_CMPTR_Total,E_18_CMPTR_Dem,E_18_CMPTR_Rep,E_18_SEN_Total,E_18_SEN_Dem,E_18_SEN_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_18_AG_Total,E_18_AG_Dem,E_18_AG_Rep,E_18_LTG_Total,E_18_LTG_Dem,E_18_LTG_Rep,E_18_SCC_Total,E_18_SCC_Dem,E_18_SCC_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_SEN_Total,E_20_SEN_Dem,E_20_SEN_Rep,E_20_SCC_Total,E_20_SCC_Dem,E_20_SCC_Rep,E_16-22_COMP_Total,E_16-22_COMP_Dem,E_16-22_COMP_Rep,E_22_GOV_Total,E_22_GOV_Dem,E_22_GOV_Rep,E_22_AG_Total,E_22_AG_Dem,E_22_AG_Rep,E_22_LTG_Total,E_22_LTG_Dem,E_22_LTG_Rep,E_22_TREAS_Total,E_22_TREAS_Dem,E_22_TREAS_Rep,E_22_CONG_Total,E_22_CONG_Dem,E_22_CONG_Rep,E_20-24_COMP_Total,E_20-24_COMP_Dem,E_20-24_COMP_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep,E_24_SEN_Total,E_24_SEN_Dem,E_24_SEN_Rep,E_24_CONG_Total,E_24_CONG_Dem,E_24_CONG_Rep,ID,Reock,Rating,Polsby-Popper,Rating,KIWYSI Score
29,29,687920,98998,385333,184134,24549,9043,1469,0,0,769933,89815,460997,196298,27088,6235,1590,0,0,766987,82842,448422,209561,28485,23753,2070,777784,93799,459185,200449,30331,7965,1628,183843,27090,929,631,10553,783036,90656,461582,204991,30771,14695,1792,777190,88834,451995,209213,31765,19632,2256,472689,84688,245608,125826,18458,5884,925,0,0,391904,74694,164882,133448,16263,2741,343,131265,15757,849,343,646,0,548260,70287,305260,149743,22489,16959,1438,548260,70287,305260,141067,20076,872,735,7958,408617,76687,175577,136362,17187,2556,307,0,0,0,0,416387,74838,182114,138393,17613,2748,445,134963,16744,837,445,417865,74039,181526,140393,18581,2629,481,136604,17677,734,481,423602,73539,187065,141538,17868,2881,477,137522,17015,848,477,142491,96060,45745,140774,96514,44260,70507,45464,25043,73552,49608,23944,159358,115299,38295,468499,327511,122507,139770,100077,35809,140312,105700,33726,140507,98600,40169,140154,103900,33862,140375,102636,35755,351564,205907,113343,161214,115754,42486,197198,139870,54929,192403,131548,54969,568890,404853,164037,154529,109985,41432,120342,84654,33827,119177,82742,33344,119411,81883,33859,118565,79008,35268,119751,83137,34200,164305,112544,48573,179752,116000,61311,177997,120319,52471,175909,117266,58616,29,0.4569,83,0.2302,33,46
30,30,682400,127353,206507,321997,29831,7837,1140,0,0,767038,112969,266862,357144,34349,6858,1109,0,0,766987,102175,273333,354132,38669,19694,1358,772135,117620,261972,363179,34394,7136,1284,344350,30262,852,428,15056,781483,115197,278266,356744,35933,11550,1489,777952,113097,282317,354438,34713,13572,1597,474009,103791,125315,224227,20961,5182,718,0,0,461897,92399,98962,247403,19370,2675,339,244558,18539,1082,339,1422,0,555763,85725,179834,259120,29095,14107,902,555763,85725,179834,248379,26181,1370,299,11984,470891,94195,103276,250053,19420,2853,377,0,0,0,0,477158,91820,114966,246075,19751,3807,284,241882,18897,997,284,477398,88220,118968,246457,19435,4139,315,240674,18646,739,315,483369,84871,124537,248274,20755,5104,328,241226,19764,851,328,226486,171961,53444,221766,172946,48820,118406,88237,30169,122094,92941,29153,222835,170966,45781,659207,492977,143725,204157,155226,41762,206524,164754,40577,205763,152182,49718,205072,160242,40589,205172,158907,42536,521513,320424,136059,228690,176107,48429,268096,208565,56392,266296,200451,58573,791255,618269,172986,216766,167374,45727,171094,131081,38079,170058,128499,36573,170413,128728,36483,169737,126265,38516,134878,104940,24930,226657,171209,51314,244001,177406,62648,241344,181352,54442,218695,170690,27443,30,0.284,14,0.3369,59,58
31,31,589960,354649,120579,93106,21643,9610,5165,0,0,695960,390760,158722,120838,31372,13985,6221,0,0,766987,405121,178913,131696,41502,24700,8515,716649,398293,162555,126001,35637,14667,6335,96184,23423,1897,3226,30018,776071,416753,183138,138059,41052,18446,6412,805464,429452,187842,143522,45682,20221,6283,426864,275047,74703,59711,14622,6287,3065,0,0,489897,304547,89378,71461,13988,6750,1884,67467,11604,1562,1884,2651,0,571338,325173,117572,88338,28301,17568,5187,571338,325173,117572,74894,21526,2208,3332,24103,507360,313880,92288,73888,15515,7086,2063,0,0,0,0,547374,330938,106094,80873,17509,7009,2195,74933,14363,897,2195,567298,341895,109502,84372,19790,6901,2083,77869,16637,836,2083,587581,349149,116350,87234,22720,6981,2281,79811,19030,795,2281,192612,74220,116706,188288,65107,123181,109224,29429,79795,112578,34004,78574,226109,76333,136102,657393,207340,414136,215826,75078,133167,218749,87148,129406,218541,74419,140024,217278,83649,127191,217767,82699,129333,613267,158260,407794,250916,94476,149878,317572,127209,183712,313369,119654,185538,920464,354213,566251,258986,98084,154185,243958,90750,149442,239647,88837,142325,241356,89200,144792,239971,83564,150356,1879,1141,738,302082,116779,178888,351392,134712,211328,347720,138454,200161,270451,91983,178468,31,0.4708,88,0.3085,52,61
32,32,664522,372185,153032,81026,56029,8816,1033,0,0,754036,380943,191380,106189,71725,11539,1408,0,0,766987,377166,188003,110252,78038,22519,1445,765394,381849,190130,117286,72977,11828,1346,104467,63962,2233,348,20653,766406,376518,188222,122877,74726,12917,1548,778929,376019,193630,127952,77501,14101,1992,495759,298878,96039,56025,41985,6096,654,0,0,484191,305414,69493,65189,36915,6564,225,62424,34820,2080,225,1279,0,592618,310358,128490,80392,61086,16915,990,592618,310358,128490,73742,56299,2140,246,19135,497840,307232,73237,72971,37639,6256,238,0,0,0,0,509103,304003,79377,77504,41125,5901,238,73419,37652,1496,238,518800,304582,83129,81734,42136,5681,342,76919,38526,1156,342,530351,309316,88719,80670,44967,5927,385,75182,41101,723,385,241430,94236,145920,232698,84772,147926,134453,40539,93914,139183,47973,91210,257464,100552,145404,756271,263123,457085,243100,96528,138592,247561,111947,133547,246816,95861,146335,245419,107855,131461,245676,106542,133636,680658,202172,424699,272323,114748,151688,321397,142066,174362,319447,131645,180098,942955,397311,545644,268857,113552,149634,236857,98083,135686,235349,97700,129790,236065,98725,131100,234939,89741,139832,233909,96010,135212,293053,122992,164193,324173,129764,187174,321021,137155,177044,297041,121331,172974,32,0.1393,0,0.1588,15,28
33,33,709451,168884,397231,116478,28520,9748,886,0,0,779217,191993,422333,124518,42041,6649,672,0,0,766987,172344,421489,121120,48270,24507,1221,780094,188290,425969,123845,44451,8137,753,113637,39229,1780,131,9528,761932,176548,417414,123786,46900,13466,930,760401,171840,412119,129555,49308,16840,1014,505613,150015,251630,82304,21154,6692,582,0,0,411096,160344,142982,86822,17512,3037,58,84918,16002,1299,58,807,0,580868,155666,291892,91076,37015,18361,890,580868,155666,291892,84310,33638,1665,275,11568,420944,160163,153725,84218,18741,3379,101,0,0,0,0,423455,153887,162268,83072,19604,3554,67,80206,17837,1186,67,427046,151210,163834,86491,20814,3707,35,83047,18891,1061,35,438036,148191,172475,90760,21837,3958,52,87398,19789,953,52,160649,104277,55415,154290,102504,51786,77491,47819,29672,81215,53330,27885,179291,124631,46867,525349,332585,161719,172260,118222,46510,176239,132898,42061,174940,119483,51562,173758,126233,42839,173817,124711,44947,455024,247106,147706,192508,136594,51474,227300,163018,60823,226084,153817,65733,668742,470503,198239,183825,130822,48923,148984,106162,40691,147950,104521,38513,148242,104154,39197,147554,97706,43772,143691,101598,39520,194185,134266,55782,209202,136366,68170,206003,141611,59048,195067,139061,40102,33,0.2481,0,0.1093,2,4
34,34,733892,156178,552624,15376,11389,5967,868,0,0,768868,144553,596339,14955,13477,4542,675,0,0,766987,143236,587438,19500,14939,13790,1075,772181,141274,602651,14605,13434,4443,859,11257,10738,1127,409,4293,766666,134700,602161,16633,13855,7220,1063,769982,143254,593105,17778,15199,8863,889,515191,129821,366602,10054,8328,4183,570,0,0,477900,117382,343257,9156,5610,1928,234,8829,5113,993,234,238,0,565686,120249,416963,13680,11262,10478,750,565686,120249,416963,10319,8927,1030,263,6547,484361,115474,351233,9040,6064,2045,399,0,0,0,0,488154,110852,359011,9513,5804,2306,330,8773,5223,764,330,494296,119011,355571,10510,6348,2428,155,9413,5707,803,155,498916,117853,359503,11111,7332,2441,288,9759,6455,708,288,177250,94794,80921,171021,94182,76839,90121,40019,50102,95412,46330,49082,197763,107128,82208,566082,292713,238710,168766,84449,75447,173829,95633,76904,173186,80735,90027,170727,91617,74056,170712,89799,76516,475312,181538,243239,198613,102616,91925,243276,123605,116464,237739,117489,113549,690637,359935,330702,197071,101205,91949,168693,82073,84199,166225,81803,80599,166493,78428,83197,164424,76148,81242,167480,79334,85321,215553,104457,107543,240502,106947,131303,237393,113559,118084,235479,107522,127957,34,0.3677,47,0.3233,56,60
35,35,656713,235462,363538,47822,12995,9443,1876,0,0,746699,243210,424553,64612,17639,12779,2482,0,0,766987,240028,437906,67349,20432,22882,3023,755254,242446,431870,65188,18581,13795,2602,51560,11638,1149,576,14607,765599,236027,446255,68460,20531,19039,2349,779425,243537,444756,73443,22725,21823,3187,473730,189099,242826,32336,9074,6581,1187,0,0,509662,196184,260351,40152,8199,3623,429,38258,6530,964,429,1198,0,571449,197441,307033,46975,14605,17020,2001,571449,197441,307033,38858,9835,1595,868,13709,518560,198076,266620,40262,8615,3763,524,0,0,0,0,529772,193544,280463,40820,9572,4091,651,37816,7524,618,651,539236,201072,278141,43352,10639,4072,690,40115,8661,765,690,554890,204611,287656,44443,11355,4088,745,40822,8813,747,745,204050,94514,108302,196565,89438,107127,109819,40553,69266,113813,47780,66033,227309,102249,113651,656475,283712,337441,202180,91491,102839,205633,101545,102127,204725,88651,112836,203479,98406,99587,203899,95153,104176,559542,190866,322277,236320,110403,120398,293178,141507,147047,287375,130818,148542,845751,402496,443255,236602,110421,120616,206468,94872,108316,203539,92200,105398,203492,89980,106501,201904,86642,108416,199488,91410,107049,264622,122042,137520,301836,133334,164829,295651,138464,149706,263040,111724,150360,35,0.4669,87,0.307,52,51
36,36,708207,373527,159743,130675,43617,7286,1012,0,0,766423,366223,200830,144988,54803,8053,713,0,0,766987,346310,203502,150939,58121,18229,1210,765701,361369,204386,141597,57417,7996,644,130709,50231,1477,169,16120,761846,348609,213376,137757,58281,12382,884,765876,352166,207417,140491,60279,14552,1085,518874,294192,101734,90154,30931,5063,620,0,0,513129,287465,94609,98317,28114,3739,111,96360,26969,1441,111,971,0,577079,279608,137635,108022,43173,13633,846,577079,279608,137635,100765,39948,1476,260,15313,515435,285994,97065,97335,30557,3847,141,0,0,0,0,515173,278871,103783,95764,30561,5642,118,92567,28901,1240,118,520464,281444,101635,98205,32641,5884,197,94006,30906,944,197,528634,279416,108187,100289,33777,6028,282,95651,31841,855,282,242418,94641,146184,240124,89063,151061,136291,44887,91404,141063,50096,90967,264208,101018,153708,771985,284442,459887,234503,89849,138721,237342,98575,137303,237000,87987,146106,235793,96778,134830,236215,96813,135524,651329,186685,425064,267235,105333,157322,318964,128113,186757,314817,120999,186785,927394,364638,562756,261897,101889,155307,220136,81486,135639,218632,80609,133041,219023,80845,133132,217594,76784,136423,218165,80134,137716,282585,107930,169944,311842,114917,192668,309595,119725,182997,275258,92920,182338,36,0.291,16,0.1342,9,15
37,37,657176,284816,266013,70028,38501,11463,1235,0,0,770943,339270,301476,81024,52149,13186,1594,0,0,766987,334409,288854,76073,61435,22622,1934,771327,341456,293691,82680,56049,14052,2437,67496,43829,1382,187,21882,764099,339007,286650,81380,58360,17772,2271,769534,343937,282047,81756,62064,19621,2358,511001,249616,179212,50291,31351,8206,912,0,0,520530,290175,144918,53718,25976,4540,225,50853,22374,1244,225,1594,0,621812,293610,211575,58785,50386,17812,1430,621812,293610,211575,49551,42021,1421,359,20321,535635,293414,153497,54088,28202,4726,183,0,0,0,0,540240,293190,155524,53660,30706,4915,243,50036,25011,917,243,554334,299055,158412,55608,33509,5043,279,51676,27449,853,279,558485,299322,159091,55970,37205,4793,360,51452,30078,711,360,235673,172354,62448,218204,159116,59088,142587,102160,40427,152718,115837,36881,277591,207441,50037,801805,554285,178847,281351,214838,54221,288814,240638,45242,285900,218103,59622,284351,229143,46122,284739,226733,48474,739846,447518,176479,305085,240271,55323,350843,280916,62202,344994,265631,69298,993529,785693,207836,297854,237983,51470,265564,218430,43070,261424,214710,39475,262160,212988,41006,259154,200833,49712,259586,212448,42694,312610,248263,56977,328410,252342,67678,325094,257478,59746,314322,246160,63245,37,0.4423,77,0.2166,29,43
38,38,611764,356742,146745,52354,55599,6122,945,0,0,730760,386142,187460,77496,80030,6348,942,0,0,766986,375292,203896,87870,91553,19601,1497,745855,382444,196883,83867,82933,6577,908,73318,72155,1040,32,17396,758766,370894,206360,89966,89648,11611,933,778768,371365,213582,96152,93485,13789,1264,444230,273309,95062,34846,39735,4075,608,0,0,462213,286029,83656,47892,40772,3013,95,46660,38960,928,95,921,0,570722,295890,139018,61182,66534,13824,976,570722,295890,139018,53930,61141,1124,237,16941,477729,287583,90888,52230,43068,2972,29,0,0,0,0,489627,282178,101086,55594,46191,3272,64,53122,43089,522,64,500608,284015,102570,59428,49622,3330,170,56365,46012,550,170,514324,287165,107465,60842,53935,3850,145,56625,50133,505,145,229440,69356,159427,229952,65931,164021,143486,32262,111224,148503,40496,108007,274093,94383,166344,808115,239118,538881,258549,87077,164930,261007,103895,155100,260593,87520,169047,259680,100843,153420,260267,99830,155740,719853,184672,496642,292540,109550,176952,352229,142235,205122,349049,128664,212733,1023629,380548,643081,291866,110742,174894,259261,98625,156806,257554,96995,153256,258378,99071,153479,256664,88645,163094,257964,92110,161993,320874,124719,189858,354315,136854,210920,353779,144614,200296,348557,129866,218610,38,0.3466,39,0.2022,26,30
