ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_CENS_ADJ_Total,T_20_CENS_ADJ_White,T_20_CENS_ADJ_Hispanic,T_20_CENS_ADJ_Black,T_20_CENS_ADJ_Asian,T_20_CENS_ADJ_Native,T_20_CENS_ADJ_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_OtherAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_OtherAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_20_CVAP_OtherAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_18_AG_Total,E_18_AG_Dem,E_18_AG_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_16-22_COMP_Total,E_16-22_COMP_Dem,E_16-22_COMP_Rep,E_22_SEN_Total,E_22_SEN_Dem,E_22_SEN_Rep,E_22_GOV_Total,E_22_GOV_Dem,E_22_GOV_Rep,E_22_AG_Total,E_22_AG_Dem,E_22_AG_Rep,E_22_LTG_Total,E_22_LTG_Dem,E_22_LTG_Rep,E_22_SOS_Total,E_22_SOS_Dem,E_22_SOS_Rep,E_22_TREAS_Total,E_22_TREAS_Dem,E_22_TREAS_Rep,E_20-24_COMP_Total,E_20-24_COMP_Dem,E_20-24_COMP_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep,E_24_SEN_Total,E_24_SEN_Dem,E_24_SEN_Rep,E_24_SEN_SPEC_Total,E_24_SEN_SPEC_Dem,E_24_SEN_SPEC_Rep,Reock,Rating,Polsby-Popper,Rating,KIWYSI Score
32,32,721974,421833,165413,36271,99206,7147,2744,0,0,779906,425386,196607,45311,113726,8398,2741,0,0,758322,397780,193469,45116,116704,16111,3248,760067,398035,194247,45266,116353,16399,3189,783352,421230,198240,47122,117549,8974,3505,34336,93300,839,739,3342,31335,764541,396064,200622,47742,117249,12529,3176,577035,353614,116998,26729,78407,5354,2079,0,0,542619,335912,106315,28797,66012,2801,707,25670,59302,910,2494,0,620064,339654,145586,34997,93339,12622,2415,620064,339654,145586,26200,79202,903,607,3931,23981,548532,334681,110213,30259,67793,2724,638,0,0,0,0,0,540234,319458,114045,30994,69267,3476,570,27024,60803,1051,570,544683,316131,117492,31900,72538,3779,607,27240,63053,1134,607,296242,201762,93774,297655,198409,99246,318390,222716,79312,282715,198916,83799,278562,199959,78603,316727,223011,88338,389556,270583,111909,283608,193955,86344,251542,172903,78639,251304,166962,84342,243309,157752,85557,242842,162594,80248,242646,162922,79724,239954,157111,82843,302950,201763,98967,349352,224333,114805,336429,217896,118533,337024,217431,119593,0.3342,34,0.2116,28,44
33,33,703032,161677,400232,96840,50558,14356,4630,0,0,748358,144594,457285,96680,60357,12766,4429,0,0,757218,132550,469529,92633,66049,29665,5072,760067,132971,470902,92784,66858,31260,5126,751871,142779,464271,92781,62254,13771,4056,72397,48924,1670,1467,2353,18005,758143,134715,476255,91502,62764,18023,4252,483807,131581,252006,64256,36490,9560,2770,0,0,454760,117817,238996,62081,29375,3769,1353,58354,26995,1420,2174,0,553468,111004,324616,66067,49286,21453,3236,553468,111004,324616,56571,42329,1742,1492,2769,12945,461462,117569,248826,59218,29938,3745,904,0,0,0,0,0,473562,112016,264514,59506,31381,3014,1169,55494,28780,1006,1169,479847,108696,270589,58880,35176,3172,1777,55037,32097,1191,1777,186529,116381,69371,179709,114938,64771,207883,129374,67186,168871,102299,66572,167008,105614,61394,203795,126330,73509,273492,168297,98989,169056,99493,67115,133016,75552,57464,136035,74496,61539,134301,73881,60420,133998,73739,60259,134455,75109,59346,133659,72387,61272,192037,108040,82358,243550,128926,107553,235589,127020,108569,226285,121119,105166,0.2262,0,0.1824,21,30
34,34,776279,60254,547131,34970,139381,13538,1978,0,0,796543,78454,538701,38523,144290,17538,2874,0,0,757694,82619,495566,40720,140965,34011,2730,760067,82569,497280,43195,142435,30645,3067,795080,81514,528624,41604,147203,18479,3057,32213,134835,1752,992,2236,12920,766496,82283,502509,42782,142553,25428,2615,584585,54397,384584,29136,119225,10170,1502,0,0,420282,67385,235004,29003,83683,3180,805,26997,81342,1631,1613,0,610534,75535,376198,34589,124324,26973,1978,610534,75535,376198,27237,116110,1377,411,2526,11140,434450,69905,242671,31070,85457,3214,693,0,0,0,0,0,431944,70938,239508,31890,84995,3219,600,28734,81563,1444,600,430228,72486,232896,32428,87507,3103,659,28417,83752,1285,659,149814,120431,28859,161882,139441,22441,198317,166571,20440,169938,144159,25779,168422,147899,20523,197128,165886,27208,253311,205047,42312,162110,133752,25756,131838,109615,22223,131696,107747,23949,127946,103848,24098,126799,102078,24721,127929,104958,22971,125713,100022,25691,176221,139333,34686,214522,156727,48089,200980,153075,47905,200121,151200,48921,0.3693,48,0.205,26,35
35,35,709527,135090,459220,56559,64554,12790,3935,0,0,764641,128097,497751,57095,86431,19279,5125,0,0,762339,113573,490563,59354,102381,29986,4377,760067,112267,490236,59553,103029,30781,4415,771182,126142,501534,59855,90937,20736,6193,45358,74508,1924,2044,1672,18003,767252,113244,503530,58447,98854,23599,4726,499238,112808,298908,39930,48545,8720,2480,0,0,459466,107237,261808,37921,45632,4809,1027,34639,43461,1579,2356,0,575415,97719,352257,44010,79996,22247,3041,575415,97719,352257,36609,72264,1445,1158,2678,11285,468930,106278,269884,39398,46396,4026,1398,0,0,0,0,0,472619,96055,279290,38613,52396,4064,1253,34850,49666,1662,1253,478362,90145,283415,39576,59139,3291,1165,36234,56254,1311,1165,168288,106656,61019,168947,110411,58536,200403,129417,60059,164081,103178,60903,162161,106009,56152,199634,127680,68136,273717,172149,95610,166994,100086,64498,131958,75645,56313,134636,74258,60378,132332,73520,58812,132317,73193,59124,132661,74577,58084,132016,72131,59885,191469,109170,80611,243927,130916,105838,235556,128606,106950,227745,123789,103956,0.3006,20,0.2431,36,39
36,36,723091,438423,112729,31444,139348,7932,4229,0,0,744346,421593,123243,38974,160054,10481,4123,0,0,758224,420571,126109,39120,162980,14723,4695,760066,420849,126932,39243,161956,14593,4551,742631,414039,122535,39326,165222,9673,3809,27429,133564,1512,1055,3663,38839,740770,403686,123625,40366,168024,11380,4052,595559,374462,83736,23936,110572,5997,3136,0,0,541470,339436,77804,24670,91410,3693,1057,22171,81284,1215,3647,0,634602,365202,98080,30729,130379,11578,3485,634602,365202,98080,22224,112540,1022,1149,4515,29870,540914,337346,79161,24673,91805,3770,781,0,0,0,0,0,544805,333016,80558,26481,96971,4098,895,22581,84535,1277,895,549021,326254,80868,29965,103151,4087,1105,24970,89846,862,1105,347946,230795,116185,333902,215333,118569,358360,248098,88950,324061,225812,98249,318253,225307,92946,354858,249663,98302,421859,299632,113497,318880,220033,94485,286527,198960,87567,286008,191155,94853,278081,183194,94887,278424,188647,89777,278016,188035,89981,275043,182416,92627,337552,230660,104289,385607,261900,111111,373027,249120,123907,373521,248463,125058,0.3116,25,0.2023,26,33
37,37,727530,79033,396043,217567,42074,11835,2360,0,0,759122,89089,424490,197727,51537,10839,2610,0,0,755317,99342,408053,192363,58253,28580,2643,760066,99490,409691,193744,60398,27007,2855,763231,92688,426007,195804,53591,11777,3007,176399,44146,857,905,4506,17718,755967,92296,423164,188247,57090,16311,2858,535572,68350,265644,168062,36597,8502,1673,0,0,424186,72207,164676,153691,29239,2783,742,149918,26583,872,2089,0,592275,86465,298131,156977,50445,22198,1895,592275,86465,298131,139876,43362,1041,568,4578,18254,436535,75760,175961,149945,30354,2741,865,0,0,0,0,0,435509,76398,178610,142343,33096,2955,833,137698,29247,775,833,436042,80210,175235,139963,35282,2957,942,134429,30912,618,942,210819,189699,20480,213775,195553,18222,231849,204880,16919,197737,174491,23246,195136,175478,19658,225636,198574,23557,279706,239694,34727,182623,157957,22551,147993,127933,20060,148126,125948,22178,143540,121345,22195,143057,118798,24259,143743,123001,20742,141916,119634,22282,195643,162985,31088,235123,184949,42949,222876,177972,44904,222008,176596,45412,0.4372,75,0.2961,49,55
38,38,756749,137618,450865,19918,153185,11915,3745,0,0,770163,118004,461018,20089,173516,9552,3657,0,0,757723,102159,463013,21602,173569,27475,3874,760065,102413,464502,23701,173742,28483,3893,763404,115809,451019,22440,176379,12413,4544,15960,163389,1841,1348,3546,10495,753847,107061,453787,20980,173224,20252,4944,568679,119283,313826,14004,122426,8589,2516,0,0,511257,101899,283999,12430,108006,2521,1066,11670,105742,1587,1419,0,600686,90633,350026,16159,142759,21441,2818,600686,90633,350026,11550,134601,1418,995,2207,9256,514292,100839,284335,13338,109530,2854,1112,0,0,0,0,0,512269,94378,290542,12201,108884,2580,1291,11298,106232,1502,1291,507574,87181,289795,13368,111566,2362,1370,12196,108611,1211,1370,256194,158115,97322,242498,155267,87231,264220,172158,77300,223045,141140,81905,219170,144610,74560,260841,168751,87113,339024,217235,114868,216773,133402,80297,175900,104981,70919,176920,102139,74781,172518,99016,73502,172676,100151,72525,172630,100642,71988,172488,98886,73602,239252,141506,95673,294851,166547,119129,280312,159146,121166,281062,158193,122869,0.3351,34,0.1375,9,29
39,39,705528,181401,398024,81018,48659,13760,5214,0,0,761380,165821,466384,78998,54082,10455,3742,0,0,756511,147439,471554,81160,56917,29726,5594,760067,148112,473337,81777,57985,31786,5587,772355,160270,477998,79004,59535,13359,4162,65103,47451,1577,1599,1966,16391,760326,146293,479346,81393,57629,17490,5982,492820,150206,250076,54020,37568,9347,3227,0,0,463626,136754,237495,53213,30958,2892,1083,50948,28193,1450,1431,0,560688,125403,328249,58471,44296,21705,3777,560688,125403,328249,49028,37116,1867,1879,2835,14311,474187,133045,249658,52725,32860,3214,1272,0,0,0,0,0,475898,122866,260431,52932,32909,3172,1896,49487,30479,1145,1896,488357,120120,273221,52925,34960,3497,1949,49221,32026,923,1949,175703,106752,68250,180396,113935,66461,205670,126358,67163,168182,100649,67533,166674,103744,62930,201320,124039,73269,266773,165325,95617,166398,97668,66263,132338,74719,57619,134658,73591,61067,129904,71042,58862,132853,73001,59852,132617,74157,58460,132084,70996,61088,187560,106005,80034,236170,125904,103010,229685,125497,104188,218486,118733,99753,0.3887,55,0.1954,24,34
40,40,726225,416583,167528,17481,123938,7700,3755,0,0,766211,403017,183220,21442,159947,8956,3614,0,0,759044,368342,190932,20681,171526,17467,4811,760066,368663,191405,21198,171045,17896,4788,763949,392228,184306,21903,167305,10468,4098,13619,140337,1405,819,2047,29195,757262,372411,186499,21365,176005,12642,5007,548896,331661,111341,11936,91622,5319,2501,0,0,537708,324385,101120,12004,94573,3132,636,10799,87858,1087,1968,0,602203,310748,137083,15176,130743,13100,3327,602203,310748,137083,10266,116367,928,1042,2738,23031,539612,318810,104172,12363,98250,3086,631,0,0,0,0,0,538398,306772,109337,12605,103323,2980,957,10348,94913,688,957,538638,294852,112546,12864,111902,3161,914,10303,101668,633,914,326891,143467,182801,321923,129796,192127,340682,153235,167909,314686,139141,175545,309263,141083,168180,347036,161379,178929,424644,211994,204055,316885,146374,166125,285723,131032,154691,282568,125944,156624,283948,125215,158733,278412,126173,152239,284794,128467,156327,283020,123255,159765,341613,159365,179216,391294,184629,193658,384936,177423,207513,380465,175473,204992,0.4241,70,0.149,12,33
41,41,676503,349744,234411,37843,53587,11796,4155,0,0,765933,354130,292628,49144,68904,12297,6072,0,0,761787,335079,291582,51081,77349,25921,6404,760067,334941,290858,50072,76917,26608,6097,773509,351098,296185,52432,71698,13571,7064,40379,55016,2644,3094,2326,22755,768067,331012,303907,52541,74882,19518,6175,504952,288933,149445,25627,37710,8030,2509,0,0,523984,290070,156171,30242,37909,5626,2294,27970,34592,2099,2056,0,593176,286078,203050,36609,57672,19066,4189,593176,286078,203050,29130,47882,2306,1660,2799,20271,535883,291878,162572,33247,38537,5501,2342,0,0,0,0,0,541274,278587,176619,33832,42195,5994,1621,30699,37783,1866,1621,565051,278041,191105,36304,49286,5724,1302,32817,44087,1438,1302,226029,106354,118572,233392,105112,128280,271090,120855,137273,243293,110127,133166,240445,112220,128225,280106,130491,145397,368386,178930,182957,264044,122797,138659,237517,111244,126273,241280,109490,131790,233209,105437,127772,238364,109242,129122,238083,109668,128415,236931,106615,130316,298632,138769,158113,362476,165816,187206,354101,161517,192584,337938,154484,183454,0.2026,0,0.0599,0,14
42,42,762910,159365,481899,59668,65197,12114,5000,0,0,767461,148907,495878,56076,69093,10223,4488,0,0,756884,136843,488016,60856,71626,29657,5258,760066,137105,489779,63166,73060,30754,5482,760088,144979,493234,56162,68027,11807,4944,45530,57073,1378,2105,1771,14020,752112,138570,492283,55294,67529,19423,5684,553199,138371,321572,42524,50484,8708,3259,0,0,447656,126593,234257,38211,42914,3060,1612,36657,40245,1466,1442,0,586430,121254,358174,46534,57515,23249,3908,586430,121254,358174,38130,48940,1344,1902,2657,14029,449885,124579,239488,37735,42288,3096,1387,0,0,0,0,0,456813,119992,250166,38452,42097,2973,1735,36273,39464,1142,1735,452038,115125,252160,35541,42531,3116,1635,32734,39269,1149,1635,201715,139984,61001,208323,150692,57631,234937,169862,50761,195817,140712,55105,192957,143158,49799,227921,165292,57614,289450,207588,74946,184637,129226,52242,147356,101716,45640,147916,98630,49286,143664,95956,47708,144057,95799,48258,144166,97264,46902,143005,93561,49444,201488,136331,63149,248048,159936,79485,236136,154015,82121,236335,153087,83248,0.1254,0,0.1385,10,1
43,43,738768,54798,401249,222209,65793,9862,6302,0,0,762150,54850,435015,204215,70619,12000,5819,0,0,754875,52230,431737,200418,74177,26046,5844,760067,52450,433512,201912,75741,27444,5906,754824,52155,432895,198334,75892,13297,5265,182622,64447,1210,2669,3920,14897,747236,52137,433075,190809,76157,18854,4386,522969,46980,261101,163809,52038,6853,4054,0,0,426304,44884,188251,146662,40119,3011,2047,143389,38365,1160,2389,0,569643,45349,307997,155908,60171,19946,4233,569643,45349,307997,142311,53176,896,2421,3357,14136,423434,43225,188769,142641,42377,2437,2010,0,0,0,0,0,432048,43841,199460,138893,43961,2634,1336,134616,41382,899,1336,430193,43111,203217,132526,45714,2599,1158,128327,42918,954,1158,203917,171576,31569,207328,180224,27104,220096,185173,25041,180758,150335,30423,178042,151143,26899,211941,176300,32003,270712,218705,46038,163483,132501,28817,123997,99174,24823,124531,97558,26973,121359,94968,26391,121252,92481,28771,121411,96099,25312,120845,93984,26861,178629,138167,38823,223391,162810,53414,211781,156048,55733,211281,154958,56323,0.3121,25,0.197,24,31
44,44,748740,111627,447610,98952,90385,11765,12580,0,0,763880,98839,471463,96771,97169,13348,10903,0,0,757951,94940,463030,97835,102226,29269,10659,760065,94688,464204,99052,102676,29728,10545,758983,99739,470752,95281,96721,12951,8612,80914,83616,1321,4944,1792,15906,756881,95961,468165,95576,100968,19718,8923,538489,96922,297049,70890,70448,8310,8090,0,0,454017,85318,231486,68572,59041,3154,4384,65745,56853,1246,2836,0,585395,84314,339063,74822,83345,22821,7977,585395,84314,339063,65335,74046,1326,5105,2568,13638,457225,84928,238290,67614,57624,2982,3594,0,0,0,0,0,466469,82195,245213,66837,62810,2873,3819,63710,59930,704,3819,467160,80832,247152,64162,65661,3096,3325,61134,62396,747,3325,207330,152508,54117,212899,164114,48785,235011,177642,44780,192337,142826,49511,189292,145518,43774,226911,169814,52580,292874,213589,72405,182471,132301,47381,143297,102671,40626,143963,99996,43967,139688,97365,42323,139953,96325,43628,140116,98466,41650,139032,95382,43650,200968,139233,59839,251040,164011,79110,238776,157967,80809,237570,156308,81262,0.3146,26,0.1649,16,24
45,45,737212,241656,208763,21601,265214,9099,5857,0,0,752873,214022,224583,24695,290131,8649,6263,0,0,758551,191208,227896,23816,312944,17550,6661,760067,191564,228657,24479,312303,18230,6505,752633,211190,220078,23698,299387,9401,6664,16492,277518,998,2305,1882,22167,756511,201844,228397,23524,302389,12126,7420,562289,202997,139364,14885,202762,6444,3867,0,0,505383,179607,116808,15176,186033,3083,1761,13744,181258,1256,2987,0,603905,166075,164636,17509,250168,13419,4801,603905,166075,164636,13058,238509,1041,2140,2210,16236,506336,177998,115973,14218,190662,2726,1583,0,0,0,0,0,511853,170565,124967,13709,194759,2730,2051,12525,188381,708,2051,505170,158928,124569,12883,201046,2758,2097,11480,194117,833,2097,267769,127888,139243,256948,128185,128763,273405,147167,110889,243909,122947,120962,239150,124565,114585,278063,145214,127642,357128,186195,164110,248500,125809,119372,216669,106773,109896,215168,105427,109741,214649,102718,111931,211294,103262,108032,215405,105086,110319,214225,101595,112630,273218,136166,134923,324170,159788,154805,315228,156154,159074,312053,154119,157934,0.3596,44,0.0785,0,8
46,46,758055,135478,498200,20830,105530,11785,5306,0,0,784622,126103,512609,21068,125802,9310,5374,0,0,757643,112276,494276,20828,128566,34368,5349,760067,112657,495991,23711,130408,32208,5595,784913,125882,509583,21027,129481,10713,5085,13781,117444,1386,2788,1330,12716,757505,115238,494845,21412,126856,15860,4045,540103,117724,324306,14558,83014,8146,3480,0,0,414711,109041,208023,11614,80225,2344,2279,10740,77585,1180,1221,0,579793,99973,354631,15572,105968,25618,3821,579793,99973,354631,11262,98591,1137,1915,1982,10302,435521,110060,225648,11215,82430,2079,2145,0,0,0,0,0,436545,100415,234986,11770,84409,1829,1652,10443,81287,873,1652,439695,96272,237060,11036,90013,2066,1529,9356,86190,865,1529,164686,98905,65214,162141,103324,58817,193744,129505,52908,161509,104205,57304,160385,107363,53022,191820,125885,62114,253548,162577,85482,158180,99074,56646,126539,76712,49827,125452,74794,50658,125718,74238,51480,123704,73625,50079,126252,75771,50481,125564,72131,53433,176585,106551,68408,218247,125117,86405,212745,126028,86717,210266,124146,86120,0.4873,95,0.1631,16,35
47,47,652506,394326,103006,11902,140569,6888,4230,0,0,720850,397996,121958,15039,181575,7072,6434,0,0,759061,381318,131194,19772,216779,14500,5126,760066,381669,131641,19892,216214,14603,5095,725675,390592,122539,17759,190060,8033,6512,9445,164064,1244,2496,2642,32655,753702,386629,128619,21011,211195,11376,6920,520906,330454,71665,8340,107140,4935,2980,0,0,500282,319182,67821,9612,95731,3711,1732,8204,88249,1374,2626,0,616104,326774,98544,14966,165793,11073,3682,616104,326774,98544,9447,149554,965,1143,3298,26379,508056,317609,71550,10330,100101,3908,1877,0,0,0,0,0,529140,318259,77873,11234,112450,4220,1961,8314,102754,1003,1961,533145,312431,78133,13349,119500,4099,2304,10116,108709,1067,2304,292107,147531,143887,283258,130266,152992,304040,154198,131616,288709,148788,139921,282842,148602,134240,316128,166111,143815,390913,212946,169637,290969,149030,137889,264734,134555,130179,261201,129911,131290,262400,127956,134444,257113,129274,127839,263368,131557,131811,261511,126582,134929,315519,160818,151876,362527,182471,167342,355453,176987,178466,352009,174920,177089,0.3607,44,0.2223,31,37
48,48,706467,434878,180960,28299,55255,17928,5412,0,0,762980,434005,217484,35660,69155,19376,8502,0,0,758617,404347,222989,37537,77412,31762,7855,760065,404879,223522,37311,76567,31751,7544,764686,425371,226171,36813,71176,20607,8805,21718,46885,6397,3075,1550,33506,765519,414188,233898,36624,72734,22000,8120,522242,343848,115095,17904,37782,11753,3251,0,0,531225,343784,113792,21229,37955,8900,2168,18250,32556,5319,3933,0,582232,332290,152630,25522,55840,22619,5187,582232,332290,152630,18020,42817,5670,1952,2868,25985,536844,341314,121517,21134,38027,8702,2230,0,0,0,0,0,539542,334793,129146,21387,40730,7771,1733,17310,34663,3757,1733,539058,326524,132865,22558,44031,7496,1842,18312,36736,3055,1842,281964,110190,170907,282745,103312,179433,307909,114587,175666,277403,106189,171214,271711,108002,163709,311413,123844,181415,391073,167038,215258,288002,114022,169990,257963,102654,155309,261392,99470,161922,254931,98159,156772,258350,100327,158023,257375,101006,156369,255836,98310,157526,315937,127716,185934,371472,152739,209567,363391,146525,216866,352738,142587,210151,0.412,65,0.204,26,46
49,49,718565,449476,185045,24645,55927,10807,7234,0,0,764413,462734,204471,26786,67781,10330,7505,0,0,758516,438824,206201,27419,73117,22250,8188,760066,439259,206882,27749,72822,21930,7980,764458,449769,207891,30052,73932,11585,8436,18857,49000,2040,2765,1658,32475,756391,434823,207409,32299,77566,15340,7164,545875,363680,121106,16302,39925,7529,4703,0,0,541611,369440,108451,16749,38069,4252,1911,14353,32124,1810,2867,0,599978,365829,146920,19910,54409,16794,5662,599978,365829,146920,13223,41229,1808,2763,3103,25103,539408,361501,110888,17389,40079,4450,1950,0,0,0,0,0,540582,354141,114807,18675,43188,4948,2048,15641,34704,1437,2048,542861,351859,115861,18326,46628,4798,2000,14712,37636,1035,2000,300299,149862,149730,296782,136065,160717,322391,160308,142290,305917,154977,150940,299114,155300,143814,332774,172939,152962,405333,221243,174997,314293,162600,147246,290725,151656,139069,291069,146779,144290,288027,144173,143854,287288,147558,139730,288817,148224,140593,287088,143020,144068,339327,176703,159931,385279,202121,172262,379596,194373,185223,373178,190669,182509,0.3522,41,0.2748,44,46
50,50,694852,426559,140514,27652,98313,9037,4295,0,0,742082,424971,162541,31346,122096,10044,6177,0,0,759332,415777,164194,31909,136555,17155,5795,760067,415912,164328,31810,135852,17537,5535,744471,424467,160355,30368,126722,11272,6409,19463,100484,2183,2465,1809,33262,735965,403471,164737,31250,130533,13224,5154,561880,363546,98492,20849,75561,6857,3008,0,0,528857,348901,88190,19729,61923,5192,1802,17357,55017,2049,3463,0,619990,358758,121370,24736,104040,12961,4074,619990,358758,121370,16841,88221,1548,1317,3824,28111,537534,352635,91048,18816,65475,4882,2132,0,0,0,0,0,538541,341080,98520,20256,70349,4310,1178,17077,60412,1458,1178,556109,344981,103120,21935,76889,4415,1591,17574,64928,1186,1591,313732,186034,126924,299869,168252,131617,326413,197412,108457,304334,186265,118069,296612,185471,111141,331971,208072,116861,402764,263261,129951,300367,187268,108510,269276,168934,100342,271795,165795,106000,265906,159535,106371,268523,165567,102956,267087,165142,101945,265180,160625,104555,323778,203300,117504,372323,234982,124903,364912,227265,137647,357491,222203,135288,0.2485,0,0.1183,5,9
51,51,703321,369207,157047,55902,121743,11335,8240,0,0,771369,376169,188689,63037,146908,10720,8713,0,0,758201,346235,189452,63133,154855,20313,9420,760065,346781,190017,61910,153099,20775,8931,771967,373362,188138,62756,151223,12348,7163,45758,123545,1505,2045,2268,35349,762066,356944,192612,64618,147738,13931,9076,548302,309766,105726,37248,92162,8006,5466,0,0,542307,302216,105849,38410,85745,4215,2625,34607,77132,1333,3886,0,606885,294681,137187,45225,120846,15340,6648,606885,294681,137187,34482,102217,1720,2824,3472,30302,545524,302490,108771,38027,86736,4560,1828,0,0,0,0,0,545840,292562,116080,39282,87502,4250,2585,34836,78201,935,2585,545334,287271,117492,38214,91787,4348,2518,33021,81043,912,2518,292372,165002,126747,276606,155681,120925,299006,174545,105799,267337,158088,109249,260383,158503,101880,298720,180494,111688,369575,230850,129986,266576,161354,101057,233309,142832,90477,236042,140456,95586,230762,136695,94067,233016,140084,92932,232094,141266,90828,230352,137225,93127,288952,175565,110796,338799,204027,124411,329184,198629,130555,321596,193757,127839,0.5072,100,0.1188,5,27
52,52,731745,113896,428591,75704,123128,11111,8476,0,0,780551,111977,469989,78303,133746,10345,8034,0,0,761187,101831,457568,74887,136635,24793,8911,760066,101294,457390,74147,135487,28117,8609,784723,114944,467705,80477,134976,12300,8774,61736,111313,938,3682,1910,22497,769357,110923,460644,75988,134833,16865,8074,526653,98755,284890,52763,92119,7710,5500,0,0,470143,95907,238726,48565,78924,2174,2993,46269,75056,869,3307,0,579759,88568,331832,54670,106337,18913,6183,579759,88568,331832,44973,92058,1321,2806,2079,16122,488755,99161,248901,50234,81512,2148,3177,0,0,0,0,0,492436,96995,257841,46871,82097,2118,3345,44070,76748,766,3345,488321,93117,257376,46222,82774,2388,2539,42843,76451,830,2539,199187,130023,68584,198118,135311,62807,241869,170895,58244,192794,129668,63126,189875,133734,56141,231872,159934,67608,304940,205520,93112,191444,127276,61419,151139,97932,53207,152694,96375,56319,149856,95143,54713,150703,94317,56386,150647,97150,53497,149778,93011,56767,214237,135404,77079,269031,159462,102468,260926,158080,102846,252168,152653,99515,0.3673,47,0.2519,38,45
