ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_CENS_ADJ_Total,T_20_CENS_ADJ_White,T_20_CENS_ADJ_Hispanic,T_20_CENS_ADJ_Black,T_20_CENS_ADJ_Asian,T_20_CENS_ADJ_Native,T_20_CENS_ADJ_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_OtherAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_OtherAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_20_CVAP_OtherAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_18_AG_Total,E_18_AG_Dem,E_18_AG_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_16-22_COMP_Total,E_16-22_COMP_Dem,E_16-22_COMP_Rep,E_22_SEN_Total,E_22_SEN_Dem,E_22_SEN_Rep,E_22_GOV_Total,E_22_GOV_Dem,E_22_GOV_Rep,E_22_AG_Total,E_22_AG_Dem,E_22_AG_Rep,E_22_LTG_Total,E_22_LTG_Dem,E_22_LTG_Rep,E_22_SOS_Total,E_22_SOS_Dem,E_22_SOS_Rep,E_22_TREAS_Total,E_22_TREAS_Dem,E_22_TREAS_Rep,E_20-24_COMP_Total,E_20-24_COMP_Dem,E_20-24_COMP_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep,E_24_SEN_Total,E_24_SEN_Dem,E_24_SEN_Rep,E_24_SEN_SPEC_Total,E_24_SEN_SPEC_Dem,E_24_SEN_SPEC_Rep,Reock,Rating,Polsby-Popper,Rating,KIWYSI Score
11,11,689130,323779,91350,48703,225045,9401,4766,0,0,752445,340149,101695,48003,261690,8508,5690,0,0,759192,328119,106940,52563,263334,15538,5841,760067,328242,107106,52253,262605,14516,5709,751255,333909,100442,50651,264987,9270,5584,37642,230413,1504,2362,4444,40537,735768,311470,103824,51506,263175,11704,5689,603938,296115,74393,39432,192039,7755,3565,0,0,567737,284431,61097,34064,179677,3707,1594,31327,169160,1234,3547,0,664995,296850,87723,43691,227568,12865,4609,664995,296850,87723,34376,208418,1308,2056,4801,29463,566772,281335,61275,34630,180611,3487,1699,0,0,0,0,0,553003,264973,62289,35282,181339,3745,1930,31219,168845,1305,1930,540314,250795,64593,34657,181225,3973,1933,29354,168263,1173,1933,337972,291762,45604,314070,271810,42260,363048,312188,32219,327021,284305,42716,319571,278478,41093,350643,303687,40516,393710,339716,46188,305819,263065,38557,269618,233131,36487,272798,234890,37908,267638,225319,42319,264545,225538,39007,266637,226563,40074,262220,221559,40661,317054,268623,44937,361181,295462,50870,339440,283439,56001,335732,280394,55338,0.0954,0,0.2623,41,7
12,12,682747,234939,141633,151192,158181,13347,6076,0,0,737610,256388,162407,146220,176582,15162,8677,0,0,758548,249340,179305,140215,186584,25367,8148,760065,249406,179534,140008,186168,22904,7953,739016,256633,160724,143489,180091,16157,8216,118830,151894,2210,4130,4121,40473,750353,257673,164567,142924,184280,17987,7545,546660,205215,97826,115455,127173,9697,4100,0,0,509586,213107,73942,102069,109294,4146,3067,96258,100687,1928,5002,0,621080,218543,131521,111824,152734,19039,5745,621080,218543,131521,96158,135300,1620,2890,4137,30911,513935,215533,75759,99747,111475,3961,3249,0,0,0,0,0,527720,217917,80272,100472,117725,4143,2788,93886,107091,1946,2788,521701,209438,86188,97376,118245,4230,2274,89304,107251,1294,2274,306889,275835,30146,288236,262528,25708,326129,285851,21158,295979,267960,28019,290752,264774,25978,319532,286768,26646,367980,328667,31678,276087,247578,24602,240256,217833,22423,244623,220340,24283,241863,215060,26803,240961,216463,24498,241662,218129,23533,238578,212707,25871,284764,252543,29117,318372,269134,33869,300951,264470,36481,297219,260289,36930,0.4878,95,0.486,96,88
13,13,711117,206983,423705,32174,46847,18038,4930,0,0,746599,187877,476551,30661,49653,16460,5256,0,0,768072,170756,500349,31843,58588,39262,6081,760065,168166,497280,31089,59163,38192,5795,752435,183867,483474,30880,51341,17750,5079,22599,41408,3035,2640,1647,13760,770890,173702,504764,32140,57559,23549,5149,487754,166538,263114,21910,31759,12101,3210,0,0,400884,148229,199849,19229,24861,5429,1815,17830,23322,2397,1814,0,544744,140851,330757,21852,42536,27199,4066,544744,140851,330757,16940,36093,2721,1883,2371,13128,408832,146326,208955,18997,25490,5333,1988,0,0,0,0,0,422590,140490,223945,18806,30334,5573,1734,16796,27851,1866,1734,435806,134710,237975,19024,35272,5403,1696,16575,31963,1419,1696,151818,82719,67591,153494,84719,68775,179395,95740,73456,154872,81144,73728,152818,84214,68604,178391,96360,78884,230922,125352,100331,156768,79400,75552,133913,65602,68311,135851,62238,73613,134024,63638,70386,134102,62846,71256,134285,64432,69853,134208,62534,71674,176257,86275,88867,218041,100315,111921,210954,101663,109291,203844,97785,106059,0.3899,56,0.2295,32,47
14,14,696505,241466,171550,55122,225420,11114,14154,0,0,764265,229407,181430,53640,296126,10005,15458,0,0,759416,194220,187907,51901,317659,20071,14964,760065,194317,188159,51796,317026,19768,14773,764720,219328,181552,54719,307063,11071,15322,43731,277628,2179,7414,2053,30835,751719,199959,179519,53435,314422,13437,14487,524159,199895,114810,37496,166321,7594,9774,0,0,482571,186285,93149,36077,154405,3459,5216,33334,147186,1916,4173,0,592734,166904,134915,38914,241806,15190,11206,592734,166904,134915,31359,225953,1265,6717,3014,22607,485622,182416,95932,36664,158161,3381,5052,0,0,0,0,0,483052,168479,97260,36585,168299,3717,5001,33624,160212,1683,5001,467060,153096,96630,32778,172015,3598,5060,29591,164256,1239,5060,257046,179909,76417,246171,175478,70693,271329,191587,63695,235122,163942,71180,229049,161697,67352,266879,189166,72411,334446,239712,87676,234320,163896,67030,199444,138815,60629,204383,139599,64784,200532,135207,65325,200954,138098,62856,200725,138022,62703,199456,135047,64409,250524,171773,76360,290733,191247,88243,277874,186285,91589,273238,181938,91300,0.3358,34,0.3102,53,53
15,15,719012,238669,195761,33014,246048,8398,15420,0,0,766382,234830,200563,31094,296655,8251,15222,0,0,759058,216586,201489,28415,301266,17037,14303,760066,216763,201867,28846,300594,16686,14175,765295,230133,198461,30393,302913,9958,14784,20130,272028,1072,9283,3910,30278,751264,219449,189705,29283,305022,13105,13814,562435,199964,138775,24568,192784,5950,10604,0,0,497587,185357,97078,19492,183518,2089,6571,17549,177110,777,3689,0,609967,184078,150342,22421,241550,13137,10719,609967,184078,150342,16419,226365,788,7201,4093,20681,502508,183538,101032,18994,187461,2099,6191,0,0,0,0,0,498835,178873,99349,18131,191786,2137,5795,16166,184699,770,5795,488579,169918,100279,17063,190986,2160,5247,14967,183187,701,5247,255681,191236,63709,254474,193947,60527,288191,222841,51514,258188,196899,61289,253120,196171,56949,287226,222297,60282,351206,272983,71576,252476,193730,55873,219335,167941,51394,222559,168034,54525,217822,162716,55106,218320,164607,53713,217210,163157,54053,217390,162475,54915,267678,201330,64190,305556,220581,74238,294026,215672,78354,288238,210988,77250,0.2597,4,0.3604,65,59
16,16,710915,369408,139098,20716,180285,9372,5335,0,0,750234,359966,138538,21230,228927,9644,5797,0,0,758823,329919,144740,22184,253188,16355,5907,760067,330179,145361,22513,252667,15410,5802,753386,350869,136633,24323,238214,9988,6076,16217,211108,1363,2778,2498,31919,750890,331661,142098,25303,247067,11296,5411,546869,302232,93548,14778,133344,6490,3652,0,0,489057,277554,66684,12493,124823,3293,1830,10610,117099,1139,2650,0,600512,277950,104250,16618,192488,12121,4335,600512,277950,104250,11829,177691,900,1854,3230,22808,491687,272744,68522,13994,128851,3240,1924,0,0,0,0,0,489086,260116,72110,14307,135847,2823,1399,11796,127718,625,1399,483592,244696,74527,13452,143409,2990,2025,10567,134911,793,2025,312375,223204,88211,301835,214827,87008,327900,244067,64281,297830,216738,81092,292506,214995,77511,324350,240933,77018,382014,288155,85572,292187,216087,72048,261916,194039,67877,264278,191689,72589,259368,184933,74435,260451,189869,70582,259410,188455,70955,258179,184241,73938,306614,224805,79290,343983,249290,82378,334025,240925,93100,326111,235175,90936,0.329,32,0.1867,22,27
17,17,677613,189493,124108,22413,341750,7739,6855,0,0,753448,180231,125388,25422,421088,7646,7442,0,0,758937,158386,123647,21508,451679,13162,6567,760066,158606,124180,21732,450797,12855,6394,751683,171485,123682,23315,431244,7520,7853,17827,405634,1499,3424,2016,26125,750892,161308,119966,21876,443036,9413,7609,519679,162069,84955,15522,254965,5303,4731,0,0,430919,142231,66008,14914,200969,2442,2199,13612,194254,989,2457,0,603500,137880,90956,16225,353112,9725,4758,603500,137880,90956,12082,340178,704,2249,2754,16697,422799,136541,66262,13986,198900,2500,2336,0,0,0,0,0,425036,129986,66580,13204,207572,2683,2367,11423,201164,1188,2367,423380,121588,67082,12970,214384,2344,2163,10945,208171,1023,2163,227497,161953,64884,216248,159768,56480,243900,180644,49348,210727,151613,59114,206164,149900,56264,240222,175417,60269,301908,219544,76383,212568,152725,57020,182925,130344,52581,185431,130796,54635,181804,124914,56890,182557,128716,53841,182093,128258,53835,181431,126537,54894,227682,159249,66127,264215,176367,76220,253669,173577,80092,246075,167313,78762,0.4879,95,0.2516,38,48
18,18,707306,152298,458786,21729,78867,17344,4626,0,0,761023,151920,494410,23203,96427,14285,4927,0,0,763403,140435,498692,22466,101263,39139,5586,760065,139755,497849,23170,101362,36024,5476,757224,148029,491408,23098,101716,15579,4736,13932,82834,961,1352,1615,17082,758886,143343,493543,23338,102820,21819,4976,506268,128403,301140,15886,61056,11855,3065,0,0,404134,125172,201990,13873,56367,3303,1474,12473,51973,1141,2164,0,570234,121456,346468,17122,81490,28045,4005,570234,121456,346468,12264,70965,1782,1511,2561,13227,408116,123366,207059,13033,58028,3155,1113,0,0,0,0,0,417265,122049,215987,13286,59560,3215,1128,11846,55134,1084,1128,413906,114321,217034,13864,61864,3193,1288,11873,57624,1088,1288,178965,127947,50147,182131,134174,47957,209358,149674,47503,179226,124514,54712,177396,126757,50639,207891,147707,56179,268205,190267,72132,181028,124835,53715,152898,103988,48910,154377,100715,53662,152159,100765,51394,152540,100789,51751,152374,101277,51097,151968,99029,52939,197965,132132,64272,236193,149243,79554,228809,148320,80489,221100,143252,77848,0.2744,10,0.1675,17,34
19,19,727097,401084,163365,25859,134381,13776,6098,0,0,762714,393964,181817,26303,157364,14459,7933,0,0,758545,365999,186942,26669,166410,24733,7197,760067,366442,187658,26816,165500,23670,6972,763778,392521,180817,27600,159172,14751,8188,15759,136701,1716,2910,2300,31064,754311,376698,180077,28468,163766,16428,7997,565593,335924,108689,17788,98531,9896,4115,0,0,543069,328831,94708,14960,92912,5666,1991,12830,86387,1682,4160,0,609585,315206,133987,19782,127560,18784,5082,609585,315206,133987,13574,113410,1916,2201,3278,26013,550330,329919,98528,15422,94690,5742,2236,0,0,0,0,0,544408,319684,99351,16460,97447,6092,2024,12860,90415,1128,2024,539127,306169,103540,16248,102971,5798,1882,12270,94867,947,1882,332127,224824,106129,313610,211412,102198,343781,228207,92925,316361,209747,106614,311043,209548,101495,344978,232600,105101,412422,283131,119846,314885,210812,99486,284680,191179,93501,287382,187659,99723,282375,184177,98198,283832,188355,95477,283278,187529,95749,281611,182953,98658,333625,222018,108788,376406,246335,116873,364632,239727,124905,355598,233205,122393,0.148,0,0.1,0,1
20,20,680097,405827,186612,29129,50832,19877,3372,0,0,726238,394973,229919,34923,61806,18234,3995,0,0,763214,376887,258334,38220,72044,35699,4474,760067,376499,256296,37138,71300,35688,4235,733891,388058,237949,37629,66713,18689,5138,24963,50454,4988,1121,1213,25127,761325,380074,264273,39465,71687,22934,5312,497807,318813,117866,18487,34496,13470,2045,0,0,500597,309300,127707,19956,33571,7919,630,17936,30264,3733,1768,0,569445,304044,171557,25129,51274,25372,2892,569445,304044,171557,18944,42800,5094,1050,2990,22966,506141,309068,131286,20626,34837,8267,783,0,0,0,0,0,522918,305497,147941,22322,36429,8561,929,19249,31893,2727,929,535245,296110,164651,21611,41909,8823,892,17926,37145,2710,892,254364,87791,165057,246703,81501,165202,270759,86186,169533,245029,82339,162690,241805,82303,159502,275165,94186,176298,349337,127263,214222,254715,83619,168230,228601,73877,154724,231142,70432,160710,228273,71717,156556,229121,72399,156722,228712,73334,155378,228019,71852,156167,279701,93374,184873,328291,110593,210143,320442,107361,213081,313713,104092,209621,0.3527,41,0.0953,0,16
21,21,708452,160041,434041,46167,71276,19632,2481,0,0,746644,148285,476372,45443,79803,18502,2821,0,0,756328,135261,486476,47538,86163,33157,2987,760065,135852,488680,48616,86660,34579,2986,753068,147780,480531,46411,82080,19392,3083,35595,70726,2668,952,1356,13463,759484,143271,489053,46568,83894,22481,3529,479563,131954,270780,28623,46860,12757,1584,0,0,417299,120510,222199,26777,40531,5647,596,25000,39034,2403,1351,0,531422,112409,322669,30845,59860,22888,1987,531422,112409,322669,24990,53949,3027,567,2508,11303,432751,120855,235040,27291,42367,5344,698,0,0,0,0,0,446976,117702,251507,26519,45277,4640,578,23965,43505,2087,578,447523,115073,254151,27080,45094,4974,592,24423,43190,1746,592,155724,89981,64456,152341,90424,61917,172953,100670,63046,151482,85241,66241,149306,88121,61185,174260,101949,69551,226866,134095,88103,148893,82764,64590,124502,66562,57940,126660,64455,62205,124636,65404,59232,125055,64564,60491,124996,66150,58846,124513,64278,60235,165091,88491,75699,199962,101183,93534,193261,99652,93609,185092,95498,89594,0.2428,0,0.1903,23,35
22,22,743785,161494,502188,50434,30708,18913,2068,0,0,773150,138308,556427,45146,33140,14928,2810,0,0,782247,123335,572375,45840,37239,31511,2852,760067,118980,560774,41908,38279,35188,2627,773273,134659,560019,45412,34379,14179,2756,34734,26536,3086,639,2326,11284,780613,126228,573621,44928,35544,19369,3138,499467,131865,309146,34346,21468,12392,1288,0,0,396717,113286,232606,28504,15849,5381,519,26937,14648,2669,1050,0,543049,101709,376448,31488,27527,21921,1958,543049,101709,376448,26709,22651,3288,603,2138,9503,401729,109970,240835,27902,16669,5141,378,0,0,0,0,0,412442,102624,258468,26517,17778,5406,622,24727,16519,2587,622,415711,98812,264215,26770,18827,5278,811,24620,17457,2584,811,137501,72009,64183,126904,70669,56235,146731,80935,57626,118574,64497,54077,117490,66549,50941,141738,78720,60361,188276,104009,79735,124550,65509,57549,104553,53573,50980,105469,50466,55003,104330,52099,52231,104560,50730,53830,104423,52503,51920,104301,50662,53639,139680,69652,69137,173170,79316,89307,168106,79500,88606,163058,77473,85585,0.485,94,0.3136,53,58
23,23,707039,355869,242247,68781,36879,18648,5512,0,0,727594,317957,294642,77339,38580,15558,5551,0,0,763401,303164,317842,86080,46882,33873,6698,760066,302945,315549,83895,46542,33571,6426,732391,307466,302531,78864,43399,17592,6504,58293,28836,3140,2695,1411,28008,758444,299820,330723,81380,45630,24493,7658,509852,284721,150220,42433,26287,12747,3315,0,0,486865,252880,160115,44607,19729,6062,2052,41313,17296,2693,2161,0,570766,251946,213195,57279,35653,24662,4367,570766,251946,213195,46812,27924,3486,2141,3340,21922,491919,247403,166036,45874,22119,6431,1872,0,0,0,0,0,507945,242985,183431,46477,23080,7170,2360,41945,19718,2680,2360,512802,233799,191825,50002,25128,8348,1882,43996,21060,2407,1882,221007,93862,124993,210895,89159,121736,237660,94354,129659,199381,80419,118962,196835,82799,114036,231095,96529,130395,298403,130956,160279,201260,82664,116166,169595,69194,100401,172815,68090,104725,170920,67645,103275,170746,68127,102619,171134,68905,102229,170243,66820,103423,223567,91944,130286,273840,110233,156309,266618,108469,158149,257559,104427,153132,0.5131,100,0.4064,77,83
24,24,729890,409754,255074,19497,42960,17166,3279,0,0,761627,403017,284381,21538,51504,16587,3536,0,0,764729,380269,295209,20577,56078,31621,4166,760066,379230,293830,19257,55909,30445,4071,759710,395951,286506,21846,53649,17465,3641,13465,36836,2628,589,1722,22015,760160,388283,290807,20501,54339,20590,3858,573812,350353,171222,14425,33332,12335,2279,0,0,525934,342381,132490,13673,29169,6308,569,11799,24228,2625,1813,0,612075,331525,207468,15700,44985,23309,2923,612075,331525,207468,10227,33822,2385,752,3335,22561,528316,339073,137130,13735,30136,6115,537,0,0,0,0,0,534664,336774,145014,13032,31101,5984,739,10693,24564,1770,739,535883,327446,153245,13035,33450,5810,797,10103,25862,1266,797,318453,191285,125839,296578,172163,124415,325104,192277,110464,295615,175411,120204,289792,177319,112473,321366,196246,118157,379237,240252,130039,291199,176743,110070,262251,159473,102778,265739,156199,109540,258707,153288,105419,261991,157320,104671,261360,156806,104554,258184,151920,106264,308927,188415,118298,351723,214429,126327,343367,207218,136149,334725,201900,132825,0.2518,1,0.1499,12,16
25,25,707517,218555,428138,35519,24249,17829,2656,0,0,747817,204966,471869,41818,27548,18376,2776,0,0,769360,186911,498261,46604,31990,34657,3668,760066,186235,492481,44916,32633,36831,3584,751409,199853,479305,44439,27608,17514,3236,32691,19962,5665,816,1314,11811,764019,188526,499635,48555,29380,22932,3308,504191,185401,274746,23770,17035,11562,1620,0,0,463223,171883,243393,26041,13200,7008,687,24088,12094,4661,1246,0,572587,162763,345745,32349,23960,24548,2402,572587,162763,345745,26048,17834,5120,838,2121,12118,470875,166805,254809,26913,13717,6614,460,0,0,0,0,0,484424,159503,272315,28677,15400,6507,587,26425,13782,3569,587,489066,154294,278853,29879,16407,6797,1166,26586,14473,3409,1166,172792,94021,77339,174025,97366,76659,204939,115402,79731,165774,90564,75210,164335,93543,70792,198795,112095,83572,265251,150333,109729,179199,98666,78687,152978,83478,69500,155170,81538,73632,150532,79343,71189,153375,80439,72936,153146,81975,71171,152879,78787,74092,202086,107182,93739,250551,125439,119250,244648,124107,120541,233299,118126,115173,0.4198,68,0.1593,15,25
26,26,741773,358278,296157,19129,68380,12804,3578,0,0,764383,344534,321810,22072,77019,14706,4166,0,0,758718,321585,325678,22133,82087,27539,4417,760067,321851,326572,23140,82439,26950,4452,763624,341419,322886,22639,76250,14991,5295,13549,58662,1448,1671,1712,22274,757166,324386,329192,24610,77445,21171,5373,546906,287005,195535,12919,49580,8670,2345,0,0,502515,281411,158150,12549,43795,3837,1094,10727,39303,1419,1865,0,587257,271460,229449,15872,62277,19978,3028,587257,271460,229449,10463,51763,1277,1013,2855,18977,508582,279717,164697,12824,43796,4098,1103,0,0,0,0,0,508796,269947,172900,13582,44826,4146,885,10957,39162,1117,885,508041,263093,176963,13425,46833,4087,753,10786,39667,927,753,296011,163719,131430,285006,149951,135055,310253,172791,119201,275160,151173,123987,271334,153121,118213,308147,174970,127116,378388,223043,147455,278718,155178,119661,246419,135934,110485,249555,133918,115637,245100,129732,115368,246133,133558,112575,245687,133439,112248,244675,129421,115254,299926,166325,131404,345593,190714,145126,339609,184984,154625,327237,177405,149832,0.4575,83,0.2949,49,61
27,27,700617,299556,253298,81168,69118,11623,3306,0,0,714672,270380,287048,82761,77811,16072,3576,0,0,760227,256665,322440,93527,86506,26404,4053,760067,256708,322512,91837,86252,27078,3947,712385,257934,294500,83834,76315,15873,3917,68948,61472,2976,1161,2651,22749,748020,251209,324768,89072,80431,17854,4403,501509,236695,162065,52093,49092,7830,2095,0,0,476968,213942,158672,51574,45461,5604,586,48509,42315,1879,2232,0,572464,213192,224434,64775,64664,19605,2818,572464,213192,224434,54233,54914,1719,845,3417,19710,472943,204933,163830,52514,44244,5087,751,0,0,0,0,0,499322,202680,184498,56666,48802,4272,740,53148,44756,1191,740,498396,193118,188278,56548,53389,4336,1015,52877,48828,982,1015,231314,119569,110858,237622,120392,117230,264932,137453,111663,235009,123651,111358,231097,125943,105154,267344,143636,118386,341359,188047,145845,231671,120109,108163,197641,101713,95928,198431,97449,100982,193954,94920,99034,194123,95914,98209,193879,96888,96991,193157,94186,98971,256150,131814,122209,311267,157116,144967,298290,151721,146569,299814,151542,148272,0.446,78,0.367,67,72
28,28,752165,239519,192259,39588,285457,8966,2695,0,0,763624,215343,205197,39781,305698,8933,3756,0,0,757891,206515,200975,37325,314750,17821,3264,760066,206811,201974,37656,313563,17435,3133,760601,210947,200644,40069,311641,9983,3696,30481,290088,1517,1361,1642,23923,748628,204523,200834,39958,305373,12826,3675,595225,201528,137746,29784,227148,6483,1955,0,0,517744,178318,122828,27362,183211,3126,928,25227,178821,1403,2362,0,619390,179249,152706,29460,256185,13979,2424,619390,179249,152706,23016,244308,870,455,2611,16175,519273,176340,125574,27756,183764,2848,920,0,0,0,0,0,517902,173929,128602,27225,182294,2843,741,24400,176804,911,741,518687,166561,130176,27088,188354,3110,856,24046,182363,1145,856,289108,177516,110705,277975,172912,105063,291791,187981,87369,259422,164654,94768,254652,165943,88709,293363,190646,97391,370236,244199,118773,260701,167934,89431,227439,146946,80493,228194,143002,85192,223086,138555,84531,223259,140613,82646,223094,140893,82201,222842,141245,81597,281905,178839,100817,330410,204234,115164,317183,196337,120846,316396,195686,120710,0.3627,45,0.1327,8,29
29,29,746569,152862,498052,36613,62749,10903,2583,0,0,767358,160158,506720,37112,66132,8850,2592,0,0,757451,161816,487020,38998,69904,27921,2579,760066,162054,488578,41598,71850,29450,2988,763054,159315,500450,37776,68502,10792,3042,28501,58004,1067,856,2471,12391,742619,152038,485512,38846,67957,16255,2727,548582,131915,339879,27200,50530,7963,1908,0,0,436846,131076,236632,25267,40091,2096,446,23400,38124,964,1408,0,593418,139831,362530,31131,58135,22004,1861,593418,139831,362530,24114,51212,1023,548,2888,11272,443717,129476,244005,25102,40625,2376,661,0,0,0,0,0,443817,123922,247180,26550,41286,2947,544,24027,39037,1132,544,442545,120726,245173,27628,43857,2693,724,24976,41216,910,724,157113,119301,37273,180338,142448,37890,215103,167514,35752,175619,137512,38107,173631,140538,33093,209394,162577,42676,274866,204898,63871,171098,129114,39382,136365,103831,32534,135699,98854,36845,131155,95947,35208,131040,94404,36636,131287,96299,34988,129777,92694,37083,188569,134716,52036,234298,154251,72704,221923,150595,71328,220843,149147,71696,0.3757,50,0.1772,19,25
30,30,744643,411712,186913,29568,116841,8152,2974,0,0,757907,420898,182359,34753,119007,9624,3145,0,0,758117,421871,177174,37575,116384,16764,3056,760066,422161,178008,37805,115839,16346,2917,756896,417171,182443,37563,117551,10889,3445,25222,96692,1497,745,4422,28695,745086,407558,178662,40124,114767,13456,3121,622159,359591,140855,24396,95922,6574,2435,0,0,539300,330369,105861,25068,71394,3407,669,21818,64913,1228,2835,0,649795,371101,142620,31723,97836,13607,2249,649795,371101,142620,22767,83782,946,517,3961,24101,544101,331187,108825,25894,70911,3444,696,0,0,0,0,0,542541,326995,108833,28700,71377,3387,648,23913,63181,1147,648,547517,327318,108676,30908,73408,3883,612,25287,64709,1102,612,282547,208422,73377,273638,204316,69322,308087,227402,64161,273805,211241,62564,270257,212583,57674,307318,231247,70676,379617,274105,98617,270054,202072,64573,235586,181458,54128,235012,176198,58814,229584,171486,58098,228642,172277,56365,229497,173845,55652,225861,167801,58060,289796,211409,75859,338770,233113,94014,323600,231978,91622,324701,232120,92581,0.3464,39,0.1494,12,25
31,31,753815,145030,465848,25695,123002,12447,2896,0,0,765122,122589,468890,24575,152102,21974,5877,0,0,757262,113537,458721,26018,162336,28092,2924,760066,113842,460464,28425,162902,28734,3204,759129,115700,460328,28296,158232,24713,6150,20107,144867,1935,2738,1561,11887,748896,106781,459782,28174,156456,30246,4896,555089,123714,316653,18297,97787,8776,2027,0,0,482565,105318,263573,15848,91731,2583,1694,14536,89757,1322,2106,0,596625,99859,342496,19758,133988,21918,2145,596625,99859,342496,14561,125873,1281,618,2266,9671,486161,100271,265115,18566,95584,3009,1777,0,0,0,0,0,488647,93710,272939,18288,97522,3320,1053,16369,94937,1825,1053,479495,88629,267409,17772,99657,3422,1051,15847,96397,1708,1051,225926,142959,82245,216277,142165,74112,238158,156396,67936,197588,127031,70557,194406,130244,64162,233834,152876,76285,307090,198012,102709,194094,120857,70370,156261,94863,61398,156981,91631,65350,153006,89339,63667,153221,89737,63484,153100,90736,62364,152693,88064,64629,214742,128415,84506,266051,151512,106527,252849,145241,107608,252938,144138,108800,0.3656,46,0.1062,2,24
